state,district,year,small_millets_kharif_area_hectare,small_millets_kharif_production_tonne,small_millets_kharif_yield_tonne_per_hectare,small_millets_rabi_area_hectare,small_millets_rabi_production_tonne,small_millets_rabi_yield_tonne_per_hectare,small_millets_whole_year_area_hectare,small_millets_whole_year_production_tonne,small_millets_whole_year_yield_tonne_per_hectare,small_millets_summer_area_hectare,small_millets_summer_production_tonne,small_millets_summer_yield_tonne_per_hectare,small_millets_autumn_area_hectare,small_millets_autumn_production_tonne,small_millets_autumn_yield_tonne_per_hectare
,,2018 - 2019,13.0,10.0,0.77,,,,,,,,,,,,
,,2019 - 2020,14.0,8.0,0.57,,,,,,,,,,,,
,,2020 - 2021,15.0,13.0,0.87,,,,,,,,,,,,
,,2022 - 2023,34.0,27.0,0.79,,,,,,,,,,,,
,Hamirpur,2000 - 2001,61.0,41.0,0.67,,,,,,,,,,,,
,,2001 - 2002,37.0,24.0,0.65,,,,,,,,,,,,
,,2002 - 2003,29.0,19.0,0.66,,,,,,,,,,,,
,,2004 - 2005,47.0,18.0,0.38,,,,,,,,,,,,
,,2005 - 2006,3.0,2.0,0.67,,,,,,,,,,,,
,,2006 - 2007,113.0,71.0,0.63,,,,,,,,,,,,
,,2007 - 2008,64.0,40.0,0.63,,,,,,,,,,,,
,,2008 - 2009,1.0,,0.0,,,,,,,,,,,,
,,2009 - 2010,3.0,2.0,0.67,,,,,,,,,,,,
,,2010 - 2011,7.0,5.0,0.71,,,,,,,,,,,,
,,2011 - 2012,29.0,30.0,1.03,,,,,,,,,,,,
,,2012 - 2013,5.0,5.0,1.0,,,,,,,,,,,,
,,2013 - 2014,2.0,2.0,1.0,,,,,,,,,,,,
,,2015 - 2016,3.0,2.0,0.67,,,,,,,,,,,,
,,2016 - 2017,5.0,4.0,0.8,,,,,,,,,,,,
,,2017 - 2018,5.0,3.0,0.6,,,,,,,,,,,,
,Hardoi,2000 - 2001,21.0,14.0,0.67,,,,,,,,,,,,
,,2001 - 2002,13.0,8.0,0.62,,,,,,,,,,,,
,,2002 - 2003,12.0,7.0,0.58,,,,,,,,,,,,
,,2004 - 2005,8.0,3.0,0.38,,,,,,,,,,,,
,,2006 - 2007,1.0,1.0,1.0,,,,,,,,,,,,
,,2009 - 2010,11.0,7.0,0.64,,,,,,,,,,,,
,,2019 - 2020,,,,,,,,,,40.0,36.0,0.9,,,
,Hathras,2002 - 2003,3.0,2.0,0.67,,,,,,,,,,,,
,Jalaun,2014 - 2015,43.0,32.0,0.74,,,,,,,,,,,,
,,2015 - 2016,43.0,26.0,0.6,,,,,,,,,,,,
,,2016 - 2017,8.0,3.0,0.38,,,,,,,,,,,,
,,2017 - 2018,8.0,5.0,0.63,,,,,,,,,,,,
,,2018 - 2019,8.0,6.0,0.75,,,,,,,,,,,,
,Jaunpur,2000 - 2001,17.0,11.0,0.65,,,,,,,,,,,,
,,2001 - 2002,10.0,6.0,0.6,,,,,,,,,,,,
,,2004 - 2005,5.0,2.0,0.4,,,,,,,,,,,,
,,2006 - 2007,5.0,3.0,0.6,,,,,,,,,,,,
,Jhansi,2000 - 2001,26.0,13.0,0.5,,,,,,,,,,,,
,,2001 - 2002,10.0,4.0,0.4,,,,,,,,,,,,
,,2002 - 2003,7.0,3.0,0.43,,,,,,,,,,,,
,,2004 - 2005,5.0,2.0,0.4,,,,,,,,,,,,
,,2008 - 2009,1.0,1.0,1.0,,,,,,,,,,,,
,,2010 - 2011,5.0,4.0,0.8,,,,,,,,,,,,
,,2011 - 2012,21.0,19.0,0.9,,,,,,,,,,,,
,,2012 - 2013,20.0,19.0,0.95,,,,,,,,,,,,
,,2013 - 2014,23.0,19.0,0.83,,,,,,,,,,,,
,,2016 - 2017,23.0,16.0,0.7,,,,,,,,,,,,
,,2017 - 2018,23.0,15.0,0.65,,,,,,,,,,,,
,,2018 - 2019,23.0,16.0,0.7,,,,,,,,,,,,
,,2019 - 2020,23.0,18.0,0.78,,,,,,,,,,,,
,,2020 - 2021,23.0,17.0,0.74,,,,,,,,,,,,
,,2021 - 2022,28.0,18.0,0.64,,,,,,,,,,,,
,Kannauj,2000 - 2001,112.0,164.0,1.46,,,,,,,,,,,,
,,2022 - 2023,,,,,,,,,,40.0,43.0,1.08,,,
,Kanpur dehat,2004 - 2005,3.0,1.0,0.33,,,,,,,,,,,,
,,2008 - 2009,7.0,4.0,0.57,,,,,,,,,,,,
,,2011 - 2012,2.0,2.0,1.0,,,,,,,,,,,,
,,2013 - 2014,6.0,4.0,0.67,,,,,,,,,,,,
,,2016 - 2017,6.0,4.0,0.67,,,,,,,,,,,,
,,2019 - 2020,6.0,5.0,0.83,,,,,,,,,,,,
,,2020 - 2021,6.0,4.0,0.67,,,,,,,,,,,,
,Kanpur nagar,2000 - 2001,5.0,3.0,0.6,,,,,,,,,,,,
,,2001 - 2002,28.0,18.0,0.64,,,,,,,,,,,,
,,2002 - 2003,5.0,3.0,0.6,,,,,,,,,,,,
,,2004 - 2005,5.0,2.0,0.4,,,,,,,,,,,,
,,2006 - 2007,5.0,3.0,0.6,,,,,,,,,,,,
,,2014 - 2015,15.0,11.0,0.73,,,,,,,,,,,,
,,2015 - 2016,17.0,12.0,0.71,,,,,,,,,,,,
,,2016 - 2017,17.0,6.0,0.35,,,,,,,,,,,,
,,2017 - 2018,17.0,11.0,0.65,,,,,,,,,,,,
,,2018 - 2019,17.0,14.0,0.82,,,,,,,,,,,,
,,2019 - 2020,17.0,11.0,0.65,,,,,,,,,,,,
,,2020 - 2021,17.0,14.0,0.82,,,,,,,,,,,,
,,2022 - 2023,17.0,11.0,0.65,,,,,,,,,,,,
,Kaushambi,2000 - 2001,39.0,26.0,0.67,,,,,,,,,,,,
,,2001 - 2002,16.0,12.0,0.75,,,,,,,,,,,,
,,2002 - 2003,2.0,1.0,0.5,,,,,,,,,,,,
,,2004 - 2005,14.0,5.0,0.36,,,,,,,,,,,,
,,2006 - 2007,13.0,8.0,0.62,,,,,,,,,,,,
,,2007 - 2008,9.0,5.0,0.56,,,,,,,,,,,,
,,2008 - 2009,10.0,6.0,0.6,,,,,,,,,,,,
,,2010 - 2011,26.0,18.0,0.69,,,,,,,,,,,,
,,2015 - 2016,2.0,1.0,0.5,,,,,,,,,,,,
,,2016 - 2017,4.0,3.0,0.75,,,,,,,,,,,,
,,2017 - 2018,4.0,3.0,0.75,,,,,,,,,,,,
,,2018 - 2019,4.0,3.0,0.75,,,,,,,,,,,,
,,2019 - 2020,4.0,3.0,0.75,,,,,,,,,,,,
,,2020 - 2021,4.0,3.0,0.75,,,,,,,,,,,,
,,2022 - 2023,4.0,3.0,0.75,,,,,,,,,,,,
,Kheri,2000 - 2001,386.0,259.0,0.67,,,,,,,,,,,,
,,2001 - 2002,375.0,267.0,0.71,,,,,,,,,,,,
,,2002 - 2003,185.0,105.0,0.57,,,,,,,,,,,,
,,2004 - 2005,211.0,71.0,0.34,,,,,,,,,,,,
,,2005 - 2006,358.0,276.0,0.77,,,,,,,,,,,,
,,2006 - 2007,154.0,92.0,0.6,,,,,,,,,,,,
,,2008 - 2009,16.0,10.0,0.63,,,,,,,,,,,,
,,2009 - 2010,340.0,143.0,0.42,,,,,,,,,,,,
,,2010 - 2011,128.0,108.0,0.84,,,,,,,,,,,,
,,2011 - 2012,261.0,242.0,0.93,,,,,,,,,,,,
,,2012 - 2013,304.0,426.0,1.4,,,,,,,3.0,4.0,1.33,,,
,,2013 - 2014,38.0,27.0,0.71,,,,,,,,,,,,
,,2014 - 2015,1.0,1.0,1.0,,,,,,,,,,,,
,,2016 - 2017,38.0,14.0,0.37,,,,,,,,,,,,
,,2017 - 2018,39.0,26.0,0.67,,,,,,,,,,,,
,,2018 - 2019,38.0,30.0,0.79,,,,,,,,,,,,
,,2019 - 2020,38.0,24.0,0.63,,,,,,,,,,,,
,,2020 - 2021,38.0,32.0,0.84,,,,,,,,,,,,
,,2021 - 2022,,,,,,,,,,62.0,56.0,0.9,,,
,,2022 - 2023,38.0,25.0,0.66,,,,,,,62.0,67.0,1.08,,,
,Kushi nagar,2000 - 2001,145.0,102.0,0.7,,,,,,,,,,,,
,,2001 - 2002,18.0,140.0,7.78,,,,,,,,,,,,
,,2002 - 2003,86.0,51.0,0.59,,,,,,,,,,,,
,,2004 - 2005,41.0,14.0,0.34,,,,,,,,,,,,
,,2005 - 2006,56.0,43.0,0.77,,,,,,,,,,,,
,,2006 - 2007,42.0,25.0,0.6,,,,,,,,,,,,
,,2007 - 2008,38.0,23.0,0.61,,,,,,,,,,,,
,,2008 - 2009,25.0,15.0,0.6,,,,,,,,,,,,
,,2009 - 2010,14.0,6.0,0.43,,,,,,,,,,,,
,,2010 - 2011,25.0,21.0,0.84,,,,,,,,,,,,
,,2012 - 2013,25.0,26.0,1.04,,,,,,,,,,,,
,,2013 - 2014,26.0,19.0,0.73,,,,,,,,,,,,
,,2014 - 2015,32.0,24.0,0.75,,,,,,,,,,,,
,,2016 - 2017,27.0,10.0,0.37,,,,,,,,,,,,
,,2017 - 2018,27.0,18.0,0.67,,,,,,,,,,,,
,,2018 - 2019,27.0,22.0,0.81,,,,,,,,,,,,
,,2019 - 2020,27.0,17.0,0.63,,,,,,,,,,,,
,,2020 - 2021,27.0,23.0,0.85,,,,,,,,,,,,
,,2022 - 2023,27.0,17.0,0.63,,,,,,,,,,,,
,Lalitpur,2000 - 2001,,,0.73,,,,,,,,,,,,
,,2001 - 2002,,971.0,0.73,,,,,,,,,,,,
,,2002 - 2003,924.0,411.0,0.44,,,,,,,,,,,,
,,2004 - 2005,,554.0,0.41,,,,,,,,,,,,
,,2005 - 2006,482.0,313.0,0.65,,,,,,,,,,,,
,,2006 - 2007,,,0.64,,,,,,,,,,,,
,,2007 - 2008,469.0,281.0,0.6,,,,,,,,,,,,
,,2008 - 2009,406.0,246.0,0.61,,,,,,,,,,,,
,,2009 - 2010,307.0,157.0,0.51,,,,,,,,,,,,
,,2010 - 2011,91.0,73.0,0.8,,,,,,,,,,,,
,,2011 - 2012,16.0,15.0,0.94,,,,,,,,,,,,
,,2012 - 2013,38.0,37.0,0.97,,,,,,,,,,,,
,,2013 - 2014,23.0,19.0,0.83,,,,,,,,,,,,
,,2014 - 2015,16.0,12.0,0.75,,,,,,,,,,,,
,,2015 - 2016,14.0,10.0,0.71,,,,,,,,,,,,
,,2016 - 2017,50.0,28.0,0.56,,,,,,,,,,,,
,,2017 - 2018,50.0,32.0,0.64,,,,,,,,,,,,
,,2018 - 2019,50.0,38.0,0.76,,,,,,,,,,,,
,,2019 - 2020,8.0,5.0,0.63,,,,,,,,,,,,
,,2020 - 2021,50.0,39.0,0.78,,,,,,,,,,,,
,,2021 - 2022,32.0,21.0,0.66,,,,,,,,,,,,
,,2022 - 2023,55.0,42.0,0.76,,,,,,,,,,,,
,Lucknow,2000 - 2001,98.0,67.0,0.68,,,,,,,,,,,,
,,2001 - 2002,84.0,58.0,0.69,,,,,,,,,,,,
,,2002 - 2003,62.0,36.0,0.58,,,,,,,,,,,,
,,2004 - 2005,54.0,19.0,0.35,,,,,,,,,,,,
,,2005 - 2006,76.0,56.0,0.74,,,,,,,,,,,,
,,2006 - 2007,54.0,33.0,0.61,,,,,,,,,,,,
,,2007 - 2008,41.0,24.0,0.59,,,,,,,,,,,,
,,2008 - 2009,6.0,4.0,0.67,,,,,,,,,,,,
,,2009 - 2010,14.0,7.0,0.5,,,,,,,,,,,,
,,2010 - 2011,4.0,3.0,0.75,,,,,,,,,,,,
,,2011 - 2012,2.0,2.0,1.0,,,,,,,,,,,,
,,2012 - 2013,11.0,10.0,0.91,,,,,,,,,,,,
,,2013 - 2014,6.0,5.0,0.83,,,,,,,,,,,,
,,2014 - 2015,1.0,1.0,1.0,,,,,,,,,,,,
,,2015 - 2016,6.0,4.0,0.67,,,,,,,,,,,,
,,2016 - 2017,8.0,5.0,0.63,,,,,,,,,,,,
,,2017 - 2018,8.0,5.0,0.63,,,,,,,,,,,,
,,2018 - 2019,8.0,6.0,0.75,,,,,,,,,,,,
,,2019 - 2020,8.0,6.0,0.75,,,,,,,,,,,,
,,2020 - 2021,8.0,7.0,0.88,,,,,,,,,,,,
,,2022 - 2023,2.0,1.0,0.5,,,,,,,,,,,,
,Maharajganj,2000 - 2001,16.0,11.0,0.69,,,,,,,,,,,,
,,2001 - 2002,14.0,12.0,0.86,,,,,,,,,,,,
,,2002 - 2003,17.0,12.0,0.71,,,,,,,,,,,,
,,2004 - 2005,15.0,5.0,0.33,,,,,,,,,,,,
,,2005 - 2006,2.0,2.0,1.0,,,,,,,,,,,,
,,2006 - 2007,1.0,1.0,1.0,,,,,,,,,,,,
,,2007 - 2008,5.0,3.0,0.6,,,,,,,,,,,,
,,2008 - 2009,1.0,1.0,1.0,,,,,,,,,,,,
,,2010 - 2011,1.0,1.0,1.0,,,,,,,,,,,,
,,2016 - 2017,3.0,2.0,0.67,,,,,,,,,,,,
,,2017 - 2018,3.0,2.0,0.67,,,,,,,,,,,,
,,2018 - 2019,3.0,2.0,0.67,,,,,,,,,,,,
,,2020 - 2021,3.0,2.0,0.67,,,,,,,,,,,,
,Mahoba,2000 - 2001,287.0,192.0,0.67,,,,,,,,,,,,
,,2001 - 2002,205.0,140.0,0.68,,,,,,,,,,,,
,,2002 - 2003,127.0,70.0,0.55,,,,,,,,,,,,
,,2004 - 2005,127.0,46.0,0.36,,,,,,,,,,,,
,,2005 - 2006,60.0,40.0,0.67,,,,,,,,,,,,
,,2006 - 2007,98.0,61.0,0.62,,,,,,,,,,,,
,,2007 - 2008,80.0,48.0,0.6,,,,,,,,,,,,
,,2008 - 2009,70.0,43.0,0.61,,,,,,,,,,,,
,,2009 - 2010,26.0,13.0,0.5,,,,,,,,,,,,
,,2010 - 2011,63.0,48.0,0.76,,,,,,,,,,,,
,,2011 - 2012,39.0,44.0,1.13,,,,,,,,,,,,
,,2012 - 2013,28.0,28.0,1.0,,,,,,,,,,,,
,,2013 - 2014,16.0,13.0,0.81,,,,,,,,,,,,
,,2014 - 2015,12.0,8.0,0.67,,,,,,,,,,,,
,,2015 - 2016,4.0,2.0,0.5,,,,,,,,,,,,
,,2016 - 2017,15.0,8.0,0.53,,,,,,,,,,,,
,,2017 - 2018,15.0,10.0,0.67,,,,,,,,,,,,
,,2019 - 2020,15.0,11.0,0.73,,,,,,,,,,,,
,,2020 - 2021,15.0,12.0,0.8,,,,,,,,,,,,
,,2022 - 2023,6.0,4.0,0.67,,,,,,,,,,,,
,Mathura,2000 - 2001,10.0,6.0,0.6,,,,,,,,,,,,
,,2002 - 2003,1.0,1.0,1.0,,,,,,,,,,,,
,Mau,2000 - 2001,114.0,98.0,0.86,,,,,,,,,,,,
,,2001 - 2002,98.0,51.0,0.52,,,,,,,,,,,,
,,2002 - 2003,74.0,45.0,0.61,,,,,,,,,,,,
,,2004 - 2005,35.0,14.0,0.4,,,,,,,,,,,,
,,2005 - 2006,23.0,13.0,0.57,,,,,,,,,,,,
,,2006 - 2007,47.0,29.0,0.62,,,,,,,,,,,,
,,2007 - 2008,43.0,26.0,0.6,,,,,,,,,,,,
,,2008 - 2009,58.0,36.0,0.62,,,,,,,,,,,,
,,2009 - 2010,16.0,10.0,0.63,,,,,,,,,,,,
,,2010 - 2011,17.0,12.0,0.71,,,,,,,,,,,,
,,2011 - 2012,3.0,3.0,1.0,,,,,,,,,,,,
,,2012 - 2013,31.0,31.0,1.0,,,,,,,,,,,,
,,2013 - 2014,17.0,14.0,0.82,,,,,,,,,,,,
,,2014 - 2015,102.0,74.0,0.73,,,,,,,,,,,,
,,2015 - 2016,22.0,13.0,0.59,,,,,,,,,,,,
,,2016 - 2017,21.0,13.0,0.62,,,,,,,,,,,,
,,2017 - 2018,21.0,12.0,0.57,,,,,,,1.0,1.0,1.0,,,
,,2018 - 2019,23.0,17.0,0.74,,,,,,,,,,,,
,,2019 - 2020,24.0,18.0,0.75,,,,,,,1.0,1.0,1.0,,,
,,2020 - 2021,23.0,18.0,0.78,,,,,,,,,,,,
,,2021 - 2022,20.0,13.0,0.65,,,,,,,22.0,20.0,0.91,,,
,,2022 - 2023,6.0,4.0,0.67,,,,,,,22.0,24.0,1.09,,,
,Mirzapur,2000 - 2001,,,0.47,,,,,,,,,,,,
,,2001 - 2002,,790.0,0.58,,,,,,,,,,,,
,,2002 - 2003,,659.0,0.54,,,,,,,,,,,,
,,2004 - 2005,788.0,378.0,0.48,,,,,,,,,,,,
,,2005 - 2006,,,0.95,,,,,,,,,,,,
,,2006 - 2007,129.0,116.0,0.9,,,,,,,,,,,,
,,2007 - 2008,799.0,393.0,0.49,,,,,,,,,,,,
,,2008 - 2009,871.0,601.0,0.69,,,,,,,,,,,,
,,2009 - 2010,460.0,196.0,0.43,,,,,,,,,,,,
,,2010 - 2011,2.0,1.0,0.5,,,,,,,,,,,,
,,2011 - 2012,7.0,7.0,1.0,,,,,,,,,,,,
,Moradabad,2000 - 2001,1.0,1.0,1.0,,,,,,,,,,,,
,,2001 - 2002,4.0,4.0,1.0,,,,,,,,,,,,
,,2002 - 2003,2.0,1.0,0.5,,,,,,,,,,,,
,Muzaffarnagar,2000 - 2001,4.0,6.0,1.5,,,,,,,,,,,,
,Pilibhit,2000 - 2001,2.0,3.0,1.5,,,,,,,,,,,,
,,2002 - 2003,2.0,3.0,1.5,,,,,,,,,,,,
,,2021 - 2022,,,,,,,,,,102.0,93.0,0.91,,,
,,2022 - 2023,,,,,,,,,,102.0,110.0,1.08,,,
,Pratapgarh,2000 - 2001,29.0,36.0,1.24,,,,,,,,,,,,
,,2001 - 2002,27.0,26.0,0.96,,,,,,,,,,,,
,,2002 - 2003,8.0,8.0,1.0,,,,,,,,,,,,
,,2004 - 2005,1.0,,0.0,,,,,,,,,,,,
,,2007 - 2008,8.0,5.0,0.63,,,,,,,,,,,,
,,2009 - 2010,4.0,2.0,0.5,,,,,,,,,,,,
,,2012 - 2013,,,,,,,,,,7.0,10.0,1.43,,,
,,2013 - 2014,,,,,,,,,,8.0,11.0,1.38,,,
,,2014 - 2015,,,,,,,,,,6.0,5.0,0.83,,,
,,2015 - 2016,,,,,,,,,,6.0,6.0,1.0,,,
,,2016 - 2017,,,,,,,,,,6.0,6.0,1.0,,,
,,2019 - 2020,,,,,,,,,,6.0,5.0,0.83,,,
,,2020 - 2021,,,,,,,,,,6.0,5.0,0.83,,,
,,2021 - 2022,,,,,,,,,,70.0,63.0,0.9,,,
,,2022 - 2023,,,,,,,,,,70.0,76.0,1.09,,,
,Rae bareli,2000 - 2001,57.0,83.0,1.46,,,,,,,,,,,,
,,2001 - 2002,37.0,49.0,1.32,,,,,,,,,,,,
,,2002 - 2003,3.0,4.0,1.33,,,,,,,,,,,,
,,2004 - 2005,1.0,,0.0,,,,,,,,,,,,
,,2007 - 2008,1.0,1.0,1.0,,,,,,,,,,,,
,,2012 - 2013,,,,,,,,,,5.0,7.0,1.4,,,
,,2013 - 2014,,,,,,,,,,4.0,6.0,1.5,,,
,,2015 - 2016,,,,,,,,,,1.0,1.0,1.0,,,
,,2018 - 2019,,,,,,,,,,4.0,4.0,1.0,,,
,,2020 - 2021,,,,,,,,,,4.0,4.0,1.0,,,
,,2021 - 2022,,,,,,,,,,57.0,52.0,0.91,,,
,,2022 - 2023,,,,,,,,,,57.0,62.0,1.09,,,
,Rampur,2001 - 2002,1.0,1.0,1.0,,,,,,,,,,,,
,,2002 - 2003,1.0,1.0,1.0,,,,,,,,,,,,
,,2019 - 2020,,,,,,,,,,3.0,3.0,1.0,,,
,Saharanpur,2001 - 2002,1.0,0.1,0.1,,,,,,,,,,,,
,Sant kabeer nagar,2000 - 2001,60.0,57.0,0.95,,,,,,,,,,,,
,,2001 - 2002,79.0,72.0,0.91,,,,,,,,,,,,
,,2002 - 2003,50.0,34.0,0.68,,,,,,,,,,,,
,,2004 - 2005,62.0,21.0,0.34,,,,,,,,,,,,
,,2005 - 2006,62.0,48.0,0.77,,,,,,,,,,,,
,,2006 - 2007,46.0,28.0,0.61,,,,,,,,,,,,
,,2007 - 2008,12.0,7.0,0.58,,,,,,,,,,,,
,,2011 - 2012,13.0,12.0,0.92,,,,,,,,,,,,
,,2013 - 2014,12.0,8.0,0.67,,,,,,,,,,,,
,,2015 - 2016,10.0,7.0,0.7,,,,,,,,,,,,
,,2016 - 2017,12.0,4.0,0.33,,,,,,,,,,,,
,,2017 - 2018,12.0,8.0,0.67,,,,,,,,,,,,
,,2018 - 2019,13.0,10.0,0.77,,,,,,,,,,,,
,,2019 - 2020,12.0,7.0,0.58,,,,,,,,,,,,
,,2020 - 2021,13.0,11.0,0.85,,,,,,,,,,,,
,,2022 - 2023,24.0,18.0,0.75,,,,,,,,,,,,
,Sant ravidas nagar,2000 - 2001,65.0,20.0,0.31,,,,,,,,,,,,
,,2001 - 2002,4.0,6.0,1.5,,,,,,,,,,,,
,,2002 - 2003,2.0,3.0,1.5,,,,,,,,,,,,
,Shravasti,2000 - 2001,40.0,26.0,0.65,,,,,,,,,,,,
,,2001 - 2002,62.0,44.0,0.71,,,,,,,,,,,,
,,2002 - 2003,115.0,50.0,0.43,,,,,,,,,,,,
,,2004 - 2005,15.0,6.0,0.4,,,,,,,,,,,,
,,2005 - 2006,28.0,16.0,0.57,,,,,,,,,,,,
,,2010 - 2011,44.0,37.0,0.84,,,,,,,,,,,,
,,2012 - 2013,46.0,43.0,0.93,,,,,,,,,,,,
,Siddharth nagar,2000 - 2001,,891.0,0.68,,,,,,,,,,,,
,,2001 - 2002,,930.0,0.71,,,,,,,,,,,,
,,2002 - 2003,190.0,131.0,0.69,,,,,,,,,,,,
,,2004 - 2005,134.0,45.0,0.34,,,,,,,,,,,,
,,2005 - 2006,323.0,249.0,0.77,,,,,,,,,,,,
,,2006 - 2007,676.0,406.0,0.6,,,,,,,,,,,,
,,2008 - 2009,3.0,2.0,0.67,,,,,,,,,,,,
,,2021 - 2022,,,,,,,,,,24.0,22.0,0.92,,,
,,2022 - 2023,,,,,,,,,,24.0,26.0,1.08,,,
,Sitapur,2000 - 2001,997.0,690.0,0.69,,,,,,,,,,,,
,,2001 - 2002,675.0,440.0,0.65,,,,,,,,,,,,
,,2002 - 2003,661.0,393.0,0.59,,,,,,,,,,,,
,,2004 - 2005,576.0,204.0,0.35,,,,,,,,,,,,
,,2005 - 2006,970.0,681.0,0.7,,,,,,,,,,,,
,,2006 - 2007,285.0,179.0,0.63,,,,,,,,,,,,
,,2007 - 2008,374.0,225.0,0.6,,,,,,,,,,,,
,,2008 - 2009,457.0,281.0,0.61,,,,,,,,,,,,
,,2009 - 2010,278.0,141.0,0.51,,,,,,,,,,,,
,,2010 - 2011,122.0,97.0,0.8,,,,,,,,,,,,
,,2011 - 2012,106.0,98.0,0.92,,,,,,,,,,,,
,,2012 - 2013,26.0,31.0,1.19,,,,,,,,,,,,
,,2013 - 2014,28.0,21.0,0.75,,,,,,,,,,,,
,,2014 - 2015,25.0,18.0,0.72,,,,,,,,,,,,
,,2015 - 2016,21.0,13.0,0.62,,,,,,,,,,,,
,,2016 - 2017,43.0,19.0,0.44,,,,,,,,,,,,
,,2017 - 2018,14.0,9.0,0.64,,,,,,,,,,,,
,,2018 - 2019,29.0,22.0,0.76,,,,,,,,,,,,
,,2019 - 2020,23.0,14.0,0.61,,,,,,,,,,,,
,,2020 - 2021,29.0,23.0,0.79,,,,,,,,,,,,
,,2021 - 2022,12.0,8.0,0.67,,,,,,,,,,,,
,,2022 - 2023,42.0,32.0,0.76,,,,,,,,,,,,
,Sonbhadra,2000 - 2001,,,0.68,,,,,,,,,,,,
,,2001 - 2002,,,0.64,,,,,,,,,,,,
,,2002 - 2003,,,0.68,,,,,,,,,,,,
,,2004 - 2005,,,0.34,,,,,,,,,,,,
,,2005 - 2006,,,0.64,,,,,,,,,,,,
,,2006 - 2007,,,0.61,,,,,,,,,,,,
,,2007 - 2008,,,0.61,,,,,,,,,,,,
,,2008 - 2009,,,0.61,,,,,,,,,,,,
,,2009 - 2010,,,0.53,,,,,,,,,,,,
,,2010 - 2011,,,0.7,,,,,,,,,,,,
,,2011 - 2012,,,0.91,,,,,,,,,,,,
,,2012 - 2013,,,0.95,,,,,,,,,,,,
,,2013 - 2014,,,0.81,,,,,,,,,,,,
,,2014 - 2015,,,0.74,,,,,,,,,,,,
,,2015 - 2016,,,0.64,,,,,,,,,,,,
,,2016 - 2017,,,0.63,,,,,,,,,,,,
,,2017 - 2018,,,0.65,,,,,,,,,,,,
,,2018 - 2019,,,0.75,,,,,,,,,,,,
,,2019 - 2020,,,0.73,,,,,,,,,,,,
,,2020 - 2021,,,0.76,,,,,,,,,,,,
,,2021 - 2022,,,0.65,,,,,,,,,,,,
,,2022 - 2023,,,0.73,,,,,,,,,,,,
,Sultanpur,2000 - 2001,596.0,405.0,0.68,,,,,,,,,,,,
,,2001 - 2002,582.0,382.0,0.66,,,,,,,,,,,,
,,2002 - 2003,184.0,100.0,0.54,,,,,,,,,,,,
,,2004 - 2005,135.0,48.0,0.36,,,,,,,,,,,,
,,2005 - 2006,180.0,118.0,0.66,,,,,,,,,,,,
,,2006 - 2007,117.0,75.0,0.64,,,,,,,,,,,,
,,2007 - 2008,119.0,72.0,0.61,,,,,,,,,,,,
,,2008 - 2009,91.0,56.0,0.62,,,,,,,,,,,,
,,2009 - 2010,42.0,27.0,0.64,,,,,,,,,,,,
,,2010 - 2011,115.0,89.0,0.77,,,,,,,,,,,,
,,2011 - 2012,24.0,22.0,0.92,,,,,,,,,,,,
,,2012 - 2013,18.0,17.0,0.94,,,,,,,,,,,,
,,2013 - 2014,5.0,4.0,0.8,,,,,,,,,,,,
,,2014 - 2015,7.0,5.0,0.71,,,,,,,,,,,,
,,2015 - 2016,5.0,3.0,0.6,,,,,,,,,,,,
,,2016 - 2017,7.0,5.0,0.71,,,,,,,,,,,,
,,2017 - 2018,7.0,5.0,0.71,,,,,,,,,,,,
,,2018 - 2019,7.0,4.0,0.57,,,,,,,,,,,,
,,2019 - 2020,4.0,3.0,0.75,,,,,,,,,,,,
,,2020 - 2021,7.0,5.0,0.71,,,,,,,,,,,,
,,2021 - 2022,8.0,5.0,0.63,,,,,,,,,,,,
,Unnao,2000 - 2001,5.0,5.0,1.0,,,,,,,,,,,,
,,2001 - 2002,4.0,3.0,0.75,,,,,,,,,,,,
,,2002 - 2003,11.0,14.0,1.27,,,,,,,,,,,,
,,2004 - 2005,13.0,5.0,0.38,,,,,,,,,,,,
,,2005 - 2006,8.0,6.0,0.75,,,,,,,,,,,,
,,2006 - 2007,14.0,8.0,0.57,,,,,,,,,,,,
,,2008 - 2009,3.0,2.0,0.67,,,,,,,,,,,,
,,2009 - 2010,2.0,2.0,1.0,,,,,,,,,,,,
,,2010 - 2011,1.0,1.0,1.0,,,,,,,,,,,,
,Varanasi,2001 - 2002,68.0,89.0,1.31,,,,,,,,,,,,
,,2002 - 2003,15.0,9.0,0.6,,,,,,,,,,,,
,,2004 - 2005,9.0,4.0,0.44,,,,,,,,,,,,
Uttarakhand,Almora,2000 - 2001,,,1.11,,,,,,,,,,,,
,,2001 - 2002,,,1.23,,,,,,,,,,,,
,,2002 - 2003,,,0.79,,,,,,,,,,,,
,,2006 - 2007,,,1.23,,,,,,,,,,,,
,,2009 - 2010,,,0.96,,,,,,,,,,,,
,,2011 - 2012,,,1.24,,,,,,,,,,,,
,,2012 - 2013,,,1.21,,,,,,,,,,,,
,,2013 - 2014,,,1.08,,,,,,,,,,,,
,,2014 - 2015,,,1.27,,,,,,,,,,,,
,,2015 - 2016,,,1.1,,,,,,,,,,,,
,,2016 - 2017,,,1.27,,,,,,,,,,,,
,,2017 - 2018,,,1.28,,,,,,,,,,,,
,,2018 - 2019,,,1.06,,,,,,,,,,,,
