state,district,year,ragi_kharif_area_hectare,ragi_kharif_production_tonne,ragi_kharif_yield_tonne_per_hectare,ragi_rabi_area_hectare,ragi_rabi_production_tonne,ragi_rabi_yield_tonne_per_hectare,ragi_autumn_area_hectare,ragi_autumn_production_tonne,ragi_autumn_yield_tonne_per_hectare,ragi_summer_area_hectare,ragi_summer_production_tonne,ragi_summer_yield_tonne_per_hectare,ragi_whole_year_area_hectare,ragi_whole_year_production_tonne,ragi_whole_year_yield_tonne_per_hectare,ragi_winter_area_hectare,ragi_winter_production_tonne,ragi_winter_yield_tonne_per_hectare
,,2016 - 2017,7.0,12.0,1.71,36.0,112.0,3.11,,,,,,,,,,,,
,,2017 - 2018,14.0,48.0,3.43,7.0,31.0,4.43,,,,,,,,,,,,
,,2018 - 2019,15.0,49.0,3.27,5.0,19.0,3.8,,,,,,,,,,,,
,,2019 - 2020,,,,13.0,50.0,3.85,,,,,,,,,,,,
,,2020 - 2021,8.0,26.0,3.25,8.0,32.0,4.0,,,,,,,,,,,,
,,2021 - 2022,12.0,33.0,2.75,3.0,14.0,4.67,,,,,,,,,,,,
,,2022 - 2023,1.0,3.0,3.0,7.0,29.0,4.14,,,,,,,,,,,,
,Thenkasi,2020 - 2021,13.0,42.0,3.23,3.0,10.0,3.33,,,,,,,,,,,,
,,2021 - 2022,2.0,6.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,
,,2022 - 2023,1.0,3.0,3.0,,,,,,,,,,,,,,,
,Thiruvallur,2000 - 2001,,,1.95,,,,,,,,,,,,,,,
,,2001 - 2002,552.0,,2.26,,,,,,,,,,,,,,,
,,2002 - 2003,549.0,,1.99,,,,,,,,,,,,,,,
,,2003 - 2004,473.0,918.0,1.94,,,,,,,,,,,,,,,
,,2004 - 2005,199.0,339.0,1.7,,,,,,,,,,,,,,,
,,2005 - 2006,221.0,379.0,1.71,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,295.0,634.0,2.15,,,
,,2007 - 2008,,,,,,,,,,,,,183.0,427.0,2.33,,,
,,2008 - 2009,,,,,,,,,,,,,200.0,563.0,2.82,,,
,,2009 - 2010,,,,,,,,,,,,,169.0,504.0,2.98,,,
,,2010 - 2011,112.0,325.0,2.9,,,,,,,,,,,,,,,
,,2011 - 2012,52.0,137.0,2.63,135.0,419.0,3.1,,,,,,,,,,,,
,,2012 - 2013,207.0,504.0,2.43,,,,,,,,,,,,,,,
,,2013 - 2014,152.0,416.0,2.74,824.0,,3.97,,,,,,,,,,,,
,,2014 - 2015,177.0,532.0,3.01,,,4.2,,,,,,,,,,,,
,,2015 - 2016,71.0,211.0,2.97,641.0,,3.66,,,,,,,,,,,,
,,2016 - 2017,68.0,112.0,1.65,182.0,609.0,3.35,,,,,,,,,,,,
,,2017 - 2018,52.0,178.0,3.42,268.0,,4.49,,,,,,,,,,,,
,,2018 - 2019,100.0,315.0,3.15,163.0,531.0,3.26,,,,,,,,,,,,
,,2019 - 2020,9.0,25.0,2.78,82.0,329.0,4.01,,,,,,,,,,,,
,,2020 - 2021,61.0,196.0,3.21,169.0,697.0,4.12,,,,,,,,,,,,
,,2021 - 2022,35.0,101.0,2.89,118.0,486.0,4.12,,,,,,,,,,,,
,,2022 - 2023,40.0,106.0,2.65,114.0,474.0,4.16,,,,,,,,,,,,
,Thiruvarur,2001 - 2002,1.0,1.0,1.0,,,,,,,,,,,,,,,
,,2003 - 2004,9.0,21.0,2.33,,,,,,,,,,,,,,,
,,2004 - 2005,4.0,9.0,2.25,,,,,,,,,,,,,,,
,,2005 - 2006,2.0,4.0,2.0,,,,,,,,,,,,,,,
,,2018 - 2019,,,,2.0,7.0,3.5,,,,,,,,,,,,
,,2020 - 2021,,,,1.0,4.0,4.0,,,,,,,,,,,,
,,2022 - 2023,,,,3.0,12.0,4.0,,,,,,,,,,,,
,Thoothukudi,2000 - 2001,200.0,386.0,1.93,,,,,,,,,,,,,,,
,,2001 - 2002,445.0,,2.29,,,,,,,,,,,,,,,
,,2002 - 2003,207.0,399.0,1.93,,,,,,,,,,,,,,,
,,2003 - 2004,214.0,435.0,2.03,,,,,,,,,,,,,,,
,,2004 - 2005,202.0,313.0,1.55,,,,,,,,,,,,,,,
,,2005 - 2006,166.0,256.0,1.54,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,101.0,188.0,1.86,,,
,,2007 - 2008,,,,,,,,,,,,,249.0,474.0,1.9,,,
,,2008 - 2009,,,,,,,,,,,,,247.0,497.0,2.01,,,
,,2009 - 2010,,,,,,,,,,,,,122.0,263.0,2.16,,,
,,2010 - 2011,109.0,39.0,0.36,,,,,,,,,,,,,,,
,,2011 - 2012,,,,14.0,24.0,1.71,,,,,,,,,,,,
,,2012 - 2013,18.0,47.0,2.61,,,,,,,,,,,,,,,
,,2013 - 2014,,,,181.0,718.0,3.97,,,,,,,,,,,,
,,2014 - 2015,,,,34.0,143.0,4.21,,,,,,,,,,,,
,,2015 - 2016,,,,166.0,601.0,3.62,,,,,,,,,,,,
,,2016 - 2017,,,,32.0,100.0,3.13,,,,,,,,,,,,
,,2017 - 2018,,,,25.0,112.0,4.48,,,,,,,,,,,,
,,2018 - 2019,,,,32.0,115.0,3.59,,,,,,,,,,,,
,,2019 - 2020,,,,35.0,143.0,4.09,,,,,,,,,,,,
,,2020 - 2021,,,,12.0,52.0,4.33,,,,,,,,,,,,
,,2021 - 2022,,,,18.0,74.0,4.11,,,,,,,,,,,,
,,2022 - 2023,,,,4.0,18.0,4.5,,,,,,,,,,,,
,Tiruchirappalli,2000 - 2001,122.0,233.0,1.91,,,,,,,,,,,,,,,
,,2001 - 2002,140.0,250.0,1.79,,,,,,,,,,,,,,,
,,2002 - 2003,102.0,130.0,1.27,,,,,,,,,,,,,,,
,,2003 - 2004,186.0,256.0,1.38,,,,,,,,,,,,,,,
,,2004 - 2005,136.0,187.0,1.38,,,,,,,,,,,,,,,
,,2005 - 2006,60.0,77.0,1.28,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,59.0,92.0,1.56,,,
,,2007 - 2008,,,,,,,,,,,,,79.0,147.0,1.86,,,
,,2008 - 2009,,,,,,,,,,,,,24.0,48.0,2.0,,,
,,2009 - 2010,,,,,,,,,,,,,19.0,36.0,1.89,,,
,,2010 - 2011,8.0,17.0,2.13,,,,,,,,,,,,,,,
,,2011 - 2012,4.0,11.0,2.75,1.0,3.0,3.0,,,,,,,,,,,,
,,2012 - 2013,13.0,25.0,1.92,,,,,,,,,,,,,,,
,,2013 - 2014,16.0,44.0,2.75,,,,,,,,,,,,,,,
,,2014 - 2015,10.0,30.0,3.0,2.0,8.0,4.0,,,,,,,,,,,,
,,2015 - 2016,1.0,3.0,3.0,,,,,,,,,,,,,,,
,,2016 - 2017,1.0,2.0,2.0,,,,,,,,,,,,,,,
,,2017 - 2018,4.0,14.0,3.5,1.0,4.0,4.0,,,,,,,,,,,,
,,2018 - 2019,4.0,12.0,3.0,5.0,18.0,3.6,,,,,,,,,,,,
,,2019 - 2020,6.0,16.0,2.67,2.0,8.0,4.0,,,,,,,,,,,,
,,2020 - 2021,6.0,18.0,3.0,1.0,8.0,8.0,,,,,,,,,,,,
,,2021 - 2022,2.0,8.0,4.0,6.0,24.0,4.0,,,,,,,,,,,,
,,2022 - 2023,3.0,8.0,2.67,,,,,,,,,,,,,,,
,Tirunelveli,2000 - 2001,993.0,,2.31,,,,,,,,,,,,,,,
,,2001 - 2002,626.0,,3.05,,,,,,,,,,,,,,,
,,2002 - 2003,432.0,912.0,2.11,,,,,,,,,,,,,,,
,,2003 - 2004,347.0,789.0,2.27,,,,,,,,,,,,,,,
,,2004 - 2005,342.0,734.0,2.15,,,,,,,,,,,,,,,
,,2005 - 2006,256.0,638.0,2.49,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,309.0,,3.44,,,
,,2007 - 2008,,,,,,,,,,,,,247.0,434.0,1.76,,,
,,2008 - 2009,,,,,,,,,,,,,82.0,144.0,1.76,,,
,,2009 - 2010,,,,,,,,,,,,,103.0,435.0,4.22,,,
,,2010 - 2011,58.0,178.0,3.07,,,,,,,,,,,,,,,
,,2011 - 2012,5.0,13.0,2.6,79.0,245.0,3.1,,,,,,,,,,,,
,,2012 - 2013,48.0,121.0,2.52,,,,,,,,,,,,,,,
,,2013 - 2014,7.0,19.0,2.71,4.0,16.0,4.0,,,,,,,,,,,,
,,2014 - 2015,10.0,30.0,3.0,90.0,378.0,4.2,,,,,,,,,,,,
,,2015 - 2016,65.0,194.0,2.98,46.0,167.0,3.63,,,,,,,,,,,,
,,2016 - 2017,8.0,13.0,1.63,2.0,6.0,3.0,,,,,,,,,,,,
,,2017 - 2018,1.0,3.0,3.0,24.0,107.0,4.46,,,,,,,,,,,,
,,2018 - 2019,7.0,24.0,3.43,6.0,20.0,3.33,,,,,,,,,,,,
,,2019 - 2020,10.0,29.0,2.9,12.0,50.0,4.17,,,,,,,,,,,,
,,2020 - 2021,3.0,10.0,3.33,2.0,8.0,4.0,,,,,,,,,,,,
,,2021 - 2022,,,,2.0,9.0,4.5,,,,,,,,,,,,
,,2022 - 2023,1.0,3.0,3.0,,,,,,,,,,,,,,,
,Tirupathur,2020 - 2021,,,1.97,,,3.35,,,,,,,,,,,,
,,2021 - 2022,,,2.18,,,4.54,,,,,,,,,,,,
,,2022 - 2023,,,2.19,,,4.18,,,,,,,,,,,,
,Tiruppur,2008 - 2009,,,,,,,,,,,,,3.0,,0.0,,,
,,2009 - 2010,,,,,,,,,,,,,11.0,35.0,3.18,,,
,,2018 - 2019,1.0,5.0,5.0,,,,,,,,,,,,,,,
,,2021 - 2022,,,,3.0,10.0,3.33,,,,,,,,,,,,
,Tiruvannamalai,2000 - 2001,,,1.47,,,,,,,,,,,,,,,
,,2001 - 2002,,,2.28,,,,,,,,,,,,,,,
,,2002 - 2003,,,1.38,,,,,,,,,,,,,,,
,,2003 - 2004,,,1.54,,,,,,,,,,,,,,,
,,2004 - 2005,,,1.57,,,,,,,,,,,,,,,
,,2005 - 2006,,,0.98,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,,,1.8,,,
,,2007 - 2008,,,,,,,,,,,,,,,1.65,,,
,,2008 - 2009,,,,,,,,,,,,,,,2.47,,,
,,2009 - 2010,,,,,,,,,,,,,,,1.65,,,
,,2010 - 2011,,,2.77,,,,,,,,,,,,,,,
,,2011 - 2012,782.0,,2.64,,,2.54,,,,,,,,,,,,
,,2012 - 2013,,,2.42,,,,,,,,,,,,,,,
,,2013 - 2014,992.0,,2.74,,,2.8,,,,,,,,,,,,
,,2014 - 2015,,,3.0,,,3.44,,,,,,,,,,,,
,,2015 - 2016,517.0,,2.98,,,2.02,,,,,,,,,,,,
,,2016 - 2017,243.0,400.0,1.65,886.0,,2.65,,,,,,,,,,,,
,,2017 - 2018,,,3.42,,,4.02,,,,,,,,,,,,
,,2018 - 2019,429.0,,3.15,,,3.24,,,,,,,,,,,,
,,2019 - 2020,579.0,,2.99,,,3.3,,,,,,,,,,,,
,,2020 - 2021,640.0,,3.25,,,3.44,,,,,,,,,,,,
,,2021 - 2022,637.0,,2.81,,,3.15,,,,,,,,,,,,
,,2022 - 2023,591.0,,2.65,,,3.34,,,,,,,,,,,,
,Vellore,2000 - 2001,,,1.91,,,,,,,,,,,,,,,
,,2001 - 2002,,,2.82,,,,,,,,,,,,,,,
,,2002 - 2003,,,2.8,,,,,,,,,,,,,,,
,,2003 - 2004,,,2.62,,,,,,,,,,,,,,,
,,2004 - 2005,,,2.07,,,,,,,,,,,,,,,
,,2005 - 2006,,,1.81,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,,,2.15,,,
,,2007 - 2008,,,,,,,,,,,,,,,2.41,,,
,,2008 - 2009,,,,,,,,,,,,,,,2.49,,,
,,2009 - 2010,,,,,,,,,,,,,,,2.5,,,
,,2010 - 2011,,,3.16,,,,,,,,,,,,,,,
,,2011 - 2012,,,2.24,,,3.43,,,,,,,,,,,,
,,2012 - 2013,,,2.61,,,,,,,,,,,,,,,
,,2013 - 2014,,,3.44,,,4.75,,,,,,,,,,,,
,,2014 - 2015,,,3.05,,,4.58,,,,,,,,,,,,
,,2015 - 2016,,,2.98,,,3.99,,,,,,,,,,,,
,,2016 - 2017,,,2.0,,,3.67,,,,,,,,,,,,
,,2017 - 2018,,,2.46,,,4.06,,,,,,,,,,,,
,,2018 - 2019,,,1.21,,,4.24,,,,,,,,,,,,
,,2019 - 2020,,,2.24,,,4.17,,,,,,,,,,,,
,,2020 - 2021,,,,,,4.46,,,,,,,,,,,,
,,2021 - 2022,2.0,6.0,3.0,,,4.39,,,,,,,,,,,,
,,2022 - 2023,3.0,7.0,2.33,,,4.63,,,,,,,,,,,,
,Villupuram,2000 - 2001,,,1.58,,,,,,,,,,,,,,,
,,2001 - 2002,,,2.07,,,,,,,,,,,,,,,
,,2002 - 2003,,,1.53,,,,,,,,,,,,,,,
,,2003 - 2004,,,1.61,,,,,,,,,,,,,,,
,,2004 - 2005,,,2.19,,,,,,,,,,,,,,,
,,2005 - 2006,959.0,,1.58,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,,,1.89,,,
,,2007 - 2008,,,,,,,,,,,,,945.0,,2.06,,,
,,2008 - 2009,,,,,,,,,,,,,802.0,,1.69,,,
,,2009 - 2010,,,,,,,,,,,,,638.0,,2.12,,,
,,2010 - 2011,588.0,,2.14,,,,,,,,,,,,,,,
,,2011 - 2012,373.0,983.0,2.64,173.0,313.0,1.81,,,,,,,,,,,,
,,2012 - 2013,451.0,914.0,2.03,,,,,,,,,,,,,,,
,,2013 - 2014,,,2.74,,,3.59,,,,,,,,,,,,
,,2014 - 2015,,,3.0,,,4.4,,,,,,,,,,,,
,,2015 - 2016,346.0,,2.98,,,2.98,,,,,,,,,,,,
,,2016 - 2017,532.0,875.0,1.64,695.0,,1.88,,,,,,,,,,,,
,,2017 - 2018,,,3.43,,,2.72,,,,,,,,,,,,
,,2018 - 2019,,,3.15,,,2.64,,,,,,,,,,,,
,,2019 - 2020,667.0,,2.99,716.0,,2.87,,,,,,,,,,,,
,,2020 - 2021,844.0,,3.25,521.0,,2.48,,,,,,,,,,,,
,,2021 - 2022,492.0,,2.81,263.0,545.0,2.07,,,,,,,,,,,,
,,2022 - 2023,258.0,683.0,2.65,140.0,391.0,2.79,,,,,,,,,,,,
,Virudhunagar,2000 - 2001,936.0,,1.66,,,,,,,,,,,,,,,
,,2001 - 2002,666.0,,2.45,,,,,,,,,,,,,,,
,,2002 - 2003,558.0,,1.88,,,,,,,,,,,,,,,
,,2003 - 2004,500.0,983.0,1.97,,,,,,,,,,,,,,,
,,2004 - 2005,414.0,781.0,1.89,,,,,,,,,,,,,,,
,,2005 - 2006,385.0,677.0,1.76,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,204.0,527.0,2.58,,,
,,2007 - 2008,,,,,,,,,,,,,194.0,309.0,1.59,,,
,,2008 - 2009,,,,,,,,,,,,,200.0,437.0,2.19,,,
,,2009 - 2010,,,,,,,,,,,,,134.0,319.0,2.38,,,
,,2010 - 2011,128.0,358.0,2.8,,,,,,,,,,,,,,,
,,2011 - 2012,26.0,69.0,2.65,27.0,84.0,3.11,,,,,,,,,,,,
,,2012 - 2013,170.0,445.0,2.62,,,,,,,,,,,,,,,
,,2013 - 2014,14.0,38.0,2.71,77.0,305.0,3.96,,,,,,,,,,,,
,,2014 - 2015,8.0,24.0,3.0,140.0,588.0,4.2,,,,,,,,,,,,
,,2015 - 2016,7.0,21.0,3.0,100.0,362.0,3.62,,,,,,,,,,,,
,,2016 - 2017,2.0,3.0,1.5,72.0,225.0,3.13,,,,,,,,,,,,
,,2017 - 2018,7.0,24.0,3.43,47.0,210.0,4.47,,,,,,,,,,,,
,,2018 - 2019,7.0,25.0,3.57,87.0,309.0,3.55,,,,,,,,,,,,
,,2019 - 2020,3.0,9.0,3.0,52.0,208.0,4.0,,,,,,,,,,,,
,,2020 - 2021,21.0,67.0,3.19,57.0,237.0,4.16,,,,,,,,,,,,
,,2021 - 2022,,,,49.0,202.0,4.12,,,,,,,,,,,,
,,2022 - 2023,,,,19.0,80.0,4.21,,,,,,,,,,,,
Telangana,Adilabad,2002 - 2003,158.0,183.0,1.16,13.0,17.0,1.31,,,,,,,,,,,,
,,2014 - 2015,,,,8.0,9.0,1.13,,,,,,,,,,,,
,,2015 - 2016,,,,4.0,2.0,0.5,,,,,,,,,,,,
,Bhadradri,2021 - 2022,4.0,6.0,1.5,6.0,10.0,1.67,,,,,,,,,,,,
,Jangoan,2019 - 2020,3.0,5.0,1.67,,,,,,,,,,,,,,,
,Jayashankar,2019 - 2020,7.0,11.0,1.57,,,,,,,,,,,,,,,
,,2022 - 2023,4.0,6.0,1.5,16.0,15.0,0.94,,,,,,,,,,,,
,Jogulamba,2019 - 2020,2.0,3.0,1.5,,,,,,,,,,,,,,,
,,2021 - 2022,3.0,5.0,1.67,,,,,,,,,,,,,,,
,Kamareddy,2016 - 2017,2.0,2.0,1.0,,,,,,,,,,,,,,,
,,2019 - 2020,1.0,2.0,2.0,,,,,,,,,,,,,,,
,,2020 - 2021,11.0,15.0,1.36,,,,,,,,,,,,,,,
,,2021 - 2022,1.0,2.0,2.0,,,,,,,,,,,,,,,
,Khammam,2000 - 2001,15.0,15.0,1.0,4.0,7.0,1.75,,,,,,,,,,,,
,,2001 - 2002,6.0,8.0,1.33,,,,,,,,,,,,,,,
,,2002 - 2003,17.0,20.0,1.18,,,,,,,,,,,,,,,
,,2003 - 2004,12.0,13.0,1.08,,,,,,,,,,,,,,,
,,2004 - 2005,9.0,17.0,1.89,3.0,5.0,1.67,,,,,,,,,,,,
,,2005 - 2006,10.0,16.0,1.6,,,,,,,,,,,,,,,
,,2006 - 2007,9.0,14.0,1.56,,,,,,,,,,,,,,,
,,2008 - 2009,17.0,25.0,1.47,,,,,,,,,,,,,,,
,,2009 - 2010,15.0,12.0,0.8,,,,,,,,,,,,,,,
,,2019 - 2020,2.0,3.0,1.5,,,,,,,,,,,,,,,
,Komaram bheem asifabad,2018 - 2019,17.0,17.0,1.0,,,,,,,,,,,,,,,
,,2019 - 2020,14.0,22.0,1.57,,,,,,,,,,,,,,,
,,2021 - 2022,,,,4.0,7.0,1.75,,,,,,,,,,,,
,,2022 - 2023,105.0,162.0,1.54,,,,,,,,,,,,,,,
,Mahabubabad,2021 - 2022,5.0,8.0,1.6,,,,,,,,,,,,,,,
,Mahbubnagar,2000 - 2001,,,1.05,,,1.73,,,,,,,,,,,,
,,2001 - 2002,,,1.08,684.0,,1.75,,,,,,,,,,,,
,,2002 - 2003,,,1.09,643.0,829.0,1.29,,,,,,,,,,,,
,,2003 - 2004,,,1.24,501.0,879.0,1.75,,,,,,,,,,,,
,,2004 - 2005,,,1.6,507.0,914.0,1.8,,,,,,,,,,,,
,,2005 - 2006,,,1.48,399.0,725.0,1.82,,,,,,,,,,,,
,,2006 - 2007,,,1.53,421.0,697.0,1.66,,,,,,,,,,,,
,,2007 - 2008,,,1.33,,,,,,,,,,,,,,,
,,2008 - 2009,,,1.62,283.0,484.0,1.71,,,,,,,,,,,,
,,2009 - 2010,,,0.83,339.0,630.0,1.86,,,,,,,,,,,,
,,2010 - 2011,,,1.09,274.0,404.0,1.47,,,,,,,,,,,,
,,2011 - 2012,,,1.04,212.0,375.0,1.77,,,,,,,,,,,,
,,2012 - 2013,,,1.0,,,,,,,,,,,,,,,
,,2013 - 2014,933.0,,1.24,184.0,286.0,1.55,,,,,,,,,,,,
,,2014 - 2015,879.0,639.0,0.73,206.0,150.0,0.73,,,,,,,,,,,,
,,2015 - 2016,587.0,236.0,0.4,118.0,47.0,0.4,,,,,,,,,,,,
,,2016 - 2017,490.0,573.0,1.17,233.0,272.0,1.17,,,,,,,,,,,,
,,2017 - 2018,816.0,887.0,1.09,244.0,265.0,1.09,,,,,,,,,,,,
,,2018 - 2019,593.0,621.0,1.05,84.0,82.0,0.98,,,,,,,,,,,,
,,2019 - 2020,910.0,,1.6,176.0,282.0,1.6,,,,,,,,,,,,
,,2020 - 2021,411.0,552.0,1.34,264.0,354.0,1.34,,,,,,,,,,,,
,,2021 - 2022,100.0,140.0,1.4,723.0,,1.59,,,,,,,,,,,,
,,2022 - 2023,65.0,64.0,0.98,108.0,98.0,0.91,,,,,,,,,,,,
,Medak,2000 - 2001,74.0,76.0,1.03,,,,,,,,,,,,,,,
,,2001 - 2002,36.0,46.0,1.28,,,,,,,,,,,,,,,
,,2002 - 2003,22.0,25.0,1.14,,,,,,,,,,,,,,,
,,2003 - 2004,4.0,4.0,1.0,,,,,,,,,,,,,,,
,,2005 - 2006,7.0,11.0,1.57,,,,,,,,,,,,,,,
,,2006 - 2007,6.0,9.0,1.5,,,,,,,,,,,,,,,
,,2008 - 2009,1.0,1.0,1.0,,,,,,,,,,,,,,,
,,2010 - 2011,2.0,2.0,1.0,,,,,,,,,,,,,,,
,,2011 - 2012,6.0,7.0,1.17,,,,,,,,,,,,,,,
,,2013 - 2014,10.0,14.0,1.4,,,,,,,,,,,,,,,
,,2014 - 2015,5.0,6.0,1.2,,,,,,,,,,,,,,,
,,2015 - 2016,4.0,2.0,0.5,,,,,,,,,,,,,,,
,,2016 - 2017,1.0,1.0,1.0,,,,,,,,,,,,,,,
,,2019 - 2020,25.0,40.0,1.6,3.0,5.0,1.67,,,,,,,,,,,,
,,2020 - 2021,11.0,15.0,1.36,2.0,3.0,1.5,,,,,,,,,,,,
,,2021 - 2022,1.0,2.0,2.0,7.0,12.0,1.71,,,,,,,,,,,,
,Medchal,2019 - 2020,1.0,2.0,2.0,,,,,,,,,,,,,,,
,,2020 - 2021,3.0,4.0,1.33,,,,,,,,,,,,,,,
,Mulugu,2021 - 2022,4.0,6.0,1.5,,,,,,,,,,,,,,,
,Nagarkurnool,2016 - 2017,152.0,178.0,1.17,,,,,,,,,,,,,,,
,,2017 - 2018,207.0,287.0,1.39,2.0,3.0,1.5,,,,,,,,,,,,
,,2018 - 2019,235.0,187.0,0.8,17.0,17.0,1.0,,,,,,,,,,,,
,,2019 - 2020,174.0,256.0,1.47,11.0,16.0,1.45,,,,,,,,,,,,
,,2020 - 2021,105.0,137.0,1.3,22.0,31.0,1.41,,,,,,,,,,,,
,,2021 - 2022,16.0,28.0,1.75,8.0,15.0,1.88,,,,,,,,,,,,
,,2022 - 2023,20.0,32.0,1.6,8.0,7.0,0.88,,,,,,,,,,,,
,Nalgonda,2000 - 2001,,,,8.0,14.0,1.75,,,,,,,,,,,,
,,2001 - 2002,,,,1.0,2.0,2.0,,,,,,,,,,,,
,,2019 - 2020,3.0,5.0,1.67,,,,,,,,,,,,,,,
,,2020 - 2021,,,,2.0,4.0,2.0,,,,,,,,,,,,
,,2021 - 2022,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,
,,2022 - 2023,1.0,2.0,2.0,,,,,,,,,,,,,,,
,Narayanapet,2018 - 2019,17.0,18.0,1.06,2.0,2.0,1.0,,,,,,,,,,,,
,,2019 - 2020,33.0,52.0,1.58,21.0,33.0,1.57,,,,,,,,,,,,
,,2020 - 2021,29.0,38.0,1.31,37.0,51.0,1.38,,,,,,,,,,,,
,,2021 - 2022,13.0,21.0,1.62,140.0,265.0,1.89,,,,,,,,,,,,
,,2022 - 2023,3.0,2.0,0.67,11.0,11.0,1.0,,,,,,,,,,,,
,Nirmal,2016 - 2017,,,,11.0,13.0,1.18,,,,,,,,,,,,
,,2018 - 2019,,,,6.0,6.0,1.0,,,,,,,,,,,,
,,2019 - 2020,3.0,5.0,1.67,,,,,,,,,,,,,,,
,Nizamabad,2000 - 2001,4.0,4.0,1.0,,,,,,,,,,,,,,,
,,2001 - 2002,13.0,17.0,1.31,8.0,14.0,1.75,,,,,,,,,,,,
,,2002 - 2003,10.0,12.0,1.2,2.0,3.0,1.5,,,,,,,,,,,,
,,2003 - 2004,11.0,12.0,1.09,8.0,14.0,1.75,,,,,,,,,,,,
,,2004 - 2005,5.0,10.0,2.0,,,,,,,,,,,,,,,
,,2010 - 2011,1.0,1.0,1.0,,,,,,,,,,,,,,,
,,2014 - 2015,,,,2.0,2.0,1.0,,,,,,,,,,,,
,,2021 - 2022,,,,1.0,2.0,2.0,,,,,,,,,,,,
,Peddapalli,2019 - 2020,3.0,5.0,1.67,,,,,,,,,,,,,,,
,,2022 - 2023,1.0,2.0,2.0,,,,,,,,,,,,,,,
,Rajanna,2019 - 2020,1.0,2.0,2.0,,,,,,,,,,,,,,,
,,2020 - 2021,1.0,2.0,2.0,,,,,,,,,,,,,,,
,,2021 - 2022,,,,2.0,3.0,1.5,,,,,,,,,,,,
,Rangareddi,2000 - 2001,,,0.97,358.0,620.0,1.73,,,,,,,,,,,,
,,2001 - 2002,,,1.68,147.0,257.0,1.75,,,,,,,,,,,,
,,2002 - 2003,,,1.32,216.0,280.0,1.3,,,,,,,,,,,,
,,2003 - 2004,,,0.96,119.0,209.0,1.76,,,,,,,,,,,,
,,2004 - 2005,,,2.41,74.0,133.0,1.8,,,,,,,,,,,,
,,2005 - 2006,,,1.85,69.0,125.0,1.81,,,,,,,,,,,,
,,2006 - 2007,,,1.51,52.0,86.0,1.65,,,,,,,,,,,,
,,2007 - 2008,,,2.5,,,,,,,,,,,,,,,
,,2008 - 2009,,,1.29,65.0,111.0,1.71,,,,,,,,,,,,
,,2009 - 2010,317.0,214.0,0.68,75.0,139.0,1.85,,,,,,,,,,,,
,,2010 - 2011,754.0,,1.49,123.0,181.0,1.47,,,,,,,,,,,,
,,2011 - 2012,647.0,949.0,1.47,112.0,198.0,1.77,,,,,,,,,,,,
,,2012 - 2013,,,1.0,,,,,,,,,,,,,,,
,,2013 - 2014,261.0,559.0,2.14,327.0,508.0,1.55,,,,,,,,,,,,
,,2014 - 2015,312.0,688.0,2.21,115.0,254.0,2.21,,,,,,,,,,,,
,,2015 - 2016,151.0,166.0,1.1,56.0,61.0,1.09,,,,,,,,,,,,
,,2016 - 2017,63.0,68.0,1.08,1.0,1.0,1.0,,,,,,,,,,,,
,,2017 - 2018,15.0,17.0,1.13,,,,,,,,,,,,,,,
,,2018 - 2019,22.0,21.0,0.95,,,,,,,,,,,,,,,
,,2019 - 2020,69.0,109.0,1.58,2.0,3.0,1.5,,,,,,,,,,,,
,,2020 - 2021,114.0,151.0,1.32,5.0,6.0,1.2,,,,,,,,,,,,
,,2021 - 2022,25.0,53.0,2.12,8.0,13.0,1.63,,,,,,,,,,,,
,,2022 - 2023,15.0,14.0,0.93,,,,,,,,,,,,,,,
,Sangareddy,2018 - 2019,,,,1.0,1.0,1.0,,,,,,,,,,,,
,,2020 - 2021,19.0,25.0,1.32,,,,,,,,,,,,,,,
,,2021 - 2022,21.0,34.0,1.62,2.0,3.0,1.5,,,,,,,,,,,,
,,2022 - 2023,6.0,9.0,1.5,,,,,,,,,,,,,,,
,Siddipet,2020 - 2021,3.0,5.0,1.67,,,,,,,,,,,,,,,
,,2021 - 2022,2.0,3.0,1.5,1.0,2.0,2.0,,,,,,,,,,,,
,Suryapet,2021 - 2022,,,,6.0,10.0,1.67,,,,,,,,,,,,
,,2022 - 2023,,,,1.0,1.0,1.0,,,,,,,,,,,,
,Vikarabad,2016 - 2017,28.0,30.0,1.07,51.0,55.0,1.08,,,,,,,,,,,,
,,2017 - 2018,50.0,57.0,1.14,27.0,31.0,1.15,,,,,,,,,,,,
,,2018 - 2019,96.0,94.0,0.98,62.0,61.0,0.98,,,,,,,,,,,,
,,2019 - 2020,146.0,231.0,1.58,41.0,65.0,1.59,,,,,,,,,,,,
