state,district,year,ginger_whole_year_area_hectare,ginger_whole_year_production_tonne,ginger_whole_year_yield_tonne_per_hectare,ginger_rabi_area_hectare,ginger_rabi_production_tonne,ginger_rabi_yield_tonne_per_hectare,ginger_kharif_area_hectare,ginger_kharif_production_tonne,ginger_kharif_yield_tonne_per_hectare,ginger_summer_area_hectare,ginger_summer_production_tonne,ginger_summer_yield_tonne_per_hectare
,,2016 - 2017,2.0,52.0,26.0,,,,,,,,,
,,2017 - 2018,5.0,98.0,19.6,,,,,,,,,
,,2019 - 2020,1.0,20.0,20.0,,,,,,,,,
,,2020 - 2021,1.0,19.0,19.0,,,,,,,,,
,,2021 - 2022,14.0,342.0,24.43,,,,,,,,,
,,2022 - 2023,13.0,311.0,23.92,,,,,,,,,
,The nilgiris,2000 - 2001,,,,,,,26.0,688.0,26.46,,,
,,2002 - 2003,372.0,,16.02,,,,,,,,,
,,2003 - 2004,,,,,,,364.0,,14.18,,,
,,2004 - 2005,,,,,,,562.0,,19.3,,,
,,2005 - 2006,,,,,,,629.0,,19.29,,,
,,2006 - 2007,609.0,,18.64,,,,,,,,,
,,2007 - 2008,588.0,,19.04,,,,,,,,,
,,2008 - 2009,714.0,,20.0,,,,,,,,,
,,2009 - 2010,828.0,,16.05,,,,,,,,,
,,2011 - 2012,407.0,,11.04,,,,,,,,,
,,2013 - 2014,283.0,,6.96,,,,,,,,,
,,2014 - 2015,277.0,,4.23,,,,,,,,,
,,2015 - 2016,323.0,,8.84,,,,,,,,,
,,2016 - 2017,347.0,,21.99,,,,,,,,,
,,2017 - 2018,348.0,,19.54,,,,,,,,,
,,2018 - 2019,339.0,,19.27,,,,,,,,,
,,2019 - 2020,147.0,,15.79,,,,,,,,,
,,2020 - 2021,226.0,,19.18,,,,,,,,,
,,2021 - 2022,207.0,,24.13,,,,,,,,,
,,2022 - 2023,168.0,,23.38,,,,,,,,,
,Theni,2014 - 2015,2.0,8.0,4.0,,,,,,,,,
,,2016 - 2017,3.0,59.0,19.67,,,,,,,,,
,,2017 - 2018,1.0,20.0,20.0,,,,,,,,,
,,2022 - 2023,3.0,72.0,24.0,,,,,,,,,
,Thenkasi,2020 - 2021,1.0,8.0,8.0,,,,,,,,,
,,2021 - 2022,2.0,21.0,10.5,,,,,,,,,
,,2022 - 2023,1.0,24.0,24.0,,,,,,,,,
,Thiruvallur,2021 - 2022,0.3,8.0,26.67,,,,,,,,,
,Tirunelveli,2000 - 2001,,,,,,,35.0,927.0,26.49,,,
,,2002 - 2003,9.0,144.0,16.0,,,,,,,,,
,,2003 - 2004,,,,,,,1.0,14.0,14.0,,,
,,2005 - 2006,,,,,,,1.0,19.0,19.0,,,
,,2006 - 2007,2.0,37.0,18.5,,,,,,,,,
,,2011 - 2012,19.0,210.0,11.05,,,,,,,,,
,,2013 - 2014,7.0,49.0,7.0,,,,,,,,,
,,2014 - 2015,2.0,8.0,4.0,,,,,,,,,
,,2015 - 2016,30.0,265.0,8.83,,,,,,,,,
,,2016 - 2017,1.0,30.0,30.0,,,,,,,,,
,,2019 - 2020,3.0,54.0,18.0,,,,,,,,,
,,2021 - 2022,0.1,3.0,30.0,,,,,,,,,
,Tiruppur,2015 - 2016,3.0,27.0,9.0,,,,,,,,,
,,2022 - 2023,2.0,48.0,24.0,,,,,,,,,
,Tiruvannamalai,2021 - 2022,1.0,25.0,25.0,,,,,,,,,
,Vellore,2007 - 2008,1.0,19.0,19.0,,,,,,,,,
,,2013 - 2014,4.0,28.0,7.0,,,,,,,,,
,,2014 - 2015,5.0,21.0,4.2,,,,,,,,,
,,2015 - 2016,1.0,9.0,9.0,,,,,,,,,
,,2016 - 2017,1.0,18.0,18.0,,,,,,,,,
,,2017 - 2018,1.0,20.0,20.0,,,,,,,,,
,,2018 - 2019,1.0,19.0,19.0,,,,,,,,,
,,2019 - 2020,6.0,100.0,16.67,,,,,,,,,
,,2022 - 2023,3.0,72.0,24.0,,,,,,,,,
,Virudhunagar,2000 - 2001,,,,,,,1.0,26.0,26.0,,,
Telangana,Adilabad,2014 - 2015,,,,,,,1.0,8.0,8.0,,,
,,2016 - 2017,,,,,,,8.0,56.0,7.0,,,
,,2017 - 2018,,,,,,,5.0,35.0,7.0,,,
,,2018 - 2019,,,,,,,2.0,14.0,7.0,,,
,,2019 - 2020,,,,,,,3.0,20.0,6.67,,,
,,2020 - 2021,,,,,,,1.0,9.0,9.0,,,
,,2021 - 2022,,,,1.0,9.0,9.0,1.0,9.0,9.0,,,
,,2022 - 2023,,,,,,,1.0,9.0,9.0,,,
,Bhadradri,2022 - 2023,,,,,,,1.0,9.0,9.0,,,
,Jagitial,2021 - 2022,,,,,,,2.0,19.0,9.5,,,
,Jangoan,2019 - 2020,,,,,,,15.0,99.0,6.6,,,
,,2020 - 2021,,,,1.0,9.0,9.0,13.0,116.0,8.92,,,
,,2021 - 2022,,,,3.0,28.0,9.33,8.0,33.0,4.13,,,
,Kamareddy,2020 - 2021,,,,1.0,9.0,9.0,3.0,27.0,9.0,,,
,,2021 - 2022,,,,,,,5.0,47.0,9.4,,,
,,2022 - 2023,,,,,,,2.0,18.0,9.0,,,
,Karimnagar,2000 - 2001,76.0,297.0,3.91,,,,,,,,,
,,2001 - 2002,2.0,5.0,2.5,,,,,,,,,
,,2008 - 2009,14.0,99.0,7.07,,,,,,,,,
,,2009 - 2010,14.0,126.0,9.0,,,,,,,,,
,,2010 - 2011,24.0,224.0,9.33,,,,,,,,,
,,2011 - 2012,2.0,18.0,9.0,,,,,,,,,
,,2013 - 2014,,,,4.0,26.0,6.5,4.0,26.0,6.5,,,
,,2015 - 2016,,,,4.0,26.0,6.5,,,,,,
,,2020 - 2021,,,,,,,4.0,36.0,9.0,,,
,,2021 - 2022,,,,,,,1.0,9.0,9.0,,,
,Khammam,2016 - 2017,,,,2.0,14.0,7.0,,,,,,
,,2017 - 2018,,,,,,,2.0,,0.0,,,
,,2020 - 2021,,,,1.0,9.0,9.0,9.0,80.0,8.89,,,
,,2021 - 2022,,,,,,,4.0,38.0,9.5,,,
,,2022 - 2023,,,,,,,1.0,9.0,9.0,,,
,Mahabubabad,2020 - 2021,,,,,,,2.0,18.0,9.0,,,
,,2021 - 2022,,,,,,,1.0,9.0,9.0,,,
,Mahbubnagar,2014 - 2015,,,,,,,1.0,8.0,8.0,,,
,Medak,2000 - 2001,767.0,,3.91,,,,,,,,,
,,2001 - 2002,,,2.28,,,,,,,,,
,,2002 - 2003,593.0,970.0,1.64,,,,,,,,,
,,2003 - 2004,756.0,,3.19,,,,,,,,,
,,2004 - 2005,768.0,,9.42,,,,,,,,,
,,2005 - 2006,,,11.86,,,,,,,,,
,,2006 - 2007,,,5.24,,,,,,,,,
,,2008 - 2009,,,7.07,,,,,,,,,
,,2009 - 2010,,,8.97,,,,,,,,,
,,2010 - 2011,,,11.88,,,,,,,,,
,,2011 - 2012,,,12.04,,,,,,,,,
,,2013 - 2014,,,,,,,,,7.21,,,
,,2014 - 2015,,,,,,,,,7.57,,,
,,2015 - 2016,,,,,,,,,6.52,,,
,,2016 - 2017,,,,,,,20.0,140.0,7.0,,,
,,2020 - 2021,,,,1.0,9.0,9.0,3.0,27.0,9.0,,,
,,2021 - 2022,,,,,,,2.0,19.0,9.5,,,
,Medchal,2021 - 2022,,,,5.0,47.0,9.4,,,,,,
,Mulugu,2021 - 2022,,,,,,,1.0,9.0,9.0,,,
,Nalgonda,2015 - 2016,,,,2.0,13.0,6.5,7.0,46.0,6.57,,,
,,2016 - 2017,,,,,,,5.0,35.0,7.0,,,
,Nirmal,2020 - 2021,,,,,,,5.0,45.0,9.0,,,
,,2021 - 2022,,,,1.0,9.0,9.0,1.0,9.0,9.0,,,
,,2022 - 2023,,,,,,,1.0,9.0,9.0,,,
,Nizamabad,2000 - 2001,42.0,164.0,3.9,,,,,,,,,
,,2001 - 2002,54.0,123.0,2.28,,,,,,,,,
,,2002 - 2003,46.0,75.0,1.63,,,,,,,,,
,,2003 - 2004,38.0,121.0,3.18,,,,,,,,,
,,2004 - 2005,38.0,358.0,9.42,,,,,,,,,
,,2005 - 2006,18.0,213.0,11.83,,,,,,,,,
,,2006 - 2007,24.0,126.0,5.25,,,,,,,,,
,,2008 - 2009,18.0,127.0,7.06,,,,,,,,,
,,2009 - 2010,21.0,189.0,9.0,,,,,,,,,
,,2010 - 2011,2.0,19.0,9.5,,,,,,,,,
,,2011 - 2012,4.0,36.0,9.0,,,,,,,,,
,,2015 - 2016,,,,,,,4.0,26.0,6.5,,,
,,2021 - 2022,,,,,,,1.0,9.0,9.0,,,
,Peddapalli,2020 - 2021,,,,,,,4.0,36.0,9.0,,,
,,2021 - 2022,,,,,,,3.0,28.0,9.33,,,
,Rajanna,2020 - 2021,,,,,,,1.0,9.0,9.0,,,
,,2021 - 2022,,,,,,,1.0,9.0,9.0,,,
,Rangareddi,2000 - 2001,70.0,273.0,3.9,,,,,,,,,
,,2001 - 2002,62.0,141.0,2.27,,,,,,,,,
,,2002 - 2003,50.0,82.0,1.64,,,,,,,,,
,,2003 - 2004,49.0,156.0,3.18,,,,,,,,,
,,2004 - 2005,59.0,556.0,9.42,,,,,,,,,
,,2005 - 2006,68.0,806.0,11.85,,,,,,,,,
,,2006 - 2007,73.0,382.0,5.23,,,,,,,,,
,,2008 - 2009,105.0,743.0,7.08,,,,,,,,,
,,2009 - 2010,53.0,488.0,9.21,,,,,,,,,
,,2010 - 2011,135.0,,9.33,,,,,,,,,
,,2011 - 2012,212.0,,9.24,,,,,,,,,
,,2013 - 2014,,,,,,,50.0,331.0,6.62,,,
,,2014 - 2015,,,,,,,20.0,151.0,7.55,,,
,,2015 - 2016,,,,,,,4.0,10.0,2.5,,,
,,2020 - 2021,,,,2.0,18.0,9.0,15.0,134.0,8.93,,,
,,2021 - 2022,,,,,,,5.0,99.0,19.8,,,
,Sangareddy,2016 - 2017,,,,,,,,,6.99,,,
,,2017 - 2018,,,,,,,,,7.06,,,
,,2018 - 2019,,,,,,,,,6.91,,,
,,2019 - 2020,,,,,,,,,6.6,,,
,,2020 - 2021,,,,,,,,,9.47,,,
,,2021 - 2022,,,,108.0,,9.44,,,9.44,,,
,,2022 - 2023,,,,21.0,187.0,8.9,757.0,,8.9,,,
,Siddipet,2016 - 2017,,,,37.0,258.0,6.97,10.0,70.0,7.0,,,
,,2017 - 2018,,,,,,,24.0,170.0,7.08,,,
,,2018 - 2019,,,,6.0,41.0,6.83,7.0,48.0,6.86,,,
,,2020 - 2021,,,,2.0,18.0,9.0,2.0,18.0,9.0,,,
,,2021 - 2022,,,,3.0,28.0,9.33,7.0,66.0,9.43,,,
,,2022 - 2023,,,,,,,2.0,18.0,9.0,,,
,Suryapet,2020 - 2021,,,,,,,1.0,9.0,9.0,,,
,,2021 - 2022,,,,,,,1.0,9.0,9.0,,,
,Vikarabad,2018 - 2019,,,,,,,2.0,14.0,7.0,,,
,,2019 - 2020,,,,,,,71.0,469.0,6.61,,,
,,2020 - 2021,,,,4.0,14.0,3.5,232.0,811.0,3.5,,,
,,2021 - 2022,,,,8.0,78.0,9.75,106.0,,9.7,,,
,,2022 - 2023,,,,2.0,19.0,9.5,55.0,523.0,9.51,,,
,Warangal,2000 - 2001,90.0,352.0,3.91,,,,,,,,,
,,2001 - 2002,30.0,68.0,2.27,,,,,,,,,
,,2002 - 2003,10.0,16.0,1.6,,,,,,,,,
,,2003 - 2004,1.0,3.0,3.0,,,,,,,,,
,,2017 - 2018,,,,,,,3.0,21.0,7.0,,,
,,2018 - 2019,,,,2.0,14.0,7.0,3.0,21.0,7.0,,,
,,2019 - 2020,,,,,,,1.0,7.0,7.0,,,
,,2020 - 2021,,,,,,,10.0,89.0,8.9,,,
,,2021 - 2022,,,,,,,1.0,9.0,9.0,,,
,Warangal urban,2021 - 2022,,,,,,,1.0,9.0,9.0,,,
,Yadadri,2020 - 2021,,,,,,,4.0,36.0,9.0,,,
,,2021 - 2022,,,,,,,1.0,9.0,9.0,,,
,,2022 - 2023,,,,,,,1.0,9.0,9.0,,,
Uttar Pradesh,Agra,2006 - 2007,,,,,,,1.0,3.0,3.0,,,
,Aligarh,2006 - 2007,,,,,,,1.0,3.0,3.0,,,
,,2007 - 2008,,,,,,,1.0,2.0,2.0,,,
,Ambedkar nagar,2007 - 2008,,,,,,,5.0,11.0,2.2,,,
,,2010 - 2011,,,,,,,1.0,3.0,3.0,,,
,Amroha,2006 - 2007,,,,,,,1.0,3.0,3.0,,,
,Azamgarh,2006 - 2007,,,,,,,8.0,25.0,3.13,,,
,,2010 - 2011,,,,,,,2.0,5.0,2.5,,,
,,2011 - 2012,,,,,,,2.0,6.0,3.0,,,
,Baghpat,2007 - 2008,,,,,,,6.0,14.0,2.33,,,
,,2009 - 2010,,,,,,,1.0,3.0,3.0,,,
,,2010 - 2011,,,,,,,1.0,3.0,3.0,,,
,Bahraich,2006 - 2007,,,,,,,176.0,541.0,3.07,,,
,,2007 - 2008,,,,,,,139.0,315.0,2.27,,,
,,2009 - 2010,,,,,,,82.0,246.0,3.0,,,
,,2010 - 2011,,,,,,,48.0,137.0,2.85,,,
,,2011 - 2012,,,,,,,51.0,145.0,2.84,,,
,,2012 - 2013,,,,,,,56.0,274.0,4.89,,,
,,2013 - 2014,,,,,,,69.0,354.0,5.13,,,
,,2014 - 2015,,,,,,,64.0,295.0,4.61,,,
,,2015 - 2016,,,,,,,161.0,72.0,0.45,,,
,,2016 - 2017,,,,,,,80.0,328.0,4.1,,,
,,2017 - 2018,,,,,,,86.0,409.0,4.76,,,
,,2018 - 2019,,,,,,,92.0,437.0,4.75,,,
,,2019 - 2020,,,,,,,97.0,509.0,5.25,,,
,,2020 - 2021,,,,,,,56.0,264.0,4.71,,,
,,2021 - 2022,,,,,,,82.0,368.0,4.49,,,
,,2022 - 2023,,,,,,,83.0,378.0,4.55,,,
,Ballia,2006 - 2007,,,,,,,1.0,3.0,3.0,,,
,Bareilly,2006 - 2007,,,,,,,1.0,3.0,3.0,,,
,Budaun,2007 - 2008,,,,,,,1.0,2.0,2.0,,,
,Deoria,2006 - 2007,,,,,,,6.0,19.0,3.17,,,
,,2010 - 2011,,,,,,,1.0,3.0,3.0,,,
,,2011 - 2012,,,,,,,2.0,6.0,3.0,,,
,Fatehpur,2009 - 2010,,,,,,,1.0,3.0,3.0,,,
,Firozabad,2009 - 2010,,,,,,,4.0,12.0,3.0,,,
,Ghazipur,2007 - 2008,,,,,,,3.0,7.0,2.33,,,
,,2010 - 2011,,,,,,,1.0,3.0,3.0,,,
,,2011 - 2012,,,,,,,1.0,3.0,3.0,,,
,Gonda,2006 - 2007,,,,,,,4.0,13.0,3.25,,,
,,2009 - 2010,,,,,,,7.0,21.0,3.0,,,
,,2010 - 2011,,,,,,,1.0,3.0,3.0,,,
,,2011 - 2012,,,,,,,1.0,3.0,3.0,,,
,Gorakhpur,2006 - 2007,,,,,,,5.0,15.0,3.0,,,
,,2010 - 2011,,,,,,,1.0,3.0,3.0,,,
,,2011 - 2012,,,,,,,1.0,3.0,3.0,,,
,Hardoi,2006 - 2007,,,,,,,2.0,6.0,3.0,,,
,,2010 - 2011,,,,,,,1.0,3.0,3.0,,,
,Jhansi,2006 - 2007,,,,,,,117.0,360.0,3.08,,,
,,2007 - 2008,,,,,,,165.0,373.0,2.26,,,
,,2009 - 2010,,,,,,,89.0,267.0,3.0,,,
,,2010 - 2011,,,,,,,89.0,253.0,2.84,,,
,,2011 - 2012,,,,,,,79.0,225.0,2.85,,,
,,2012 - 2013,,,,,,,52.0,255.0,4.9,,,
,,2013 - 2014,,,,,,,63.0,323.0,5.13,,,
,,2014 - 2015,,,,,,,35.0,161.0,4.6,,,
,,2015 - 2016,,,,,,,52.0,23.0,0.44,,,
,,2016 - 2017,,,,,,,78.0,320.0,4.1,,,
,,2017 - 2018,,,,,,,56.0,266.0,4.75,,,
,,2018 - 2019,,,,,,,57.0,271.0,4.75,,,
,,2019 - 2020,,,,,,,56.0,294.0,5.25,,,
,,2020 - 2021,,,,,,,101.0,476.0,4.71,,,
,,2021 - 2022,,,,,,,101.0,453.0,4.49,,,
,,2022 - 2023,,,,,,,101.0,460.0,4.55,,,
,Kanpur nagar,2012 - 2013,,,,,,,32.0,157.0,4.91,,,
,,2015 - 2016,,,,,,,3.0,1.0,0.33,,,
,,2016 - 2017,,,,,,,3.0,12.0,4.0,,,
,,2018 - 2019,,,,,,,2.0,10.0,5.0,,,
,,2019 - 2020,,,,,,,2.0,11.0,5.5,,,
,,2020 - 2021,,,,,,,2.0,9.0,4.5,,,
,,2021 - 2022,,,,,,,2.0,9.0,4.5,,,
,,2022 - 2023,,,,,,,2.0,9.0,4.5,,,
,Kheri,2006 - 2007,,,,,,,8.0,25.0,3.13,,,
,,2007 - 2008,,,,,,,8.0,19.0,2.38,,,
,,2009 - 2010,,,,,,,4.0,12.0,3.0,,,
,,2010 - 2011,,,,,,,9.0,25.0,2.78,,,
,,2011 - 2012,,,,,,,15.0,42.0,2.8,,,
,,2012 - 2013,,,,,,,25.0,122.0,4.88,,,
,,2013 - 2014,,,,,,,12.0,62.0,5.17,,,
,,2014 - 2015,,,,,,,14.0,65.0,4.64,,,
,,2015 - 2016,,,,,,,15.0,7.0,0.47,,,
,,2016 - 2017,,,,,,,16.0,66.0,4.13,,,
,,2017 - 2018,,,,,,,16.0,76.0,4.75,,,
,,2018 - 2019,,,,,,,15.0,71.0,4.73,,,
,,2019 - 2020,,,,,,,13.0,68.0,5.23,,,
,,2020 - 2021,,,,,,,26.0,123.0,4.73,,,
,,2021 - 2022,,,,,,,17.0,76.0,4.47,,,
,,2022 - 2023,,,,,,,18.0,82.0,4.56,,,
,Kushi nagar,2007 - 2008,,,,,,,4.0,9.0,2.25,,,
,,2010 - 2011,,,,,,,2.0,5.0,2.5,,,
,,2011 - 2012,,,,,,,2.0,5.0,2.5,,,
,,2012 - 2013,,,,,,,6.0,29.0,4.83,,,
,,2013 - 2014,,,,,,,2.0,10.0,5.0,,,
,,2014 - 2015,,,,,,,3.0,14.0,4.67,,,
,,2015 - 2016,,,,,,,3.0,1.0,0.33,,,
,,2018 - 2019,,,,,,,2.0,9.0,4.5,,,
,,2019 - 2020,,,,,,,2.0,10.0,5.0,,,
,,2020 - 2021,,,,,,,1.0,5.0,5.0,,,
,,2021 - 2022,,,,,,,2.0,9.0,4.5,,,
,,2022 - 2023,,,,,,,1.0,5.0,5.0,,,
,Lalitpur,2006 - 2007,,,,,,,539.0,,3.07,,,
,,2007 - 2008,,,,,,,560.0,,2.26,,,
,,2009 - 2010,,,,,,,593.0,,3.0,,,
,,2010 - 2011,,,,,,,729.0,,2.84,,,
,,2011 - 2012,,,,,,,688.0,,2.84,,,
,,2012 - 2013,,,,,,,642.0,,4.89,,,
,,2013 - 2014,,,,,,,663.0,,5.13,,,
,,2014 - 2015,,,,,,,826.0,,4.61,,,
,,2015 - 2016,,,,,,,721.0,321.0,0.45,,,
,,2016 - 2017,,,,,,,731.0,,4.1,,,
,,2017 - 2018,,,,,,,717.0,,4.75,,,
,,2018 - 2019,,,,,,,732.0,,4.75,,,
,,2019 - 2020,,,,,,,707.0,,5.25,,,
,,2020 - 2021,,,,,,,722.0,,4.71,,,
,,2021 - 2022,,,,,,,722.0,,4.49,,,
,,2022 - 2023,,,,,,,720.0,,4.56,,,
,Maharajganj,2006 - 2007,,,,,,,2.0,6.0,3.0,,,
,,2007 - 2008,,,,,,,1.0,2.0,2.0,,,
,,2010 - 2011,,,,,,,1.0,3.0,3.0,,,
,,2011 - 2012,,,,,,,1.0,3.0,3.0,,,
,Mau,2006 - 2007,,,,,,,3.0,9.0,3.0,,,
,,2010 - 2011,,,,,,,1.0,3.0,3.0,,,
,Mirzapur,2006 - 2007,,,,,,,1.0,3.0,3.0,,,
,Pilibhit,2007 - 2008,,,,,,,4.0,9.0,2.25,,,
,,2010 - 2011,,,,,,,1.0,3.0,3.0,,,
,Rae bareli,2009 - 2010,,,,,,,5.0,15.0,3.0,,,
,Saharanpur,2006 - 2007,,,,,,,9.0,28.0,3.11,,,
,,2010 - 2011,,,,,,,2.0,5.0,2.5,,,
,,2011 - 2012,,,,,,,2.0,6.0,3.0,,,
,,2012 - 2013,,,,,,,4.0,20.0,5.0,,,
,,2013 - 2014,,,,,,,4.0,20.0,5.0,,,
,,2016 - 2017,,,,,,,2.0,8.0,4.0,,,
,,2017 - 2018,,,,,,,2.0,10.0,5.0,,,
,,2018 - 2019,,,,,,,2.0,10.0,5.0,,,
,,2019 - 2020,,,,,,,1.0,5.0,5.0,,,
,,2020 - 2021,,,,,,,1.0,5.0,5.0,,,
,,2021 - 2022,,,,,,,2.0,9.0,4.5,,,
,,2022 - 2023,,,,,,,4.0,18.0,4.5,,,
,Sant kabeer nagar,2007 - 2008,,,,,,,1.0,2.0,2.0,,,
,Sant ravidas nagar,2010 - 2011,,,,,,,2.0,5.0,2.5,,,
,,2011 - 2012,,,,,,,2.0,6.0,3.0,,,
,,2012 - 2013,,,,,,,5.0,24.0,4.8,,,
,,2014 - 2015,,,,,,,2.0,9.0,4.5,,,
,Sitapur,2006 - 2007,,,,,,,1.0,3.0,3.0,,,
,,2007 - 2008,,,,,,,1.0,2.0,2.0,,,
,Sonbhadra,2007 - 2008,,,,,,,1.0,,0.0,,,
,,2016 - 2017,,,,,,,6.0,25.0,4.17,,,
,,2018 - 2019,,,,,,,2.0,9.0,4.5,,,
,,2019 - 2020,,,,,,,2.0,11.0,5.5,,,
,,2020 - 2021,,,,,,,2.0,9.0,4.5,,,
,,2021 - 2022,,,,,,,5.0,23.0,4.6,,,
,,2022 - 2023,,,,,,,5.0,23.0,4.6,,,
,Unnao,2006 - 2007,,,,,,,1.0,3.0,3.0,,,
Uttarakhand,Almora,2000 - 2001,121.0,,9.17,,,,,,,,,
,,2001 - 2002,195.0,,9.0,,,,,,,,,
,,2002 - 2003,112.0,952.0,8.5,,,,,,,,,
,,2003 - 2004,135.0,,9.0,,,,,,,,,
,,2004 - 2005,69.0,656.0,9.51,,,,,,,,,
,,2005 - 2006,170.0,,9.0,,,,,,,,,
,,2006 - 2007,118.0,,8.5,,,,,,,,,
,,2007 - 2008,146.0,,8.0,,,,,,,,,
,,2008 - 2009,89.0,846.0,9.51,,,,,,,,,
,,2009 - 2010,538.0,,9.5,,,,,,,,,
,,2010 - 2011,202.0,,8.0,,,,,,,,,
,,2011 - 2012,184.0,,8.2,,,,,,,,,
,,2012 - 2013,215.0,,8.1,,,,,,,,,
,,2013 - 2014,293.0,,8.13,,,,,,,,,
,,2014 - 2015,143.0,,9.07,,,,150.0,,9.07,,,
,,2015 - 2016,96.0,557.0,5.8,,,,,,,,,
,,2016 - 2017,201.0,975.0,4.85,,,,,,,,,
,,2017 - 2018,330.0,,3.53,,,,,,,,,
,,2018 - 2019,495.0,,5.9,,,,,,,,,
,,2019 - 2020,332.0,,6.7,,,,,,,,,
,,2020 - 2021,365.0,,9.25,,,,,,,,,
,,2021 - 2022,358.0,,8.1,,,,,,,,,
,,2022 - 2023,428.0,,6.61,,,,,,,,,
,Bageshwar,2000 - 2001,5.0,55.0,11.0,,,,,,,,,
,,2001 - 2002,15.0,165.0,11.0,,,,,,,,,
,,2002 - 2003,10.0,112.0,11.2,,,,,,,,,
,,2003 - 2004,10.0,110.0,11.0,,,,,,,,,
,,2004 - 2005,8.0,88.0,11.0,,,,,,,,,
,,2005 - 2006,7.0,77.0,11.0,,,,,,,,,
,,2006 - 2007,6.0,66.0,11.0,,,,,,,,,
,,2007 - 2008,11.0,129.0,11.73,,,,,,,,,
,,2008 - 2009,9.0,72.0,8.0,,,,,,,,,
,,2009 - 2010,21.0,60.0,2.86,,,,,,,,,
,,2010 - 2011,5.0,43.0,8.6,,,,,,,,,
,,2011 - 2012,5.0,43.0,8.6,,,,,,,,,
,,2012 - 2013,8.0,69.0,8.63,,,,,,,,,
,,2013 - 2014,10.0,86.0,8.6,,,,,,,,,
,,2014 - 2015,12.0,103.0,8.58,,,,18.0,155.0,8.61,,,
,,2015 - 2016,16.0,136.0,8.5,,,,,,,,,
,,2016 - 2017,40.0,194.0,4.85,,,,,,,,,
,,2017 - 2018,19.0,92.0,4.84,,,,,,,,,
,,2018 - 2019,19.0,94.0,4.95,,,,,,,,,
,,2019 - 2020,48.0,322.0,6.71,,,,,,,,,
,,2020 - 2021,103.0,952.0,9.24,,,,,,,,,
,,2021 - 2022,36.0,292.0,8.11,,,,,,,,,
,,2022 - 2023,69.0,456.0,6.61,,,,,,,,,
,Chamoli,2000 - 2001,7.0,36.0,5.14,,,,,,,,,
,,2002 - 2003,3.0,22.0,7.33,,,,,,,,,
,,2004 - 2005,6.0,48.0,8.0,,,,,,,,,
,,2005 - 2006,1.0,8.0,8.0,,,,,,,,,
,,2006 - 2007,5.0,38.0,7.6,,,,,,,,,
,,2007 - 2008,2.0,14.0,7.0,,,,,,,,,
,,2008 - 2009,1.0,8.0,8.0,,,,,,,,,
,,2009 - 2010,4.0,32.0,8.0,,,,,,,,,
,,2010 - 2011,3.0,23.0,7.67,,,,,,,,,
,,2011 - 2012,5.0,38.0,7.6,,,,,,,,,
,,2012 - 2013,17.0,164.0,9.65,,,,,,,,,
,,2013 - 2014,3.0,42.0,14.0,,,,,,,,,
,,2014 - 2015,5.0,70.0,14.0,,,,1.0,14.0,14.0,,,
,,2015 - 2016,7.0,99.0,14.14,,,,,,,,,
,,2016 - 2017,1.0,10.0,10.0,,,,,,,,,
,,2018 - 2019,3.0,31.0,10.33,,,,,,,,,
,,2019 - 2020,4.0,34.0,8.5,,,,,,,,,
,,2020 - 2021,4.0,34.0,8.5,,,,,,,,,
,,2021 - 2022,2.0,26.0,13.0,,,,,,,,,
,Champawat,2000 - 2001,260.0,,11.0,,,,,,,,,
,,2001 - 2002,165.0,,11.0,,,,,,,,,
,,2002 - 2003,230.0,,11.0,,,,,,,,,
,,2003 - 2004,180.0,,7.5,,,,,,,,,
,,2004 - 2005,283.0,,8.0,,,,,,,,,
,,2005 - 2006,566.0,,7.5,,,,,,,,,
,,2006 - 2007,345.0,,8.5,,,,,,,,,
,,2007 - 2008,307.0,,8.0,,,,,,,,,
,,2008 - 2009,604.0,,16.07,,,,,,,,,
,,2009 - 2010,404.0,,7.05,,,,,,,,,
,,2010 - 2011,479.0,,7.94,,,,,,,,,
,,2011 - 2012,496.0,,9.03,,,,,,,,,
,,2012 - 2013,648.0,,5.26,,,,,,,,,
,,2013 - 2014,432.0,,7.13,,,,,,,,,
,,2014 - 2015,465.0,,9.91,,,,694.0,,9.91,,,
,,2015 - 2016,408.0,,8.1,,,,,,,,,
,,2016 - 2017,415.0,,9.4,,,,,,,,,
,,2017 - 2018,335.0,,10.77,,,,,,,,,
,,2018 - 2019,404.0,,12.58,,,,,,,,,
,,2019 - 2020,496.0,,15.2,,,,,,,,,
,,2020 - 2021,417.0,,14.4,,,,,,,,,
,,2021 - 2022,369.0,,13.03,,,,,,,,,
,,2022 - 2023,432.0,,15.25,,,,,,,,,
,Dehradun,2000 - 2001,753.0,,9.38,,,,,,,,,
,,2001 - 2002,679.0,,9.36,,,,,,,,,
,,2002 - 2003,646.0,,9.8,,,,,,,,,
,,2003 - 2004,,,8.22,,,,,,,,,
,,2004 - 2005,883.0,,8.26,,,,,,,,,
,,2005 - 2006,823.0,,9.04,,,,,,,,,
,,2006 - 2007,531.0,,9.83,,,,,,,,,
,,2007 - 2008,646.0,,10.91,,,,,,,,,
,,2008 - 2009,643.0,,13.97,,,,,,,,,
,,2009 - 2010,630.0,,9.82,,,,,,,,,
,,2010 - 2011,567.0,,10.65,,,,,,,,,
,,2011 - 2012,569.0,,14.92,,,,,,,,,
,,2012 - 2013,658.0,,15.86,,,,,,,,,
