state,district,year,coriander_whole_year_area_hectare,coriander_whole_year_production_tonne,coriander_whole_year_yield_tonne_per_hectare,coriander_kharif_area_hectare,coriander_kharif_production_tonne,coriander_kharif_yield_tonne_per_hectare,coriander_rabi_area_hectare,coriander_rabi_production_tonne,coriander_rabi_yield_tonne_per_hectare
,,2016 - 2017,,,,,,,132.0,69.0,0.52
,,2017 - 2018,,,,,,,128.0,67.0,0.52
,,2018 - 2019,,,,,,,123.0,97.0,0.79
,,2019 - 2020,,,,,,,145.0,105.0,0.72
,,2020 - 2021,,,,,,,139.0,109.0,0.78
,,2021 - 2022,,,,,,,133.0,100.0,0.75
,,2022 - 2023,,,,,,,134.0,103.0,0.77
,Bulandshahr,2005 - 2006,4.0,2.0,0.5,,,,,,
,,2006 - 2007,5.0,3.0,0.6,,,,,,
,,2007 - 2008,,,,,,,4.0,2.0,0.5
,,2008 - 2009,,,,,,,7.0,4.0,0.57
,,2009 - 2010,,,,,,,8.0,5.0,0.63
,,2011 - 2012,,,,,,,1.0,1.0,1.0
,,2013 - 2014,,,,,,,5.0,3.0,0.6
,,2014 - 2015,,,,,,,11.0,5.0,0.45
,,2015 - 2016,,,,,,,8.0,3.0,0.38
,,2016 - 2017,,,,,,,5.0,3.0,0.6
,,2017 - 2018,,,,,,,5.0,3.0,0.6
,,2018 - 2019,,,,,,,6.0,5.0,0.83
,,2019 - 2020,,,,,,,7.0,5.0,0.71
,,2020 - 2021,,,,,,,5.0,4.0,0.8
,,2021 - 2022,,,,,,,6.0,5.0,0.83
,,2022 - 2023,,,,,,,6.0,5.0,0.83
,Chandauli,2005 - 2006,4.0,2.0,0.5,,,,,,
,,2006 - 2007,22.0,11.0,0.5,,,,,,
,,2007 - 2008,,,,,,,3.0,2.0,0.67
,,2008 - 2009,,,,,,,4.0,2.0,0.5
,,2009 - 2010,,,,,,,4.0,2.0,0.5
,Chitrakoot,2005 - 2006,9.0,5.0,0.56,,,,,,
,,2006 - 2007,5.0,2.0,0.4,,,,,,
,,2007 - 2008,,,,,,,7.0,4.0,0.57
,,2008 - 2009,,,,,,,4.0,2.0,0.5
,,2009 - 2010,,,,,,,7.0,4.0,0.57
,,2011 - 2012,,,,,,,10.0,6.0,0.6
,,2012 - 2013,,,,,,,2.0,1.0,0.5
,,2013 - 2014,,,,,,,2.0,1.0,0.5
,,2014 - 2015,,,,,,,11.0,5.0,0.45
,,2015 - 2016,,,,,,,6.0,2.0,0.33
,,2016 - 2017,,,,,,,6.0,3.0,0.5
,,2017 - 2018,,,,,,,5.0,3.0,0.6
,,2018 - 2019,,,,,,,6.0,5.0,0.83
,,2019 - 2020,,,,,,,4.0,3.0,0.75
,,2020 - 2021,,,,,,,5.0,4.0,0.8
,,2021 - 2022,,,,,,,3.0,2.0,0.67
,,2022 - 2023,,,,,,,5.0,4.0,0.8
,Deoria,2005 - 2006,2.0,1.0,0.5,,,,,,
,,2006 - 2007,2.0,1.0,0.5,,,,,,
,,2007 - 2008,,,,,,,2.0,1.0,0.5
,,2008 - 2009,,,,,,,1.0,1.0,1.0
,,2009 - 2010,,,,,,,1.0,1.0,1.0
,,2011 - 2012,,,,,,,1.0,1.0,1.0
,,2013 - 2014,,,,,,,2.0,1.0,0.5
,,2016 - 2017,,,,,,,3.0,2.0,0.67
,,2017 - 2018,,,,,,,1.0,1.0,1.0
,,2019 - 2020,,,,,,,2.0,2.0,1.0
,,2020 - 2021,,,,,,,2.0,2.0,1.0
,,2021 - 2022,,,,,,,2.0,2.0,1.0
,,2022 - 2023,,,,,,,1.0,1.0,1.0
,Etah,2005 - 2006,19.0,11.0,0.58,,,,,,
,,2006 - 2007,18.0,10.0,0.56,,,,,,
,,2007 - 2008,,,,,,,20.0,12.0,0.6
,,2008 - 2009,,,,,,,54.0,32.0,0.59
,,2009 - 2010,,,,,,,12.0,7.0,0.58
,,2011 - 2012,,,,,,,16.0,9.0,0.56
,,2012 - 2013,,,,,,,29.0,16.0,0.55
,,2013 - 2014,,,,,,,11.0,6.0,0.55
,,2014 - 2015,,,,,,,16.0,8.0,0.5
,,2016 - 2017,,,,,,,14.0,7.0,0.5
,,2017 - 2018,,,,,,,15.0,8.0,0.53
,,2018 - 2019,,,,,,,9.0,7.0,0.78
,,2019 - 2020,,,,,,,11.0,8.0,0.73
,,2020 - 2021,,,,,,,11.0,9.0,0.82
,,2021 - 2022,,,,,,,14.0,11.0,0.79
,,2022 - 2023,,,,,,,12.0,9.0,0.75
,Etawah,2005 - 2006,56.0,32.0,0.57,,,,,,
,,2006 - 2007,26.0,14.0,0.54,,,,,,
,,2007 - 2008,,,,,,,56.0,32.0,0.57
,,2008 - 2009,,,,,,,25.0,15.0,0.6
,,2009 - 2010,,,,,,,38.0,22.0,0.58
,,2011 - 2012,,,,,,,48.0,27.0,0.56
,,2012 - 2013,,,,,,,7.0,4.0,0.57
,,2013 - 2014,,,,,,,5.0,3.0,0.6
,,2014 - 2015,,,,,,,31.0,15.0,0.48
,,2015 - 2016,,,,,,,11.0,4.0,0.36
,,2016 - 2017,,,,,,,20.0,10.0,0.5
,,2017 - 2018,,,,,,,11.0,6.0,0.55
,,2018 - 2019,,,,,,,12.0,10.0,0.83
,,2019 - 2020,,,,,,,17.0,12.0,0.71
,,2020 - 2021,,,,,,,14.0,11.0,0.79
,,2021 - 2022,,,,,,,15.0,11.0,0.73
,,2022 - 2023,,,,,,,14.0,11.0,0.79
,Faizabad,2005 - 2006,24.0,14.0,0.58,,,,,,
,,2006 - 2007,98.0,51.0,0.52,,,,,,
,,2007 - 2008,,,,,,,31.0,18.0,0.58
,,2008 - 2009,,,,,,,61.0,36.0,0.59
,,2009 - 2010,,,,,,,38.0,21.0,0.55
,,2011 - 2012,,,,,,,78.0,43.0,0.55
,,2012 - 2013,,,,,,,75.0,41.0,0.55
,,2013 - 2014,,,,,,,68.0,37.0,0.54
,,2014 - 2015,,,,,,,78.0,38.0,0.49
,,2015 - 2016,,,,,,,77.0,27.0,0.35
,,2016 - 2017,,,,,,,68.0,35.0,0.51
,,2017 - 2018,,,,,,,75.0,39.0,0.52
,,2018 - 2019,,,,,,,73.0,58.0,0.79
,,2019 - 2020,,,,,,,68.0,49.0,0.72
,,2020 - 2021,,,,,,,65.0,51.0,0.78
,,2021 - 2022,,,,,,,86.0,65.0,0.76
,,2022 - 2023,,,,,,,73.0,56.0,0.77
,Farrukhabad,2005 - 2006,2.0,1.0,0.5,,,,,,
,,2006 - 2007,20.0,10.0,0.5,,,,,,
,,2008 - 2009,,,,,,,6.0,4.0,0.67
,,2009 - 2010,,,,,,,13.0,7.0,0.54
,,2011 - 2012,,,,,,,10.0,5.0,0.5
,,2012 - 2013,,,,,,,5.0,3.0,0.6
,,2013 - 2014,,,,,,,8.0,4.0,0.5
,,2014 - 2015,,,,,,,7.0,3.0,0.43
,,2015 - 2016,,,,,,,5.0,2.0,0.4
,,2016 - 2017,,,,,,,7.0,4.0,0.57
,,2017 - 2018,,,,,,,7.0,4.0,0.57
,,2018 - 2019,,,,,,,6.0,5.0,0.83
,,2019 - 2020,,,,,,,9.0,6.0,0.67
,,2020 - 2021,,,,,,,7.0,5.0,0.71
,,2021 - 2022,,,,,,,9.0,7.0,0.78
,,2022 - 2023,,,,,,,8.0,6.0,0.75
,Fatehpur,2005 - 2006,502.0,288.0,0.57,,,,,,
,,2006 - 2007,466.0,242.0,0.52,,,,,,
,,2007 - 2008,,,,,,,518.0,300.0,0.58
,,2008 - 2009,,,,,,,447.0,267.0,0.6
,,2009 - 2010,,,,,,,469.0,267.0,0.57
,,2011 - 2012,,,,,,,485.0,269.0,0.55
,,2012 - 2013,,,,,,,837.0,453.0,0.54
,,2013 - 2014,,,,,,,877.0,480.0,0.55
,,2014 - 2015,,,,,,,631.0,306.0,0.48
,,2015 - 2016,,,,,,,,455.0,0.34
,,2016 - 2017,,,,,,,830.0,433.0,0.52
,,2017 - 2018,,,,,,,834.0,435.0,0.52
,,2018 - 2019,,,,,,,907.0,877.0,0.97
,,2019 - 2020,,,,,,,890.0,642.0,0.72
,,2020 - 2021,,,,,,,826.0,648.0,0.78
,,2021 - 2022,,,,,,,857.0,643.0,0.75
,,2022 - 2023,,,,,,,863.0,660.0,0.76
,Firozabad,2005 - 2006,21.0,12.0,0.57,,,,,,
,,2006 - 2007,22.0,11.0,0.5,,,,,,
,,2007 - 2008,,,,,,,20.0,12.0,0.6
,,2008 - 2009,,,,,,,9.0,5.0,0.56
,,2009 - 2010,,,,,,,38.0,22.0,0.58
,,2011 - 2012,,,,,,,20.0,11.0,0.55
,,2012 - 2013,,,,,,,21.0,11.0,0.52
,,2013 - 2014,,,,,,,44.0,24.0,0.55
,,2014 - 2015,,,,,,,18.0,9.0,0.5
,,2015 - 2016,,,,,,,38.0,13.0,0.34
,,2016 - 2017,,,,,,,28.0,15.0,0.54
,,2017 - 2018,,,,,,,28.0,15.0,0.54
,,2018 - 2019,,,,,,,29.0,23.0,0.79
,,2019 - 2020,,,,,,,23.0,17.0,0.74
,,2020 - 2021,,,,,,,29.0,23.0,0.79
,,2021 - 2022,,,,,,,27.0,20.0,0.74
,,2022 - 2023,,,,,,,27.0,21.0,0.78
,Gautam buddha nagar,2005 - 2006,1.0,1.0,1.0,,,,,,
,,2006 - 2007,7.0,4.0,0.57,,,,,,
,,2011 - 2012,,,,,,,24.0,13.0,0.54
,,2012 - 2013,,,,,,,20.0,11.0,0.55
,,2013 - 2014,,,,,,,9.0,5.0,0.56
,,2015 - 2016,,,,,,,11.0,4.0,0.36
,,2016 - 2017,,,,,,,13.0,7.0,0.54
,,2017 - 2018,,,,,,,8.0,4.0,0.5
,,2018 - 2019,,,,,,,6.0,5.0,0.83
,,2019 - 2020,,,,,,,8.0,6.0,0.75
,,2020 - 2021,,,,,,,9.0,7.0,0.78
,,2021 - 2022,,,,,,,9.0,7.0,0.78
,,2022 - 2023,,,,,,,8.0,6.0,0.75
,Ghaziabad,2005 - 2006,26.0,15.0,0.58,,,,,,
,,2006 - 2007,51.0,27.0,0.53,,,,,,
,,2007 - 2008,,,,,,,12.0,7.0,0.58
,,2008 - 2009,,,,,,,18.0,11.0,0.61
,,2009 - 2010,,,,,,,21.0,12.0,0.57
,,2011 - 2012,,,,,,,20.0,10.0,0.5
,,2012 - 2013,,,,,,,16.0,8.0,0.5
,,2013 - 2014,,,,,,,17.0,9.0,0.53
,,2014 - 2015,,,,,,,17.0,8.0,0.47
,,2015 - 2016,,,,,,,16.0,6.0,0.38
,,2016 - 2017,,,,,,,17.0,9.0,0.53
,,2017 - 2018,,,,,,,16.0,8.0,0.5
,,2018 - 2019,,,,,,,16.0,12.0,0.75
,,2019 - 2020,,,,,,,16.0,12.0,0.75
,,2020 - 2021,,,,,,,10.0,8.0,0.8
,,2021 - 2022,,,,,,,15.0,11.0,0.73
,,2022 - 2023,,,,,,,15.0,11.0,0.73
,Ghazipur,2005 - 2006,18.0,11.0,0.61,,,,,,
,,2006 - 2007,17.0,9.0,0.53,,,,,,
,,2007 - 2008,,,,,,,19.0,11.0,0.58
,,2008 - 2009,,,,,,,15.0,10.0,0.67
,,2009 - 2010,,,,,,,14.0,8.0,0.57
,,2011 - 2012,,,,,,,14.0,8.0,0.57
,,2012 - 2013,,,,,,,13.0,7.0,0.54
,,2013 - 2014,,,,,,,9.0,5.0,0.56
,,2014 - 2015,,,,,,,12.0,6.0,0.5
,,2015 - 2016,,,,,,,2.0,1.0,0.5
,,2016 - 2017,,,,,,,10.0,5.0,0.5
,,2017 - 2018,,,,,,,9.0,5.0,0.56
,,2018 - 2019,,,,,,,9.0,7.0,0.78
,,2019 - 2020,,,,,,,11.0,8.0,0.73
,,2020 - 2021,,,,,,,8.0,6.0,0.75
,,2021 - 2022,,,,,,,10.0,7.0,0.7
,,2022 - 2023,,,,,,,9.0,7.0,0.78
,Gonda,2005 - 2006,10.0,6.0,0.6,,,,,,
,,2006 - 2007,35.0,18.0,0.51,,,,,,
,,2007 - 2008,,,,,,,13.0,8.0,0.62
,,2008 - 2009,,,,,,,12.0,7.0,0.58
,,2009 - 2010,,,,,,,13.0,7.0,0.54
,,2011 - 2012,,,,,,,8.0,5.0,0.63
,,2012 - 2013,,,,,,,18.0,10.0,0.56
,,2013 - 2014,,,,,,,56.0,31.0,0.55
,,2014 - 2015,,,,,,,13.0,6.0,0.46
,,2015 - 2016,,,,,,,10.0,3.0,0.3
,,2016 - 2017,,,,,,,58.0,30.0,0.52
,,2017 - 2018,,,,,,,31.0,16.0,0.52
,,2018 - 2019,,,,,,,34.0,27.0,0.79
,,2019 - 2020,,,,,,,29.0,21.0,0.72
,,2020 - 2021,,,,,,,32.0,25.0,0.78
,,2021 - 2022,,,,,,,57.0,43.0,0.75
,,2022 - 2023,,,,,,,37.0,28.0,0.76
,Gorakhpur,2005 - 2006,21.0,12.0,0.57,,,,,,
,,2006 - 2007,27.0,14.0,0.52,,,,,,
,,2007 - 2008,,,,,,,21.0,12.0,0.57
,,2008 - 2009,,,,,,,18.0,10.0,0.56
,,2009 - 2010,,,,,,,15.0,8.0,0.53
,,2011 - 2012,,,,,,,16.0,9.0,0.56
,,2012 - 2013,,,,,,,8.0,4.0,0.5
,,2013 - 2014,,,,,,,6.0,3.0,0.5
,,2014 - 2015,,,,,,,10.0,5.0,0.5
,,2015 - 2016,,,,,,,10.0,3.0,0.3
,,2016 - 2017,,,,,,,15.0,8.0,0.53
,,2017 - 2018,,,,,,,12.0,6.0,0.5
,,2018 - 2019,,,,,,,11.0,9.0,0.82
,,2019 - 2020,,,,,,,13.0,9.0,0.69
,,2020 - 2021,,,,,,,12.0,9.0,0.75
,,2021 - 2022,,,,,,,13.0,10.0,0.77
,,2022 - 2023,,,,,,,9.0,7.0,0.78
,Hamirpur,2005 - 2006,11.0,6.0,0.55,,,,,,
,,2006 - 2007,17.0,9.0,0.53,,,,,,
,,2007 - 2008,,,,,,,22.0,13.0,0.59
,,2008 - 2009,,,,,,,25.0,15.0,0.6
,,2009 - 2010,,,,,,,54.0,31.0,0.57
,,2011 - 2012,,,,,,,117.0,65.0,0.56
,,2012 - 2013,,,,,,,49.0,27.0,0.55
,,2013 - 2014,,,,,,,97.0,53.0,0.55
,,2014 - 2015,,,,,,,320.0,155.0,0.48
,,2015 - 2016,,,,,,,212.0,73.0,0.34
,,2016 - 2017,,,,,,,249.0,130.0,0.52
,,2017 - 2018,,,,,,,248.0,129.0,0.52
,,2018 - 2019,,,,,,,198.0,157.0,0.79
,,2019 - 2020,,,,,,,245.0,177.0,0.72
,,2020 - 2021,,,,,,,230.0,180.0,0.78
,,2021 - 2022,,,,,,,234.0,175.0,0.75
,,2022 - 2023,,,,,,,394.0,301.0,0.76
,Hapur,2014 - 2015,,,,,,,3.0,2.0,0.67
,,2016 - 2017,,,,,,,1.0,1.0,1.0
,,2017 - 2018,,,,,,,2.0,1.0,0.5
,,2018 - 2019,,,,,,,2.0,2.0,1.0
,,2019 - 2020,,,,,,,3.0,2.0,0.67
,,2020 - 2021,,,,,,,2.0,2.0,1.0
,,2021 - 2022,,,,,,,2.0,2.0,1.0
,,2022 - 2023,,,,,,,2.0,2.0,1.0
,Hardoi,2005 - 2006,97.0,56.0,0.58,,,,,,
,,2006 - 2007,49.0,26.0,0.53,,,,,,
,,2007 - 2008,,,,,,,62.0,36.0,0.58
,,2008 - 2009,,,,,,,137.0,82.0,0.6
,,2009 - 2010,,,,,,,82.0,47.0,0.57
,,2011 - 2012,,,,,,,110.0,61.0,0.55
,,2012 - 2013,,,,,,,97.0,53.0,0.55
,,2013 - 2014,,,,,,,104.0,57.0,0.55
,,2014 - 2015,,,,,,,108.0,52.0,0.48
,,2015 - 2016,,,,,,,159.0,55.0,0.35
,,2016 - 2017,,,,,,,116.0,60.0,0.52
,,2017 - 2018,,,,,,,112.0,58.0,0.52
,,2018 - 2019,,,,,,,115.0,91.0,0.79
,,2019 - 2020,,,,,,,122.0,88.0,0.72
,,2020 - 2021,,,,,,,130.0,102.0,0.78
,,2021 - 2022,,,,,,,119.0,89.0,0.75
,,2022 - 2023,,,,,,,120.0,92.0,0.77
,Hathras,2005 - 2006,58.0,33.0,0.57,,,,,,
,,2006 - 2007,43.0,22.0,0.51,,,,,,
,,2007 - 2008,,,,,,,57.0,33.0,0.58
,,2008 - 2009,,,,,,,55.0,33.0,0.6
,,2009 - 2010,,,,,,,40.0,23.0,0.58
,,2011 - 2012,,,,,,,54.0,30.0,0.56
,,2012 - 2013,,,,,,,76.0,41.0,0.54
,,2013 - 2014,,,,,,,142.0,78.0,0.55
,,2014 - 2015,,,,,,,108.0,53.0,0.49
,,2015 - 2016,,,,,,,88.0,30.0,0.34
,,2016 - 2017,,,,,,,35.0,18.0,0.51
,,2017 - 2018,,,,,,,90.0,47.0,0.52
,,2018 - 2019,,,,,,,93.0,74.0,0.8
,,2019 - 2020,,,,,,,83.0,60.0,0.72
,,2020 - 2021,,,,,,,78.0,61.0,0.78
,,2021 - 2022,,,,,,,76.0,57.0,0.75
,,2022 - 2023,,,,,,,84.0,64.0,0.76
,Jalaun,2005 - 2006,2.0,1.0,0.5,,,,,,
,,2006 - 2007,3.0,1.0,0.33,,,,,,
,,2007 - 2008,,,,,,,21.0,12.0,0.57
,,2008 - 2009,,,,,,,7.0,4.0,0.57
,,2009 - 2010,,,,,,,49.0,28.0,0.57
,,2011 - 2012,,,,,,,7.0,4.0,0.57
,,2012 - 2013,,,,,,,2.0,1.0,0.5
,,2013 - 2014,,,,,,,3.0,2.0,0.67
,,2014 - 2015,,,,,,,1.0,,0.0
,,2015 - 2016,,,,,,,4.0,1.0,0.25
,,2016 - 2017,,,,,,,3.0,2.0,0.67
,,2017 - 2018,,,,,,,3.0,2.0,0.67
,,2018 - 2019,,,,,,,3.0,2.0,0.67
,,2019 - 2020,,,,,,,2.0,2.0,1.0
,,2020 - 2021,,,,,,,3.0,2.0,0.67
,,2021 - 2022,,,,,,,3.0,2.0,0.67
,,2022 - 2023,,,,,,,3.0,2.0,0.67
,Jaunpur,2005 - 2006,37.0,21.0,0.57,,,,,,
,,2006 - 2007,54.0,28.0,0.52,,,,,,
,,2007 - 2008,,,,,,,27.0,16.0,0.59
,,2008 - 2009,,,,,,,21.0,12.0,0.57
,,2009 - 2010,,,,,,,42.0,24.0,0.57
,,2011 - 2012,,,,,,,22.0,12.0,0.55
,,2012 - 2013,,,,,,,31.0,17.0,0.55
,,2013 - 2014,,,,,,,36.0,20.0,0.56
,,2014 - 2015,,,,,,,31.0,15.0,0.48
,,2015 - 2016,,,,,,,23.0,8.0,0.35
,,2016 - 2017,,,,,,,29.0,15.0,0.52
,,2017 - 2018,,,,,,,27.0,14.0,0.52
,,2018 - 2019,,,,,,,29.0,23.0,0.79
,,2019 - 2020,,,,,,,31.0,22.0,0.71
,,2020 - 2021,,,,,,,28.0,22.0,0.79
,,2021 - 2022,,,,,,,28.0,21.0,0.75
,,2022 - 2023,,,,,,,29.0,22.0,0.76
,Jhansi,2005 - 2006,21.0,12.0,0.57,,,,,,
,,2006 - 2007,144.0,75.0,0.52,,,,,,
,,2007 - 2008,,,,,,,29.0,17.0,0.59
,,2008 - 2009,,,,,,,51.0,30.0,0.59
,,2009 - 2010,,,,,,,66.0,37.0,0.56
,,2011 - 2012,,,,,,,24.0,13.0,0.54
,,2012 - 2013,,,,,,,2.0,1.0,0.5
,,2013 - 2014,,,,,,,7.0,4.0,0.57
,,2014 - 2015,,,,,,,4.0,2.0,0.5
,,2015 - 2016,,,,,,,8.0,3.0,0.38
,,2016 - 2017,,,,,,,9.0,5.0,0.56
,,2017 - 2018,,,,,,,18.0,9.0,0.5
,,2018 - 2019,,,,,,,55.0,44.0,0.8
,,2019 - 2020,,,,,,,19.0,14.0,0.74
,,2020 - 2021,,,,,,,22.0,17.0,0.77
,,2021 - 2022,,,,,,,25.0,19.0,0.76
,,2022 - 2023,,,,,,,28.0,22.0,0.79
,Kannauj,2005 - 2006,66.0,38.0,0.58,,,,,,
,,2006 - 2007,29.0,15.0,0.52,,,,,,
,,2007 - 2008,,,,,,,57.0,33.0,0.58
,,2008 - 2009,,,,,,,48.0,29.0,0.6
,,2009 - 2010,,,,,,,43.0,24.0,0.56
,,2011 - 2012,,,,,,,45.0,25.0,0.56
,,2012 - 2013,,,,,,,45.0,24.0,0.53
,,2013 - 2014,,,,,,,28.0,15.0,0.54
,,2014 - 2015,,,,,,,26.0,13.0,0.5
,,2015 - 2016,,,,,,,31.0,11.0,0.35
,,2016 - 2017,,,,,,,35.0,18.0,0.51
,,2017 - 2018,,,,,,,38.0,20.0,0.53
,,2018 - 2019,,,,,,,27.0,21.0,0.78
,,2019 - 2020,,,,,,,31.0,22.0,0.71
,,2020 - 2021,,,,,,,32.0,25.0,0.78
,,2021 - 2022,,,,,,,59.0,44.0,0.75
,,2022 - 2023,,,,,,,37.0,28.0,0.76
,Kanpur dehat,2005 - 2006,,630.0,0.57,,,,,,
,,2006 - 2007,506.0,263.0,0.52,,,,,,
,,2007 - 2008,,,,,,,,602.0,0.58
,,2008 - 2009,,,,,,,775.0,463.0,0.6
,,2009 - 2010,,,,,,,,657.0,0.57
,,2011 - 2012,,,,,,,,593.0,0.55
,,2012 - 2013,,,,,,,,762.0,0.54
,,2013 - 2014,,,,,,,,695.0,0.55
,,2014 - 2015,,,,,,,,574.0,0.48
,,2015 - 2016,,,,,,,,469.0,0.34
,,2016 - 2017,,,,,,,,657.0,0.52
,,2017 - 2018,,,,,,,,631.0,0.52
,,2018 - 2019,,,,,,,,906.0,0.79
,,2019 - 2020,,,,,,,,969.0,0.72
,,2020 - 2021,,,,,,,,991.0,0.78
,,2021 - 2022,,,,,,,,933.0,0.75
,,2022 - 2023,,,,,,,,949.0,0.76
,Kanpur nagar,2005 - 2006,356.0,204.0,0.57,,,,,,
,,2006 - 2007,584.0,304.0,0.52,,,,,,
,,2007 - 2008,,,,,,,493.0,286.0,0.58
,,2008 - 2009,,,,,,,518.0,309.0,0.6
,,2009 - 2010,,,,,,,364.0,207.0,0.57
,,2011 - 2012,,,,,,,407.0,225.0,0.55
,,2012 - 2013,,,,,,,420.0,227.0,0.54
,,2013 - 2014,,,,,,,314.0,172.0,0.55
,,2014 - 2015,,,,,,,187.0,91.0,0.49
,,2015 - 2016,,,,,,,176.0,60.0,0.34
,,2016 - 2017,,,,,,,301.0,157.0,0.52
,,2017 - 2018,,,,,,,287.0,150.0,0.52
,,2018 - 2019,,,,,,,146.0,116.0,0.79
,,2019 - 2020,,,,,,,303.0,219.0,0.72
,,2020 - 2021,,,,,,,243.0,191.0,0.79
,,2021 - 2022,,,,,,,241.0,181.0,0.75
,,2022 - 2023,,,,,,,244.0,187.0,0.77
,Kasganj,2009 - 2010,,,,,,,49.0,28.0,0.57
,,2011 - 2012,,,,,,,43.0,23.0,0.53
,,2012 - 2013,,,,,,,79.0,43.0,0.54
,,2013 - 2014,,,,,,,39.0,21.0,0.54
,,2014 - 2015,,,,,,,50.0,24.0,0.48
,,2015 - 2016,,,,,,,47.0,17.0,0.36
,,2016 - 2017,,,,,,,52.0,27.0,0.52
,,2017 - 2018,,,,,,,50.0,26.0,0.52
,,2018 - 2019,,,,,,,45.0,36.0,0.8
,,2019 - 2020,,,,,,,49.0,35.0,0.71
,,2020 - 2021,,,,,,,49.0,39.0,0.8
,,2021 - 2022,,,,,,,38.0,28.0,0.74
,,2022 - 2023,,,,,,,49.0,38.0,0.78
,Kaushambi,2005 - 2006,19.0,11.0,0.58,,,,,,
,,2006 - 2007,69.0,36.0,0.52,,,,,,
,,2007 - 2008,,,,,,,21.0,12.0,0.57
,,2008 - 2009,,,,,,,64.0,38.0,0.59
,,2009 - 2010,,,,,,,62.0,35.0,0.56
,,2011 - 2012,,,,,,,69.0,38.0,0.55
,,2012 - 2013,,,,,,,83.0,45.0,0.54
,,2013 - 2014,,,,,,,74.0,40.0,0.54
,,2014 - 2015,,,,,,,128.0,62.0,0.48
,,2015 - 2016,,,,,,,131.0,45.0,0.34
,,2016 - 2017,,,,,,,97.0,51.0,0.53
,,2017 - 2018,,,,,,,92.0,48.0,0.52
,,2018 - 2019,,,,,,,94.0,75.0,0.8
,,2019 - 2020,,,,,,,108.0,78.0,0.72
,,2020 - 2021,,,,,,,104.0,82.0,0.79
,,2021 - 2022,,,,,,,99.0,74.0,0.75
,,2022 - 2023,,,,,,,99.0,76.0,0.77
,Kheri,2005 - 2006,157.0,90.0,0.57,,,,,,
,,2006 - 2007,160.0,83.0,0.52,,,,,,
,,2007 - 2008,,,,,,,90.0,52.0,0.58
,,2008 - 2009,,,,,,,244.0,145.0,0.59
,,2009 - 2010,,,,,,,143.0,81.0,0.57
,,2011 - 2012,,,,,,,159.0,88.0,0.55
,,2012 - 2013,,,,,,,92.0,50.0,0.54
,,2013 - 2014,,,,,,,159.0,87.0,0.55
,,2014 - 2015,,,,,,,165.0,80.0,0.48
,,2015 - 2016,,,,,,,286.0,98.0,0.34
,,2016 - 2017,,,,,,,172.0,90.0,0.52
,,2017 - 2018,,,,,,,172.0,90.0,0.52
,,2018 - 2019,,,,,,,190.0,151.0,0.79
,,2019 - 2020,,,,,,,197.0,142.0,0.72
,,2020 - 2021,,,,,,,180.0,141.0,0.78
,,2021 - 2022,,,,,,,133.0,100.0,0.75
,,2022 - 2023,,,,,,,174.0,133.0,0.76
,Kushi nagar,2005 - 2006,85.0,49.0,0.58,,,,,,
,,2006 - 2007,74.0,39.0,0.53,,,,,,
,,2007 - 2008,,,,,,,74.0,43.0,0.58
,,2008 - 2009,,,,,,,179.0,107.0,0.6
,,2009 - 2010,,,,,,,100.0,57.0,0.57
,,2011 - 2012,,,,,,,131.0,72.0,0.55
,,2012 - 2013,,,,,,,94.0,51.0,0.54
,,2013 - 2014,,,,,,,26.0,14.0,0.54
,,2014 - 2015,,,,,,,73.0,36.0,0.49
,,2015 - 2016,,,,,,,85.0,29.0,0.34
,,2016 - 2017,,,,,,,90.0,47.0,0.52
,,2017 - 2018,,,,,,,74.0,38.0,0.51
,,2018 - 2019,,,,,,,70.0,55.0,0.79
,,2019 - 2020,,,,,,,87.0,63.0,0.72
,,2020 - 2021,,,,,,,81.0,64.0,0.79
,,2021 - 2022,,,,,,,90.0,67.0,0.74
,,2022 - 2023,,,,,,,80.0,61.0,0.76
,Lalitpur,2005 - 2006,34.0,19.0,0.56,,,,,,
,,2007 - 2008,,,,,,,27.0,16.0,0.59
,,2008 - 2009,,,,,,,33.0,20.0,0.61
,,2009 - 2010,,,,,,,30.0,17.0,0.57
,,2011 - 2012,,,,,,,36.0,20.0,0.56
,,2012 - 2013,,,,,,,31.0,17.0,0.55
,,2013 - 2014,,,,,,,52.0,28.0,0.54
,,2014 - 2015,,,,,,,37.0,18.0,0.49
,,2015 - 2016,,,,,,,38.0,13.0,0.34
,,2016 - 2017,,,,,,,39.0,20.0,0.51
,,2017 - 2018,,,,,,,32.0,17.0,0.53
,,2018 - 2019,,,,,,,30.0,24.0,0.8
,,2019 - 2020,,,,,,,35.0,25.0,0.71
,,2020 - 2021,,,,,,,35.0,28.0,0.8
,,2021 - 2022,,,,,,,34.0,25.0,0.74
,,2022 - 2023,,,,,,,33.0,25.0,0.76
,Lucknow,2005 - 2006,169.0,97.0,0.57,,,,,,
,,2006 - 2007,188.0,98.0,0.52,,,,,,
,,2007 - 2008,,,,,,,138.0,80.0,0.58
,,2008 - 2009,,,,,,,174.0,104.0,0.6
,,2009 - 2010,,,,,,,163.0,93.0,0.57
,,2011 - 2012,,,,,,,109.0,60.0,0.55
,,2012 - 2013,,,,,,,142.0,77.0,0.54
,,2013 - 2014,,,,,,,131.0,72.0,0.55
,,2014 - 2015,,,,,,,64.0,31.0,0.48
