state,district,year,sweet_potato_whole_year_area_hectare,sweet_potato_whole_year_production_tonne,sweet_potato_whole_year_yield_tonne_per_hectare,sweet_potato_rabi_area_hectare,sweet_potato_rabi_production_tonne,sweet_potato_rabi_yield_tonne_per_hectare,sweet_potato_kharif_area_hectare,sweet_potato_kharif_production_tonne,sweet_potato_kharif_yield_tonne_per_hectare
,,2007 - 2008,,,,,,,183.0,,13.46
,,2008 - 2009,,,,,,,174.0,,12.28
,,2009 - 2010,,,,,,,148.0,,13.6
,,2010 - 2011,,,,,,,240.0,,12.32
,,2011 - 2012,,,,,,,219.0,,13.0
,,2012 - 2013,,,,,,,159.0,,12.95
,,2013 - 2014,,,,,,,97.0,,13.22
,,2014 - 2015,,,,,,,95.0,,12.39
,,2015 - 2016,,,,,,,38.0,458.0,12.05
,,2016 - 2017,,,,,,,110.0,,11.16
,,2017 - 2018,,,,,,,100.0,,11.17
,,2018 - 2019,,,,,,,88.0,,11.49
,,2019 - 2020,,,,,,,85.0,998.0,11.74
,,2020 - 2021,,,,,,,84.0,,12.49
,,2021 - 2022,,,,,,,64.0,739.0,11.55
,,2022 - 2023,,,,,,,92.0,,11.58
,Bareilly,2004 - 2005,308.0,,11.62,,,,,,
,,2005 - 2006,540.0,,13.08,,,,,,
,,2006 - 2007,,,,,,,357.0,,13.65
,,2007 - 2008,,,,,,,231.0,,13.46
,,2008 - 2009,,,,,,,206.0,,12.28
,,2009 - 2010,,,,,,,92.0,,13.6
,,2010 - 2011,,,,,,,285.0,,12.32
,,2011 - 2012,,,,,,,234.0,,12.99
,,2012 - 2013,,,,,,,99.0,,12.95
,,2013 - 2014,,,,,,,19.0,251.0,13.21
,,2014 - 2015,,,,,,,146.0,,12.39
,,2015 - 2016,,,,,,,93.0,,12.05
,,2016 - 2017,,,,,,,118.0,,11.17
,,2017 - 2018,,,,,,,116.0,,11.16
,,2018 - 2019,,,,,,,120.0,,11.48
,,2019 - 2020,,,,,,,108.0,,11.74
,,2020 - 2021,,,,,,,111.0,,12.49
,,2021 - 2022,,,,,,,101.0,,11.54
,,2022 - 2023,,,,,,,111.0,,11.58
,Basti,2004 - 2005,8.0,93.0,11.63,,,,,,
,,2005 - 2006,8.0,165.0,20.63,,,,,,
,,2006 - 2007,,,,,,,12.0,164.0,13.67
,,2007 - 2008,,,,,,,8.0,108.0,13.5
,,2008 - 2009,,,,,,,6.0,74.0,12.33
,,2009 - 2010,,,,,,,38.0,517.0,13.61
,,2010 - 2011,,,,,,,14.0,172.0,12.29
,,2011 - 2012,,,,,,,16.0,208.0,13.0
,,2012 - 2013,,,,,,,6.0,78.0,13.0
,,2013 - 2014,,,,,,,6.0,79.0,13.17
,,2014 - 2015,,,,,,,11.0,136.0,12.36
,,2016 - 2017,,,,,,,8.0,89.0,11.13
,,2017 - 2018,,,,,,,6.0,67.0,11.17
,,2018 - 2019,,,,,,,6.0,69.0,11.5
,,2019 - 2020,,,,,,,6.0,71.0,11.83
,,2020 - 2021,,,,,,,6.0,75.0,12.5
,,2021 - 2022,,,,,,,8.0,92.0,11.5
,,2022 - 2023,,,,,,,6.0,69.0,11.5
,Bijnor,2004 - 2005,90.0,,11.62,,,,,,
,,2005 - 2006,32.0,419.0,13.09,,,,,,
,,2006 - 2007,,,,,,,56.0,764.0,13.64
,,2007 - 2008,,,,,,,10.0,135.0,13.5
,,2008 - 2009,,,,,,,11.0,135.0,12.27
,,2009 - 2010,,,,,,,1.0,14.0,14.0
,,2010 - 2011,,,,,,,3.0,37.0,12.33
,,2012 - 2013,,,,,,,1.0,13.0,13.0
,,2014 - 2015,,,,,,,12.0,149.0,12.42
,,2015 - 2016,,,,,,,2.0,24.0,12.0
,,2016 - 2017,,,,,,,3.0,34.0,11.33
,,2017 - 2018,,,,,,,4.0,45.0,11.25
,,2018 - 2019,,,,,,,3.0,34.0,11.33
,,2019 - 2020,,,,,,,2.0,24.0,12.0
,,2020 - 2021,,,,,,,2.0,25.0,12.5
,,2021 - 2022,,,,,,,3.0,35.0,11.67
,,2022 - 2023,,,,,,,2.0,23.0,11.5
,Budaun,2004 - 2005,,,11.62,,,,,,
,,2005 - 2006,,,13.08,,,,,,
,,2006 - 2007,,,,,,,,,13.65
,,2007 - 2008,,,,,,,,,13.46
,,2008 - 2009,,,,,,,,,12.28
,,2009 - 2010,,,,,,,,,13.6
,,2010 - 2011,,,,,,,,,12.31
,,2011 - 2012,,,,,,,,,12.99
,,2012 - 2013,,,,,,,,,12.95
,,2013 - 2014,,,,,,,,,13.21
,,2014 - 2015,,,,,,,,,12.39
,,2015 - 2016,,,,,,,283.0,,12.05
,,2016 - 2017,,,,,,,,,11.17
,,2017 - 2018,,,,,,,,,11.17
,,2018 - 2019,,,,,,,,,11.49
,,2019 - 2020,,,,,,,,,11.74
,,2020 - 2021,,,,,,,967.0,,12.49
,,2021 - 2022,,,,,,,,,11.55
,,2022 - 2023,,,,,,,,,11.58
,Bulandshahr,2004 - 2005,106.0,,11.62,,,,,,
,,2005 - 2006,87.0,,13.08,,,,,,
,,2006 - 2007,,,,,,,69.0,942.0,13.65
,,2007 - 2008,,,,,,,113.0,,13.46
,,2008 - 2009,,,,,,,124.0,,12.28
,,2009 - 2010,,,,,,,100.0,,13.6
,,2010 - 2011,,,,,,,75.0,924.0,12.32
,,2011 - 2012,,,,,,,96.0,,12.99
,,2012 - 2013,,,,,,,60.0,777.0,12.95
,,2013 - 2014,,,,,,,91.0,,13.22
,,2014 - 2015,,,,,,,84.0,,12.39
,,2015 - 2016,,,,,,,97.0,,12.05
,,2016 - 2017,,,,,,,86.0,960.0,11.16
,,2017 - 2018,,,,,,,78.0,871.0,11.17
,,2018 - 2019,,,,,,,81.0,930.0,11.48
,,2019 - 2020,,,,,,,64.0,752.0,11.75
,,2020 - 2021,,,,,,,81.0,,12.49
,,2021 - 2022,,,,,,,78.0,901.0,11.55
,,2022 - 2023,,,,,,,58.0,671.0,11.57
,Chandauli,2004 - 2005,6.0,70.0,11.67,,,,,,
,,2005 - 2006,2.0,26.0,13.0,,,,,,
,,2006 - 2007,,,,,,,6.0,82.0,13.67
,,2007 - 2008,,,,,,,2.0,27.0,13.5
,,2008 - 2009,,,,,,,4.0,49.0,12.25
,,2009 - 2010,,,,,,,5.0,68.0,13.6
,,2010 - 2011,,,,,,,4.0,49.0,12.25
,,2011 - 2012,,,,,,,4.0,52.0,13.0
,,2013 - 2014,,,,,,,2.0,26.0,13.0
,,2015 - 2016,,,,,,,2.0,24.0,12.0
,,2016 - 2017,,,,,,,2.0,22.0,11.0
,,2017 - 2018,,,,,,,2.0,22.0,11.0
,,2018 - 2019,,,,,,,2.0,23.0,11.5
,,2019 - 2020,,,,,,,2.0,23.0,11.5
,,2020 - 2021,,,,,,,2.0,25.0,12.5
,,2022 - 2023,,,,,,,2.0,23.0,11.5
,Chitrakoot,2004 - 2005,25.0,290.0,11.6,,,,,,
,,2005 - 2006,21.0,275.0,13.1,,,,,,
,,2006 - 2007,,,,,,,17.0,232.0,13.65
,,2007 - 2008,,,,,,,29.0,390.0,13.45
,,2008 - 2009,,,,,,,21.0,258.0,12.29
,,2009 - 2010,,,,,,,35.0,476.0,13.6
,,2010 - 2011,,,,,,,25.0,308.0,12.32
,,2011 - 2012,,,,,,,25.0,324.0,12.96
,,2012 - 2013,,,,,,,47.0,608.0,12.94
,,2013 - 2014,,,,,,,4.0,53.0,13.25
,,2014 - 2015,,,,,,,27.0,334.0,12.37
,,2015 - 2016,,,,,,,64.0,772.0,12.06
,,2016 - 2017,,,,,,,33.0,368.0,11.15
,,2017 - 2018,,,,,,,29.0,324.0,11.17
,,2018 - 2019,,,,,,,26.0,299.0,11.5
,,2019 - 2020,,,,,,,36.0,423.0,11.75
,,2020 - 2021,,,,,,,38.0,475.0,12.5
,,2021 - 2022,,,,,,,32.0,370.0,11.56
,,2022 - 2023,,,,,,,32.0,371.0,11.59
,Deoria,2004 - 2005,16.0,186.0,11.63,,,,,,
,,2005 - 2006,32.0,418.0,13.06,,,,,,
,,2006 - 2007,,,,,,,50.0,682.0,13.64
,,2007 - 2008,,,,,,,30.0,404.0,13.47
,,2008 - 2009,,,,,,,30.0,368.0,12.27
,,2009 - 2010,,,,,,,32.0,435.0,13.59
,,2010 - 2011,,,,,,,35.0,431.0,12.31
,,2011 - 2012,,,,,,,35.0,454.0,12.97
,,2012 - 2013,,,,,,,36.0,466.0,12.94
,,2013 - 2014,,,,,,,18.0,238.0,13.22
,,2014 - 2015,,,,,,,17.0,211.0,12.41
,,2015 - 2016,,,,,,,28.0,338.0,12.07
,,2016 - 2017,,,,,,,19.0,212.0,11.16
,,2017 - 2018,,,,,,,24.0,268.0,11.17
,,2018 - 2019,,,,,,,21.0,241.0,11.48
,,2019 - 2020,,,,,,,22.0,258.0,11.73
,,2020 - 2021,,,,,,,24.0,300.0,12.5
,,2021 - 2022,,,,,,,22.0,254.0,11.55
,,2022 - 2023,,,,,,,23.0,266.0,11.57
,Etah,2004 - 2005,,,11.62,,,,,,
,,2005 - 2006,,,13.08,,,,,,
,,2006 - 2007,,,,,,,,,13.65
,,2007 - 2008,,,,,,,,,13.46
,,2008 - 2009,,,,,,,,,12.28
,,2009 - 2010,,,,,,,192.0,,13.6
,,2010 - 2011,,,,,,,450.0,,12.32
,,2011 - 2012,,,,,,,486.0,,12.99
,,2012 - 2013,,,,,,,963.0,,12.95
,,2013 - 2014,,,,,,,912.0,,13.21
,,2014 - 2015,,,,,,,482.0,,12.39
,,2015 - 2016,,,,,,,241.0,,12.05
,,2016 - 2017,,,,,,,789.0,,11.17
,,2017 - 2018,,,,,,,677.0,,11.17
,,2018 - 2019,,,,,,,620.0,,11.49
,,2019 - 2020,,,,,,,562.0,,11.74
,,2020 - 2021,,,,,,,578.0,,12.49
,,2021 - 2022,,,,,,,645.0,,11.55
,,2022 - 2023,,,,,,,939.0,,11.58
,Etawah,2004 - 2005,62.0,721.0,11.63,,,,,,
,,2005 - 2006,85.0,,13.08,,,,,,
,,2006 - 2007,,,,,,,68.0,928.0,13.65
,,2007 - 2008,,,,,,,77.0,,13.47
,,2008 - 2009,,,,,,,56.0,688.0,12.29
,,2009 - 2010,,,,,,,64.0,870.0,13.59
,,2010 - 2011,,,,,,,51.0,628.0,12.31
,,2011 - 2012,,,,,,,70.0,909.0,12.99
,,2012 - 2013,,,,,,,81.0,,12.95
,,2013 - 2014,,,,,,,63.0,832.0,13.21
,,2014 - 2015,,,,,,,77.0,954.0,12.39
,,2015 - 2016,,,,,,,53.0,639.0,12.06
,,2016 - 2017,,,,,,,59.0,659.0,11.17
,,2017 - 2018,,,,,,,49.0,547.0,11.16
,,2018 - 2019,,,,,,,43.0,494.0,11.49
,,2019 - 2020,,,,,,,76.0,892.0,11.74
,,2020 - 2021,,,,,,,56.0,699.0,12.48
,,2021 - 2022,,,,,,,64.0,739.0,11.55
,,2022 - 2023,,,,,,,48.0,556.0,11.58
,Faizabad,2004 - 2005,263.0,,11.62,,,,,,
,,2005 - 2006,259.0,,13.08,,,,,,
,,2006 - 2007,,,,,,,166.0,,13.65
,,2007 - 2008,,,,,,,390.0,,13.46
,,2008 - 2009,,,,,,,424.0,,12.28
,,2009 - 2010,,,,,,,362.0,,13.6
,,2010 - 2011,,,,,,,320.0,,12.32
,,2011 - 2012,,,,,,,332.0,,12.99
,,2012 - 2013,,,,,,,257.0,,12.95
,,2013 - 2014,,,,,,,144.0,,13.22
,,2014 - 2015,,,,,,,374.0,,12.39
,,2015 - 2016,,,,,,,249.0,,12.06
,,2016 - 2017,,,,,,,155.0,,11.17
,,2017 - 2018,,,,,,,236.0,,11.17
,,2018 - 2019,,,,,,,232.0,,11.49
,,2019 - 2020,,,,,,,249.0,,11.74
,,2020 - 2021,,,,,,,224.0,,12.49
,,2021 - 2022,,,,,,,219.0,,11.55
,,2022 - 2023,,,,,,,232.0,,11.58
,Farrukhabad,2004 - 2005,,,11.62,,,,,,
,,2005 - 2006,,,13.08,,,,,,
,,2006 - 2007,,,,,,,,,13.65
,,2007 - 2008,,,,,,,996.0,,13.46
,,2008 - 2009,,,,,,,989.0,,12.28
,,2009 - 2010,,,,,,,,,13.6
,,2010 - 2011,,,,,,,,,12.32
,,2011 - 2012,,,,,,,,,12.99
,,2012 - 2013,,,,,,,813.0,,12.95
,,2013 - 2014,,,,,,,816.0,,13.21
,,2014 - 2015,,,,,,,903.0,,12.39
,,2015 - 2016,,,,,,,923.0,,12.05
,,2016 - 2017,,,,,,,899.0,,11.17
,,2017 - 2018,,,,,,,865.0,,11.17
,,2018 - 2019,,,,,,,876.0,,11.49
,,2019 - 2020,,,,,,,893.0,,11.74
,,2020 - 2021,,,,,,,891.0,,12.49
,,2021 - 2022,,,,,,,864.0,,11.55
,,2022 - 2023,,,,,,,764.0,,11.58
,Fatehpur,2004 - 2005,,,11.62,,,,,,
,,2005 - 2006,,,13.08,,,,,,
,,2006 - 2007,,,,,,,,,13.65
,,2007 - 2008,,,,,,,,,13.46
,,2008 - 2009,,,,,,,,,12.28
,,2009 - 2010,,,,,,,,,13.6
,,2010 - 2011,,,,,,,698.0,,12.32
,,2011 - 2012,,,,,,,,,12.99
,,2012 - 2013,,,,,,,,,12.95
,,2013 - 2014,,,,,,,,,13.22
,,2014 - 2015,,,,,,,,,12.39
,,2015 - 2016,,,,,,,,,12.05
,,2016 - 2017,,,,,,,,,11.17
,,2017 - 2018,,,,,,,,,11.17
,,2018 - 2019,,,,,,,,,11.49
,,2019 - 2020,,,,,,,,,11.74
,,2020 - 2021,,,,,,,,,12.49
,,2021 - 2022,,,,,,,,,11.55
,,2022 - 2023,,,,,,,,,11.58
,Firozabad,2004 - 2005,250.0,,11.62,,,,,,
,,2005 - 2006,230.0,,13.08,,,,,,
,,2006 - 2007,,,,,,,171.0,,13.65
,,2007 - 2008,,,,,,,229.0,,13.46
,,2008 - 2009,,,,,,,202.0,,12.28
,,2009 - 2010,,,,,,,181.0,,13.6
,,2010 - 2011,,,,,,,153.0,,12.31
,,2011 - 2012,,,,,,,187.0,,12.99
,,2012 - 2013,,,,,,,145.0,,12.94
,,2013 - 2014,,,,,,,142.0,,13.21
,,2014 - 2015,,,,,,,112.0,,12.38
,,2015 - 2016,,,,,,,240.0,,12.05
,,2016 - 2017,,,,,,,165.0,,11.17
,,2017 - 2018,,,,,,,164.0,,11.16
,,2018 - 2019,,,,,,,168.0,,8.71
,,2019 - 2020,,,,,,,170.0,,11.74
,,2020 - 2021,,,,,,,181.0,,12.49
,,2021 - 2022,,,,,,,170.0,,11.55
,,2022 - 2023,,,,,,,171.0,,11.57
,Gautam buddha nagar,2004 - 2005,4.0,47.0,11.75,,,,,,
,,2005 - 2006,2.0,26.0,13.0,,,,,,
,,2007 - 2008,,,,,,,17.0,229.0,13.47
,,2008 - 2009,,,,,,,31.0,381.0,12.29
,,2009 - 2010,,,,,,,6.0,82.0,13.67
,,2010 - 2011,,,,,,,11.0,136.0,12.36
,,2011 - 2012,,,,,,,13.0,169.0,13.0
,,2016 - 2017,,,,,,,3.0,34.0,11.33
,,2019 - 2020,,,,,,,1.0,12.0,12.0
,,2021 - 2022,,,,,,,1.0,12.0,12.0
,Ghaziabad,2004 - 2005,5.0,58.0,11.6,,,,,,
,,2005 - 2006,6.0,79.0,13.17,,,,,,
,,2006 - 2007,,,,,,,7.0,95.0,13.57
,,2007 - 2008,,,,,,,21.0,283.0,13.48
,,2008 - 2009,,,,,,,13.0,160.0,12.31
,,2009 - 2010,,,,,,,10.0,136.0,13.6
,,2010 - 2011,,,,,,,36.0,443.0,12.31
,,2011 - 2012,,,,,,,17.0,221.0,13.0
,,2012 - 2013,,,,,,,16.0,207.0,12.94
,,2016 - 2017,,,,,,,7.0,78.0,11.14
,,2017 - 2018,,,,,,,4.0,45.0,11.25
,,2018 - 2019,,,,,,,1.0,11.0,11.0
,,2019 - 2020,,,,,,,2.0,23.0,11.5
,,2020 - 2021,,,,,,,2.0,25.0,12.5
,,2021 - 2022,,,,,,,3.0,35.0,11.67
,,2022 - 2023,,,,,,,2.0,23.0,11.5
,Ghazipur,2004 - 2005,9.0,105.0,11.67,,,,,,
,,2005 - 2006,6.0,78.0,13.0,,,,,,
,,2006 - 2007,,,,,,,7.0,95.0,13.57
,,2007 - 2008,,,,,,,3.0,40.0,13.33
,,2008 - 2009,,,,,,,5.0,61.0,12.2
,,2009 - 2010,,,,,,,3.0,41.0,13.67
,,2011 - 2012,,,,,,,4.0,52.0,13.0
,,2016 - 2017,,,,,,,1.0,11.0,11.0
,Gonda,2004 - 2005,174.0,,11.62,,,,,,
,,2005 - 2006,164.0,,13.08,,,,,,
,,2006 - 2007,,,,,,,169.0,,13.65
,,2007 - 2008,,,,,,,97.0,,13.46
,,2008 - 2009,,,,,,,71.0,872.0,12.28
,,2009 - 2010,,,,,,,104.0,,13.6
,,2011 - 2012,,,,,,,89.0,,12.99
,,2012 - 2013,,,,,,,53.0,686.0,12.94
,,2013 - 2014,,,,,,,19.0,251.0,13.21
,,2014 - 2015,,,,,,,3.0,37.0,12.33
,,2015 - 2016,,,,,,,1.0,12.0,12.0
,,2016 - 2017,,,,,,,33.0,368.0,11.15
,,2017 - 2018,,,,,,,28.0,313.0,11.18
,,2018 - 2019,,,,,,,14.0,161.0,11.5
,,2019 - 2020,,,,,,,20.0,235.0,11.75
,,2020 - 2021,,,,,,,19.0,237.0,12.47
,,2021 - 2022,,,,,,,23.0,266.0,11.57
,,2022 - 2023,,,,,,,21.0,243.0,11.57
,Gorakhpur,2004 - 2005,30.0,349.0,11.63,,,,,,
,,2005 - 2006,11.0,144.0,13.09,,,,,,
,,2006 - 2007,,,,,,,23.0,314.0,13.65
,,2007 - 2008,,,,,,,11.0,148.0,13.45
,,2008 - 2009,,,,,,,2.0,25.0,12.5
,,2009 - 2010,,,,,,,15.0,204.0,13.6
,,2010 - 2011,,,,,,,12.0,148.0,12.33
,,2011 - 2012,,,,,,,13.0,169.0,13.0
,,2012 - 2013,,,,,,,7.0,90.0,12.86
,,2013 - 2014,,,,,,,6.0,79.0,13.17
,,2014 - 2015,,,,,,,5.0,62.0,12.4
,,2015 - 2016,,,,,,,7.0,84.0,12.0
,,2016 - 2017,,,,,,,8.0,89.0,11.13
,,2017 - 2018,,,,,,,6.0,67.0,11.17
,,2018 - 2019,,,,,,,7.0,80.0,11.43
,,2019 - 2020,,,,,,,7.0,82.0,11.71
,,2020 - 2021,,,,,,,7.0,87.0,12.43
,,2022 - 2023,,,,,,,5.0,58.0,11.6
,Hamirpur,2004 - 2005,9.0,105.0,11.67,,,,,,
,,2005 - 2006,12.0,157.0,13.08,,,,,,
,,2007 - 2008,,,,,,,3.0,40.0,13.33
,,2008 - 2009,,,,,,,2.0,25.0,12.5
,,2009 - 2010,,,,,,,5.0,68.0,13.6
,,2010 - 2011,,,,,,,4.0,49.0,12.25
,,2011 - 2012,,,,,,,3.0,39.0,13.0
,,2013 - 2014,,,,,,,5.0,66.0,13.2
,,2014 - 2015,,,,,,,3.0,37.0,12.33
,,2016 - 2017,,,,,,,2.0,22.0,11.0
,,2017 - 2018,,,,,,,3.0,33.0,11.0
,,2018 - 2019,,,,,,,3.0,34.0,11.33
,,2020 - 2021,,,,,,,2.0,25.0,12.5
,,2021 - 2022,,,,,,,2.0,23.0,11.5
,,2022 - 2023,,,,,,,2.0,23.0,11.5
,Hapur,2012 - 2013,,,,,,,3.0,38.0,12.67
,,2016 - 2017,,,,,,,1.0,11.0,11.0
,,2017 - 2018,,,,,,,131.0,,11.17
,,2018 - 2019,,,,,,,52.0,597.0,11.48
,,2019 - 2020,,,,,,,54.0,634.0,11.74
,,2020 - 2021,,,,,,,48.0,599.0,12.48
,,2021 - 2022,,,,,,,131.0,,11.55
,,2022 - 2023,,,,,,,83.0,961.0,11.58
,Hardoi,2004 - 2005,,,11.62,,,,,,
,,2005 - 2006,,,13.08,,,,,,
,,2006 - 2007,,,,,,,845.0,,13.65
,,2007 - 2008,,,,,,,960.0,,13.46
,,2008 - 2009,,,,,,,968.0,,12.28
,,2009 - 2010,,,,,,,963.0,,13.6
,,2010 - 2011,,,,,,,720.0,,12.32
,,2011 - 2012,,,,,,,891.0,,12.99
,,2012 - 2013,,,,,,,800.0,,12.95
,,2013 - 2014,,,,,,,658.0,,13.21
,,2014 - 2015,,,,,,,806.0,,12.39
,,2015 - 2016,,,,,,,775.0,,12.05
,,2016 - 2017,,,,,,,703.0,,11.17
,,2017 - 2018,,,,,,,748.0,,11.17
,,2018 - 2019,,,,,,,680.0,,11.49
,,2019 - 2020,,,,,,,684.0,,11.74
,,2020 - 2021,,,,,,,718.0,,12.49
,,2021 - 2022,,,,,,,707.0,,11.55
,,2022 - 2023,,,,,,,642.0,,11.58
,Hathras,2004 - 2005,104.0,,11.63,,,,,,
,,2005 - 2006,91.0,,13.08,,,,,,
,,2006 - 2007,,,,,,,142.0,,13.65
,,2007 - 2008,,,,,,,69.0,929.0,13.46
,,2008 - 2009,,,,,,,62.0,761.0,12.27
,,2009 - 2010,,,,,,,94.0,,13.6
,,2010 - 2011,,,,,,,44.0,542.0,12.32
,,2011 - 2012,,,,,,,82.0,,13.0
,,2012 - 2013,,,,,,,141.0,,12.94
,,2013 - 2014,,,,,,,91.0,,13.21
,,2014 - 2015,,,,,,,93.0,,12.39
,,2015 - 2016,,,,,,,47.0,566.0,12.04
,,2016 - 2017,,,,,,,80.0,893.0,11.16
,,2017 - 2018,,,,,,,80.0,893.0,11.16
,,2018 - 2019,,,,,,,78.0,896.0,11.49
,,2019 - 2020,,,,,,,76.0,893.0,11.75
,,2020 - 2021,,,,,,,85.0,,12.48
,,2021 - 2022,,,,,,,92.0,,11.55
,,2022 - 2023,,,,,,,82.0,949.0,11.57
,Jalaun,2004 - 2005,21.0,244.0,11.62,,,,,,
,,2005 - 2006,10.0,131.0,13.1,,,,,,
,,2007 - 2008,,,,,,,1.0,14.0,14.0
,,2008 - 2009,,,,,,,1.0,12.0,12.0
,,2009 - 2010,,,,,,,7.0,95.0,13.57
,,2010 - 2011,,,,,,,4.0,49.0,12.25
,,2011 - 2012,,,,,,,3.0,39.0,13.0
,,2012 - 2013,,,,,,,3.0,39.0,13.0
,,2016 - 2017,,,,,,,1.0,11.0,11.0
,,2017 - 2018,,,,,,,1.0,11.0,11.0
,Jaunpur,2004 - 2005,107.0,,11.62,,,,,,
,,2005 - 2006,118.0,,13.08,,,,,,
,,2006 - 2007,,,,,,,88.0,,13.65
,,2007 - 2008,,,,,,,131.0,,13.47
,,2008 - 2009,,,,,,,126.0,,12.29
,,2009 - 2010,,,,,,,114.0,,13.6
,,2010 - 2011,,,,,,,115.0,,12.31
,,2011 - 2012,,,,,,,115.0,,12.99
,,2012 - 2013,,,,,,,80.0,,12.94
,,2013 - 2014,,,,,,,12.0,159.0,13.25
,,2014 - 2015,,,,,,,98.0,,12.39
,,2015 - 2016,,,,,,,74.0,892.0,12.05
,,2016 - 2017,,,,,,,76.0,849.0,11.17
,,2017 - 2018,,,,,,,96.0,,11.17
,,2018 - 2019,,,,,,,75.0,861.0,11.48
,,2019 - 2020,,,,,,,90.0,,11.74
,,2020 - 2021,,,,,,,82.0,,12.49
,,2021 - 2022,,,,,,,84.0,970.0,11.55
,,2022 - 2023,,,,,,,112.0,,11.57
,Jhansi,2004 - 2005,8.0,93.0,11.63,,,,,,
,,2005 - 2006,4.0,52.0,13.0,,,,,,
,,2009 - 2010,,,,,,,2.0,27.0,13.5
,,2010 - 2011,,,,,,,1.0,12.0,12.0
,,2011 - 2012,,,,,,,1.0,13.0,13.0
,,2014 - 2015,,,,,,,7.0,87.0,12.43
,,2016 - 2017,,,,,,,2.0,22.0,11.0
,,2017 - 2018,,,,,,,1.0,11.0,11.0
,Kannauj,2004 - 2005,487.0,,11.62,,,,,,
,,2005 - 2006,558.0,,13.08,,,,,,
,,2006 - 2007,,,,,,,411.0,,13.65
,,2007 - 2008,,,,,,,426.0,,13.46
,,2008 - 2009,,,,,,,392.0,,12.28
,,2009 - 2010,,,,,,,455.0,,13.6
,,2010 - 2011,,,,,,,201.0,,12.31
,,2011 - 2012,,,,,,,471.0,,12.99
,,2012 - 2013,,,,,,,487.0,,12.95
,,2013 - 2014,,,,,,,342.0,,13.22
,,2014 - 2015,,,,,,,284.0,,12.39
,,2015 - 2016,,,,,,,220.0,,12.05
,,2016 - 2017,,,,,,,361.0,,11.17
,,2017 - 2018,,,,,,,361.0,,11.17
,,2018 - 2019,,,,,,,306.0,,11.49
,,2019 - 2020,,,,,,,328.0,,11.74
,,2020 - 2021,,,,,,,315.0,,12.49
,,2021 - 2022,,,,,,,319.0,,11.55
,,2022 - 2023,,,,,,,303.0,,11.57
,Kanpur dehat,2004 - 2005,341.0,,11.62,,,,,,
,,2005 - 2006,317.0,,13.08,,,,,,
,,2006 - 2007,,,,,,,315.0,,13.65
,,2007 - 2008,,,,,,,324.0,,13.46
,,2008 - 2009,,,,,,,282.0,,12.28
,,2009 - 2010,,,,,,,316.0,,13.6
,,2010 - 2011,,,,,,,311.0,,12.32
,,2011 - 2012,,,,,,,360.0,,12.99
,,2012 - 2013,,,,,,,273.0,,12.95
,,2013 - 2014,,,,,,,358.0,,13.22
,,2014 - 2015,,,,,,,209.0,,12.39
,,2015 - 2016,,,,,,,271.0,,12.05
,,2016 - 2017,,,,,,,253.0,,11.17
,,2017 - 2018,,,,,,,273.0,,11.16
,,2018 - 2019,,,,,,,273.0,,12.97
,,2019 - 2020,,,,,,,256.0,,11.74
,,2020 - 2021,,,,,,,265.0,,12.49
,,2021 - 2022,,,,,,,264.0,,11.55
,,2022 - 2023,,,,,,,266.0,,11.58
,Kanpur nagar,2004 - 2005,499.0,,11.62,,,,,,
,,2005 - 2006,480.0,,13.08,,,,,,
,,2006 - 2007,,,,,,,313.0,,13.65
,,2007 - 2008,,,,,,,420.0,,13.46
,,2008 - 2009,,,,,,,353.0,,12.28
,,2009 - 2010,,,,,,,413.0,,13.6
,,2010 - 2011,,,,,,,396.0,,12.31
,,2011 - 2012,,,,,,,379.0,,12.99
,,2012 - 2013,,,,,,,266.0,,12.95
,,2013 - 2014,,,,,,,497.0,,13.22
,,2014 - 2015,,,,,,,322.0,,12.39
,,2015 - 2016,,,,,,,290.0,,12.06
,,2016 - 2017,,,,,,,351.0,,11.17
,,2017 - 2018,,,,,,,381.0,,11.17
,,2018 - 2019,,,,,,,404.0,,11.49
,,2019 - 2020,,,,,,,428.0,,11.74
,,2020 - 2021,,,,,,,371.0,,12.49
,,2021 - 2022,,,,,,,387.0,,11.55
,,2022 - 2023,,,,,,,394.0,,11.58
,Kasganj,2009 - 2010,,,,,,,,,13.6
,,2010 - 2011,,,,,,,,,12.31
,,2011 - 2012,,,,,,,,,12.99
,,2012 - 2013,,,,,,,,,12.95
,,2013 - 2014,,,,,,,,,13.21
,,2014 - 2015,,,,,,,,,12.39
,,2015 - 2016,,,,,,,,,12.05
,,2016 - 2017,,,,,,,,,11.17
,,2017 - 2018,,,,,,,,,11.17
,,2018 - 2019,,,,,,,,,11.49
,,2019 - 2020,,,,,,,,,11.74
,,2020 - 2021,,,,,,,,,12.49
,,2021 - 2022,,,,,,,,,11.55
,,2022 - 2023,,,,,,,,,11.58
,Kaushambi,2004 - 2005,859.0,,11.62,,,,,,
,,2005 - 2006,626.0,,13.08,,,,,,
,,2006 - 2007,,,,,,,637.0,,13.65
,,2007 - 2008,,,,,,,592.0,,13.46
,,2008 - 2009,,,,,,,740.0,,12.28
,,2009 - 2010,,,,,,,691.0,,13.6
,,2010 - 2011,,,,,,,657.0,,12.32
,,2011 - 2012,,,,,,,663.0,,12.99
,,2012 - 2013,,,,,,,512.0,,12.95
,,2013 - 2014,,,,,,,497.0,,13.22
