state,district,year,banana_whole_year_area_hectare,banana_whole_year_production_tonne,banana_whole_year_yield_tonne_per_hectare,banana_kharif_area_hectare,banana_kharif_production_tonne,banana_kharif_yield_tonne_per_hectare,banana_rabi_area_hectare,banana_rabi_production_tonne,banana_rabi_yield_tonne_per_hectare,banana_summer_area_hectare,banana_summer_production_tonne,banana_summer_yield_tonne_per_hectare
,Mayiladuthurai,2020 - 2021,579.0,,39.87,,,,,,,,,
,,2021 - 2022,563.0,,38.63,,,,,,,,,
,,2022 - 2023,544.0,,39.35,,,,,,,,,
,Nagapattinam,2000 - 2001,38.0,966.0,25.42,,,,,,,,,
,,2002 - 2003,750.0,,36.95,,,,,,,,,
,,2003 - 2004,537.0,,35.37,,,,,,,,,
,,2004 - 2005,533.0,,42.48,,,,,,,,,
,,2005 - 2006,616.0,,49.1,,,,,,,,,
,,2006 - 2007,613.0,,53.58,,,,,,,,,
,,2007 - 2008,609.0,,47.74,,,,,,,,,
,,2008 - 2009,578.0,,44.45,,,,,,,,,
,,2009 - 2010,640.0,,43.0,,,,,,,,,
,,2011 - 2012,645.0,,43.69,,,,,,,,,
,,2013 - 2014,575.0,,41.53,,,,,,,,,
,,2014 - 2015,549.0,,40.7,,,,,,,,,
,,2015 - 2016,566.0,,38.32,,,,,,,,,
,,2016 - 2017,595.0,,33.3,,,,,,,,,
,,2017 - 2018,539.0,,38.79,,,,,,,,,
,,2018 - 2019,548.0,,39.84,,,,,,,,,
,,2019 - 2020,634.0,,43.13,,,,,,,,,
,,2020 - 2021,69.0,,39.91,,,,,,,,,
,,2021 - 2022,74.0,,38.65,,,,,,,,,
,,2022 - 2023,106.0,,39.35,,,,,,,,,
,Namakkal,2000 - 2001,,,21.8,,,,,,,,,
,,2002 - 2003,898.0,,36.95,,,,,,,,,
,,2003 - 2004,,,35.37,,,,,,,,,
,,2004 - 2005,902.0,,42.48,,,,,,,,,
,,2005 - 2006,,,49.1,,,,,,,,,
,,2006 - 2007,,,53.58,,,,,,,,,
,,2007 - 2008,,,47.74,,,,,,,,,
,,2008 - 2009,,,44.45,,,,,,,,,
,,2009 - 2010,,,43.0,,,,,,,,,
,,2011 - 2012,,,43.69,,,,,,,,,
,,2013 - 2014,,,30.44,,,,,,,,,
,,2014 - 2015,,,32.15,,,,,,,,,
,,2015 - 2016,,,33.64,,,,,,,,,
,,2016 - 2017,,,36.85,,,,,,,,,
,,2017 - 2018,,,37.21,,,,,,,,,
,,2018 - 2019,,,36.91,,,,,,,,,
,,2019 - 2020,,,38.85,,,,,,,,,
,,2020 - 2021,,,38.82,,,,,,,,,
,,2021 - 2022,,,44.56,,,,,,,,,
,,2022 - 2023,,,39.17,,,,,,,,,
,Perambalur,2000 - 2001,270.0,,35.65,,,,,,,,,
,,2002 - 2003,277.0,,36.95,,,,,,,,,
,,2003 - 2004,304.0,,35.38,,,,,,,,,
,,2004 - 2005,344.0,,42.48,,,,,,,,,
,,2005 - 2006,332.0,,49.11,,,,,,,,,
,,2006 - 2007,335.0,,53.59,,,,,,,,,
,,2007 - 2008,350.0,,47.74,,,,,,,,,
,,2008 - 2009,196.0,,87.55,,,,,,,,,
,,2009 - 2010,214.0,,43.0,,,,,,,,,
,,2011 - 2012,188.0,,43.7,,,,,,,,,
,,2013 - 2014,182.0,,41.53,,,,,,,,,
,,2014 - 2015,169.0,,40.7,,,,,,,,,
,,2015 - 2016,178.0,,38.32,,,,,,,,,
,,2016 - 2017,203.0,,33.25,,,,,,,,,
,,2017 - 2018,176.0,,38.79,,,,,,,,,
,,2018 - 2019,219.0,,39.84,,,,,,,,,
,,2019 - 2020,231.0,,43.06,,,,,,,,,
,,2020 - 2021,236.0,,39.96,,,,,,,,,
,,2021 - 2022,165.0,,38.66,,,,,,,,,
,,2022 - 2023,266.0,,39.35,,,,,,,,,
,Pudukkottai,2000 - 2001,,,30.01,,,,,,,,,
,,2002 - 2003,,,49.45,,,,,,,,,
,,2003 - 2004,,,50.46,,,,,,,,,
,,2004 - 2005,,,46.99,,,,,,,,,
,,2005 - 2006,,,50.52,,,,,,,,,
,,2006 - 2007,,,63.74,,,,,,,,,
,,2007 - 2008,,,55.78,,,,,,,,,
,,2008 - 2009,,,45.87,,,,,,,,,
,,2009 - 2010,,,64.1,,,,,,,,,
,,2011 - 2012,,,66.22,,,,,,,,,
,,2013 - 2014,,,41.12,,,,,,,,,
,,2014 - 2015,,,48.26,,,,,,,,,
,,2015 - 2016,,,48.0,,,,,,,,,
,,2016 - 2017,,,40.67,,,,,,,,,
,,2017 - 2018,,,49.4,,,,,,,,,
,,2018 - 2019,,,39.82,,,,,,,,,
,,2019 - 2020,,,53.91,,,,,,,,,
,,2020 - 2021,,,60.83,,,,,,,,,
,,2021 - 2022,,,61.13,,,,,,,,,
,,2022 - 2023,,,65.33,,,,,,,,,
,Ramanathapuram,2000 - 2001,74.0,,35.7,,,,,,,,,
,,2002 - 2003,169.0,,36.95,,,,,,,,,
,,2003 - 2004,147.0,,35.37,,,,,,,,,
,,2004 - 2005,131.0,,42.47,,,,,,,,,
,,2005 - 2006,88.0,,49.1,,,,,,,,,
,,2006 - 2007,115.0,,53.58,,,,,,,,,
,,2007 - 2008,115.0,,47.74,,,,,,,,,
,,2008 - 2009,384.0,,44.45,,,,,,,,,
,,2009 - 2010,73.0,,43.0,,,,,,,,,
,,2011 - 2012,106.0,,43.7,,,,,,,,,
,,2013 - 2014,155.0,,41.54,,,,,,,,,
,,2014 - 2015,338.0,,40.7,,,,,,,,,
,,2015 - 2016,132.0,,38.32,,,,,,,,,
,,2016 - 2017,109.0,,33.33,,,,,,,,,
,,2017 - 2018,141.0,,38.79,,,,,,,,,
,,2018 - 2019,136.0,,39.82,,,,,,,,,
,,2019 - 2020,148.0,,43.09,,,,,,,,,
,,2020 - 2021,101.0,,39.93,,,,,,,,,
,,2021 - 2022,150.0,,38.69,,,,,,,,,
,,2022 - 2023,177.0,,39.36,,,,,,,,,
,Ranipet,2020 - 2021,,,39.9,,,,,,,,,
,,2021 - 2022,991.0,,38.6,,,,,,,,,
,,2022 - 2023,824.0,,51.41,,,,,,,,,
,Salem,2000 - 2001,839.0,,21.8,,,,,,,,,
,,2002 - 2003,613.0,,36.95,,,,,,,,,
,,2003 - 2004,,,35.37,,,,,,,,,
,,2004 - 2005,,,42.48,,,,,,,,,
,,2005 - 2006,,,49.1,,,,,,,,,
,,2006 - 2007,,,53.58,,,,,,,,,
,,2007 - 2008,,,47.74,,,,,,,,,
,,2008 - 2009,,,44.45,,,,,,,,,
,,2009 - 2010,,,43.0,,,,,,,,,
,,2011 - 2012,,,43.79,,,,,,,,,
,,2013 - 2014,,,41.53,,,,,,,,,
,,2014 - 2015,,,40.7,,,,,,,,,
,,2015 - 2016,,,27.5,,,,,,,,,
,,2016 - 2017,,,24.33,,,,,,,,,
,,2017 - 2018,988.0,,27.14,,,,,,,,,
,,2018 - 2019,,,48.42,,,,,,,,,
,,2019 - 2020,,,31.08,,,,,,,,,
,,2020 - 2021,,,30.62,,,,,,,,,
,,2021 - 2022,,,36.97,,,,,,,,,
,,2022 - 2023,,,33.98,,,,,,,,,
,Sivaganga,2000 - 2001,127.0,,35.0,,,,,,,,,
,,2002 - 2003,690.0,,36.95,,,,,,,,,
,,2003 - 2004,678.0,,35.37,,,,,,,,,
,,2004 - 2005,990.0,,42.48,,,,,,,,,
,,2005 - 2006,936.0,,49.1,,,,,,,,,
,,2006 - 2007,624.0,,53.58,,,,,,,,,
,,2007 - 2008,666.0,,47.74,,,,,,,,,
,,2008 - 2009,735.0,,44.45,,,,,,,,,
,,2009 - 2010,919.0,,43.0,,,,,,,,,
,,2011 - 2012,,,43.69,,,,,,,,,
,,2013 - 2014,,,41.53,,,,,,,,,
,,2014 - 2015,,,40.7,,,,,,,,,
,,2015 - 2016,,,38.32,,,,,,,,,
,,2016 - 2017,881.0,,33.29,,,,,,,,,
,,2017 - 2018,969.0,,38.79,,,,,,,,,
,,2018 - 2019,,,39.8,,,,,,,,,
,,2019 - 2020,,,43.15,,,,,,,,,
,,2020 - 2021,,,44.59,,,,,,,,,
,,2021 - 2022,,,38.6,,,,,,,,,
,,2022 - 2023,,,28.06,,,,,,,,,
,Thanjavur,2000 - 2001,,,25.58,,,,,,,,,
,,2002 - 2003,,,27.38,,,,,,,,,
,,2003 - 2004,,,38.59,,,,,,,,,
,,2004 - 2005,,,25.51,,,,,,,,,
,,2005 - 2006,,,49.3,,,,,,,,,
,,2006 - 2007,,,42.54,,,,,,,,,
,,2007 - 2008,,,39.21,,,,,,,,,
,,2008 - 2009,,,43.99,,,,,,,,,
,,2009 - 2010,,,36.73,,,,,,,,,
,,2011 - 2012,,,37.76,,,,,,,,,
,,2013 - 2014,,,50.9,,,,,,,,,
,,2014 - 2015,,,40.23,,,,,,,,,
,,2015 - 2016,,,46.91,,,,,,,,,
,,2016 - 2017,,,42.49,,,,,,,,,
,,2017 - 2018,,,76.23,,,,,,,,,
,,2018 - 2019,,,8.99,,,,,,,,,
,,2019 - 2020,,,44.94,,,,,,,,,
,,2020 - 2021,,,7.21,,,,,,,,,
,,2021 - 2022,,,46.78,,,,,,,,,
,,2022 - 2023,,,48.67,,,,,,,,,
,The nilgiris,2000 - 2001,147.0,,30.83,,,,,,,,,
,,2002 - 2003,519.0,,14.35,,,,,,,,,
,,2003 - 2004,314.0,,35.38,,,,,,,,,
,,2004 - 2005,545.0,,42.48,,,,,,,,,
,,2005 - 2006,612.0,,49.1,,,,,,,,,
,,2006 - 2007,801.0,,53.58,,,,,,,,,
,,2007 - 2008,755.0,,47.74,,,,,,,,,
,,2008 - 2009,917.0,,44.45,,,,,,,,,
,,2009 - 2010,,,43.0,,,,,,,,,
,,2011 - 2012,883.0,,43.69,,,,,,,,,
,,2013 - 2014,622.0,,41.53,,,,,,,,,
,,2014 - 2015,939.0,,40.71,,,,,,,,,
,,2015 - 2016,862.0,,38.32,,,,,,,,,
,,2016 - 2017,732.0,,33.3,,,,,,,,,
,,2017 - 2018,619.0,,38.79,,,,,,,,,
,,2018 - 2019,572.0,,39.83,,,,,,,,,
,,2019 - 2020,621.0,,43.13,,,,,,,,,
,,2020 - 2021,597.0,,39.94,,,,,,,,,
,,2021 - 2022,709.0,,38.62,,,,,,,,,
,,2022 - 2023,638.0,,39.29,,,,,,,,,
,Theni,2000 - 2001,,,17.56,,,,,,,,,
,,2002 - 2003,,,36.95,,,,,,,,,
,,2003 - 2004,,,35.38,,,,,,,,,
,,2004 - 2005,,,42.48,,,,,,,,,
,,2005 - 2006,,,49.1,,,,,,,,,
,,2006 - 2007,,,53.58,,,,,,,,,
,,2007 - 2008,,,42.5,,,,,,,,,
,,2008 - 2009,,,89.32,,,,,,,,,
,,2009 - 2010,,,77.77,,,,,,,,,
,,2011 - 2012,,,78.68,,,,,,,,,
,,2013 - 2014,,,66.45,,,,,,,,,
,,2014 - 2015,,,58.52,,,,,,,,,
,,2015 - 2016,,,64.09,,,,,,,,,
,,2016 - 2017,,,55.46,,,,,,,,,
,,2017 - 2018,,,69.77,,,,,,,,,
,,2018 - 2019,,,76.48,,,,,,,,,
,,2019 - 2020,,,68.65,,,,,,,,,
,,2020 - 2021,,,68.79,,,,,,,,,
,,2021 - 2022,,,55.73,,,,,,,,,
,,2022 - 2023,,,47.09,,,,,,,,,
,Thenkasi,2020 - 2021,,,39.89,,,,,,,,,
,,2021 - 2022,,,33.67,,,,,,,,,
,,2022 - 2023,,,57.15,,,,,,,,,
,Thiruvallur,2000 - 2001,660.0,,20.72,,,,,,,,,
,,2002 - 2003,917.0,,36.95,,,,,,,,,
,,2003 - 2004,629.0,,35.38,,,,,,,,,
,,2004 - 2005,,,42.48,,,,,,,,,
,,2005 - 2006,,,49.1,,,,,,,,,
,,2006 - 2007,,,53.58,,,,,,,,,
,,2007 - 2008,,,47.74,,,,,,,,,
,,2008 - 2009,,,44.45,,,,,,,,,
,,2009 - 2010,,,43.0,,,,,,,,,
,,2011 - 2012,,,43.69,,,,,,,,,
,,2013 - 2014,710.0,,41.53,,,,,,,,,
,,2014 - 2015,666.0,,40.71,,,,,,,,,
,,2015 - 2016,641.0,,38.32,,,,,,,,,
,,2016 - 2017,689.0,,33.31,,,,,,,,,
,,2017 - 2018,485.0,,38.79,,,,,,,,,
,,2018 - 2019,442.0,,39.86,,,,,,,,,
,,2019 - 2020,594.0,,43.16,,,,,,,,,
,,2020 - 2021,717.0,,39.91,,,,,,,,,
,,2021 - 2022,712.0,,38.6,,,,,,,,,
,,2022 - 2023,670.0,,39.35,,,,,,,,,
,Thiruvarur,2000 - 2001,340.0,,25.58,,,,,,,,,
,,2002 - 2003,300.0,,36.95,,,,,,,,,
,,2003 - 2004,328.0,,35.38,,,,,,,,,
,,2004 - 2005,346.0,,42.48,,,,,,,,,
,,2005 - 2006,420.0,,49.1,,,,,,,,,
,,2006 - 2007,367.0,,53.58,,,,,,,,,
,,2007 - 2008,469.0,,47.74,,,,,,,,,
,,2008 - 2009,402.0,,44.45,,,,,,,,,
,,2009 - 2010,382.0,,43.0,,,,,,,,,
,,2011 - 2012,422.0,,43.69,,,,,,,,,
,,2013 - 2014,359.0,,41.53,,,,,,,,,
,,2014 - 2015,355.0,,40.7,,,,,,,,,
,,2015 - 2016,396.0,,38.32,,,,,,,,,
,,2016 - 2017,418.0,,33.31,,,,,,,,,
,,2017 - 2018,413.0,,38.79,,,,,,,,,
,,2018 - 2019,377.0,,39.84,,,,,,,,,
,,2019 - 2020,372.0,,43.13,,,,,,,,,
,,2020 - 2021,385.0,,39.9,,,,,,,,,
,,2021 - 2022,375.0,,38.61,,,,,,,,,
,,2022 - 2023,391.0,,39.35,,,,,,,,,
,Thoothukudi,2000 - 2001,,,40.32,,,,,,,,,
,,2002 - 2003,,,59.37,,,,,,,,,
,,2003 - 2004,,,46.77,,,,,,,,,
,,2004 - 2005,,,55.75,,,,,,,,,
,,2005 - 2006,,,71.12,,,,,,,,,
,,2006 - 2007,,,66.89,,,,,,,,,
,,2007 - 2008,,,59.5,,,,,,,,,
,,2008 - 2009,,,49.04,,,,,,,,,
,,2009 - 2010,,,57.91,,,,,,,,,
,,2011 - 2012,,,64.85,,,,,,,,,
,,2013 - 2014,,,44.18,,,,,,,,,
,,2014 - 2015,,,40.41,,,,,,,,,
,,2015 - 2016,,,25.82,,,,,,,,,
,,2016 - 2017,,,27.58,,,,,,,,,
,,2017 - 2018,,,40.63,,,,,,,,,
,,2018 - 2019,,,42.91,,,,,,,,,
,,2019 - 2020,,,49.6,,,,,,,,,
,,2020 - 2021,,,42.9,,,,,,,,,
,,2021 - 2022,,,48.14,,,,,,,,,
,,2022 - 2023,,,49.44,,,,,,,,,
,Tiruchirappalli,2000 - 2001,,,35.65,,,,,,,,,
,,2002 - 2003,,,42.59,,,,,,,,,
,,2003 - 2004,,,46.07,,,,,,,,,
,,2004 - 2005,,,49.04,,,,,,,,,
,,2005 - 2006,,,45.58,,,,,,,,,
,,2006 - 2007,,,49.79,,,,,,,,,
,,2007 - 2008,,,42.93,,,,,,,,,
,,2008 - 2009,,,36.49,,,,,,,,,
,,2009 - 2010,,,43.55,,,,,,,,,
,,2011 - 2012,,,55.15,,,,,,,,,
,,2013 - 2014,,,52.61,,,,,,,,,
,,2014 - 2015,,,46.66,,,,,,,,,
,,2015 - 2016,,,39.19,,,,,,,,,
,,2016 - 2017,,,45.42,,,,,,,,,
,,2017 - 2018,,,47.6,,,,,,,,,
,,2018 - 2019,,,36.24,,,,,,,,,
,,2019 - 2020,,,49.74,,,,,,,,,
,,2020 - 2021,,,36.65,,,,,,,,,
,,2021 - 2022,,,48.8,,,,,,,,,
,,2022 - 2023,,,43.85,,,,,,,,,
,Tirunelveli,2000 - 2001,,,31.0,,,,,,,,,
,,2002 - 2003,,,46.41,,,,,,,,,
,,2003 - 2004,,,33.35,,,,,,,,,
,,2004 - 2005,,,48.01,,,,,,,,,
,,2005 - 2006,,,35.82,,,,,,,,,
,,2006 - 2007,,,46.24,,,,,,,,,
,,2007 - 2008,,,38.44,,,,,,,,,
,,2008 - 2009,,,31.42,,,,,,,,,
,,2009 - 2010,,,24.94,,,,,,,,,
,,2011 - 2012,,,23.94,,,,,,,,,
,,2013 - 2014,,,29.44,,,,,,,,,
,,2014 - 2015,,,21.46,,,,,,,,,
,,2015 - 2016,,,31.26,,,,,,,,,
,,2016 - 2017,,,23.23,,,,,,,,,
,,2017 - 2018,,,20.26,,,,,,,,,
,,2018 - 2019,,,25.68,,,,,,,,,
,,2019 - 2020,,,30.71,,,,,,,,,
,,2020 - 2021,,,28.8,,,,,,,,,
,,2021 - 2022,,,23.03,,,,,,,,,
,,2022 - 2023,,,22.25,,,,,,,,,
,Tirupathur,2020 - 2021,,,41.35,,,,,,,,,
,,2021 - 2022,,,21.88,,,,,,,,,
,,2022 - 2023,,,20.73,,,,,,,,,
,Tiruppur,2008 - 2009,,,0.0,,,,,,,,,
,,2009 - 2010,,,39.58,,,,,,,,,
,,2011 - 2012,,,36.77,,,,,,,,,
,,2013 - 2014,,,47.88,,,,,,,,,
,,2014 - 2015,,,40.7,,,,,,,,,
,,2015 - 2016,,,30.57,,,,,,,,,
,,2016 - 2017,,,19.81,,,,,,,,,
,,2017 - 2018,,,18.34,,,,,,,,,
,,2018 - 2019,,,32.81,,,,,,,,,
,,2019 - 2020,,,39.54,,,,,,,,,
,,2020 - 2021,,,48.78,,,,,,,,,
,,2021 - 2022,,,38.39,,,,,,,,,
,,2022 - 2023,,,40.84,,,,,,,,,
,Tiruvannamalai,2000 - 2001,,,38.11,,,,,,,,,
,,2002 - 2003,,,36.95,,,,,,,,,
,,2003 - 2004,664.0,,35.38,,,,,,,,,
,,2004 - 2005,,,42.48,,,,,,,,,
,,2005 - 2006,,,49.1,,,,,,,,,
,,2006 - 2007,,,97.16,,,,,,,,,
,,2007 - 2008,,,75.1,,,,,,,,,
,,2008 - 2009,,,73.88,,,,,,,,,
,,2009 - 2010,,,43.0,,,,,,,,,
,,2011 - 2012,,,43.69,,,,,,,,,
,,2013 - 2014,,,57.02,,,,,,,,,
,,2014 - 2015,,,46.68,,,,,,,,,
,,2015 - 2016,,,33.02,,,,,,,,,
,,2016 - 2017,,,31.91,,,,,,,,,
,,2017 - 2018,,,31.11,,,,,,,,,
,,2018 - 2019,,,34.2,,,,,,,,,
,,2019 - 2020,,,34.71,,,,,,,,,
,,2020 - 2021,,,30.68,,,,,,,,,
,,2021 - 2022,,,23.93,,,,,,,,,
,,2022 - 2023,,,24.38,,,,,,,,,
,Vellore,2000 - 2001,,,33.42,,,,,,,,,
,,2002 - 2003,,,36.95,,,,,,,,,
,,2003 - 2004,,,35.37,,,,,,,,,
,,2004 - 2005,,,42.48,,,,,,,,,
,,2005 - 2006,,,49.1,,,,,,,,,
,,2006 - 2007,,,53.58,,,,,,,,,
,,2007 - 2008,,,79.97,,,,,,,,,
,,2008 - 2009,,,27.79,,,,,,,,,
,,2009 - 2010,,,42.77,,,,,,,,,
,,2011 - 2012,,,48.16,,,,,,,,,
,,2013 - 2014,,,30.6,,,,,,,,,
,,2014 - 2015,,,30.79,,,,,,,,,
,,2015 - 2016,,,41.84,,,,,,,,,
,,2016 - 2017,,,21.84,,,,,,,,,
,,2017 - 2018,,,32.71,,,,,,,,,
,,2018 - 2019,,,36.81,,,,,,,,,
,,2019 - 2020,,,37.09,,,,,,,,,
,,2020 - 2021,,,49.02,,,,,,,,,
,,2021 - 2022,,,24.17,,,,,,,,,
,,2022 - 2023,,,45.75,,,,,,,,,
,Villupuram,2000 - 2001,,,29.42,,,,,,,,,
,,2002 - 2003,,,18.65,,,,,,,,,
,,2003 - 2004,862.0,,22.83,,,,,,,,,
,,2004 - 2005,,,42.48,,,,,,,,,
,,2005 - 2006,,,49.1,,,,,,,,,
,,2006 - 2007,,,53.58,,,,,,,,,
,,2007 - 2008,,,47.74,,,,,,,,,
,,2008 - 2009,,,44.45,,,,,,,,,
,,2009 - 2010,,,43.0,,,,,,,,,
,,2011 - 2012,,,43.69,,,,,,,,,
,,2013 - 2014,975.0,,41.53,,,,,,,,,
,,2014 - 2015,881.0,,40.7,,,,,,,,,
,,2015 - 2016,,,38.32,,,,,,,,,
,,2016 - 2017,973.0,,33.28,,,,,,,,,
,,2017 - 2018,812.0,,38.79,,,,,,,,,
,,2018 - 2019,,,39.81,,,,,,,,,
,,2019 - 2020,,,43.13,,,,,,,,,
,,2020 - 2021,,,44.48,,,,,,,,,
,,2021 - 2022,,,41.41,,,,,,,,,
,,2022 - 2023,,,19.82,,,,,,,,,
,Virudhunagar,2000 - 2001,459.0,,34.34,,,,,,,,,
,,2002 - 2003,934.0,,36.95,,,,,,,,,
,,2003 - 2004,760.0,,35.38,,,,,,,,,
,,2004 - 2005,510.0,,42.48,,,,,,,,,
,,2005 - 2006,791.0,,49.1,,,,,,,,,
,,2006 - 2007,973.0,,53.58,,,,,,,,,
,,2007 - 2008,961.0,,47.74,,,,,,,,,
,,2008 - 2009,863.0,,44.45,,,,,,,,,
,,2009 - 2010,837.0,,43.0,,,,,,,,,
,,2011 - 2012,917.0,,43.69,,,,,,,,,
,,2013 - 2014,866.0,,41.53,,,,,,,,,
,,2014 - 2015,759.0,,40.7,,,,,,,,,
,,2015 - 2016,867.0,,38.32,,,,,,,,,
,,2016 - 2017,859.0,,33.3,,,,,,,,,
,,2017 - 2018,809.0,,38.79,,,,,,,,,
,,2018 - 2019,,,39.81,,,,,,,,,
,,2019 - 2020,949.0,,43.12,,,,,,,,,
,,2020 - 2021,,,40.53,,,,,,,,,
,,2021 - 2022,,,38.6,,,,,,,,,
,,2022 - 2023,,,38.39,,,,,,,,,
Telangana,Adilabad,2000 - 2001,159.0,51.0,0.32,,,,,,,,,
,,2001 - 2002,225.0,,22.5,,,,,,,,,
,,2002 - 2003,13.0,317.0,24.38,,,,,,,,,
,,2003 - 2004,110.0,,14.0,,,,,,,,,
,,2004 - 2005,71.0,,24.75,,,,,,,,,
,,2006 - 2007,41.0,998.0,24.34,,,,,,,,,
,,2009 - 2010,188.0,,30.15,,,,,,,,,
,,2010 - 2011,6.0,196.0,32.67,,,,,,,,,
,,2014 - 2015,,,,11.0,464.0,42.18,,,,,,
,,2015 - 2016,,,,20.0,957.0,47.85,,,,,,
,,2016 - 2017,,,,28.0,,46.25,,,,,,
,,2017 - 2018,,,,12.0,773.0,64.42,,,,,,
,,2018 - 2019,,,,11.0,677.0,61.55,,,,,,
,,2019 - 2020,,,,17.0,,59.12,,,,,,
,,2020 - 2021,,,,17.0,793.0,46.65,,,,,,
,,2021 - 2022,,,,17.0,580.0,34.12,,,,,,
,,2022 - 2023,,,,17.0,717.0,42.18,,,,,,
,Bhadradri,2016 - 2017,,,,430.0,,57.04,,,,,,
,,2017 - 2018,,,,589.0,,65.32,,,,,,
,,2018 - 2019,,,,351.0,,58.23,,,,,,
,,2019 - 2020,,,,358.0,,47.18,,,,,,
,,2020 - 2021,,,,437.0,,27.77,,,,,,
,,2021 - 2022,,,,759.0,,34.1,,,,,,
,,2022 - 2023,,,,759.0,,26.75,,,,,,
,Jagitial,2017 - 2018,,,,86.0,,64.42,,,,,,
,,2018 - 2019,,,,26.0,,61.58,,,,,,
,,2019 - 2020,,,,36.0,,59.11,,,,,,
,,2020 - 2021,,,,22.0,,46.68,,,,,,
,,2021 - 2022,,,,23.0,784.0,34.09,,,,,,
,,2022 - 2023,,,,23.0,970.0,42.17,,,,,,
,Jangoan,2018 - 2019,,,,2.0,123.0,61.5,,,,,,
,,2020 - 2021,,,,2.0,93.0,46.5,,,,,,
,,2021 - 2022,,,,5.0,171.0,34.2,,,,,,
,,2022 - 2023,,,,5.0,211.0,42.2,,,,,,
,Jayashankar,2016 - 2017,,,,94.0,,46.27,,,,,,
,,2017 - 2018,,,,148.0,,64.42,,,,,,
,,2018 - 2019,,,,41.0,,61.56,,,,,,
,,2019 - 2020,,,,57.0,,59.11,,,,,,
,,2020 - 2021,,,,81.0,,46.67,,,,,,
,,2021 - 2022,,,,52.0,,34.1,,,,,,
,,2022 - 2023,,,,52.0,,42.19,,,,,,
,Jogulamba,2016 - 2017,,,,24.0,,46.25,,,,,,
,,2017 - 2018,,,,28.0,,64.43,,,,,,
,,2018 - 2019,,,,20.0,,61.55,,,,,,
,,2021 - 2022,,,,3.0,102.0,34.0,,,,,,
,,2022 - 2023,,,,3.0,127.0,42.33,,,,,,
,Kamareddy,2016 - 2017,,,,17.0,787.0,46.29,,,,,,
,,2017 - 2018,,,,21.0,,64.43,,,,,,
,,2018 - 2019,,,,21.0,,61.57,,,,,,
,,2019 - 2020,,,,24.0,,59.13,,,,,,
,,2020 - 2021,,,,11.0,513.0,46.64,,,,,,
,,2021 - 2022,,,,8.0,273.0,34.13,,,,,,
,,2022 - 2023,,,,8.0,337.0,42.13,,,,,,
,Karimnagar,2000 - 2001,1.0,,0.0,,,,,,,,,
,,2001 - 2002,1.0,,0.0,,,,,,,,,
,,2002 - 2003,9.0,220.0,24.44,,,,,,,,,
,,2004 - 2005,12.0,297.0,24.75,,,,,,,,,
,,2005 - 2006,33.0,690.0,20.91,,,,,,,,,
,,2006 - 2007,16.0,389.0,24.31,,,,,,,,,
,,2013 - 2014,14.0,436.0,31.14,,,,,,,,,
,,2014 - 2015,,,,31.0,,42.16,,,,,,
,,2015 - 2016,,,,50.0,,47.84,,,,,,
,,2016 - 2017,,,,4.0,185.0,46.25,,,,,,
,,2017 - 2018,,,,9.0,580.0,64.44,,,,,,
,,2018 - 2019,,,,8.0,493.0,61.63,,,,,,
,,2019 - 2020,,,,23.0,,59.09,,,,,,
,,2020 - 2021,,,,19.0,887.0,46.68,,,,,,
,,2021 - 2022,,,,26.0,887.0,34.12,,,,,,
,,2022 - 2023,,,,26.0,,42.19,,,,,,
,Khammam,2000 - 2001,754.0,,24.07,,,,,,,,,
,,2001 - 2002,673.0,,20.33,,,,,,,,,
,,2002 - 2003,735.0,,24.4,,,,,,,,,
,,2003 - 2004,859.0,,14.0,,,,,,,,,
,,2004 - 2005,935.0,,24.74,,,,,,,,,
,,2005 - 2006,497.0,,0.0,,,,,,,,,
,,2006 - 2007,983.0,,24.34,,,,,,,,,
,,2008 - 2009,517.0,,25.47,,,,,,,,,
,,2009 - 2010,538.0,,30.15,,,,,,,,,
,,2010 - 2011,,,32.62,,,,,,,,,
,,2011 - 2012,991.0,,37.17,,,,,,,,,
,,2013 - 2014,668.0,,31.14,,,,,,,,,
,,2014 - 2015,,,,358.0,,43.35,,,,,,
,,2015 - 2016,,,,386.0,,59.83,,,,,,
,,2016 - 2017,,,,37.0,,57.03,,,,,,
,,2017 - 2018,,,,31.0,,64.42,,,,,,
,,2018 - 2019,,,,41.0,,61.56,,,,,,
,,2019 - 2020,,,,27.0,,59.11,,,,,,
,,2020 - 2021,,,,100.0,,46.67,,,,,,
,,2021 - 2022,,,,138.0,,34.1,,,,,,
,,2022 - 2023,,,,138.0,,42.18,,,,,,
,Komaram bheem asifabad,2016 - 2017,,,,8.0,370.0,46.25,,,,,,
,,2017 - 2018,,,,8.0,515.0,64.38,,,,,,
,,2018 - 2019,,,,11.0,677.0,61.55,,,,,,
,,2019 - 2020,,,,18.0,,59.11,,,,,,
,,2020 - 2021,,,,12.0,560.0,46.67,,,,,,
,,2021 - 2022,,,,12.0,409.0,34.08,,,,,,
,,2022 - 2023,,,,12.0,506.0,42.17,,,,,,
,Mahabubabad,2017 - 2018,,,,6.0,387.0,64.5,,,,,,
,,2018 - 2019,,,,4.0,246.0,61.5,,,,,,
,,2019 - 2020,,,,8.0,473.0,59.13,,,,,,
,,2020 - 2021,,,,1.0,47.0,47.0,,,,,,
,,2021 - 2022,,,,3.0,102.0,34.0,,,,,,
