state,district,year,barley_rabi_area_hectare,barley_rabi_production_tonne,barley_rabi_yield_tonne_per_hectare,barley_kharif_area_hectare,barley_kharif_production_tonne,barley_kharif_yield_tonne_per_hectare,barley_summer_area_hectare,barley_summer_production_tonne,barley_summer_yield_tonne_per_hectare,barley_whole_year_area_hectare,barley_whole_year_production_tonne,barley_whole_year_yield_tonne_per_hectare
,Muzaffarnagar,2000 - 2001,,,2.28,,,,,,,,,
,,2001 - 2002,708.0,,2.47,,,,,,,,,
,,2002 - 2003,739.0,,2.45,,,,,,,,,
,,2003 - 2004,640.0,,2.37,,,,,,,,,
,,2004 - 2005,508.0,,2.11,,,,,,,,,
,,2005 - 2006,664.0,,2.04,,,,,,,,,
,,2006 - 2007,451.0,974.0,2.16,,,,,,,,,
,,2007 - 2008,415.0,918.0,2.21,,,,,,,,,
,,2008 - 2009,375.0,872.0,2.33,,,,,,,,,
,,2009 - 2010,385.0,883.0,2.29,,,,,,,,,
,,2010 - 2011,314.0,824.0,2.62,,,,,,,,,
,,2011 - 2012,357.0,970.0,2.72,,,,,,,,,
,,2012 - 2013,141.0,376.0,2.67,,,,,,,,,
,,2013 - 2014,172.0,494.0,2.87,,,,,,,,,
,,2014 - 2015,144.0,247.0,1.72,,,,,,,,,
,,2015 - 2016,258.0,562.0,2.18,,,,,,,,,
,,2016 - 2017,161.0,450.0,2.8,,,,,,,,,
,,2017 - 2018,128.0,364.0,2.84,,,,,,,,,
,,2018 - 2019,86.0,264.0,3.07,,,,,,,,,
,,2019 - 2020,159.0,521.0,3.28,,,,,,,,,
,,2020 - 2021,177.0,555.0,3.14,,,,,,,,,
,,2021 - 2022,205.0,622.0,3.03,,,,,,,,,
,,2022 - 2023,205.0,629.0,3.07,,,,,,,,,
,Pilibhit,2000 - 2001,41.0,93.0,2.27,,,,,,,,,
,,2001 - 2002,31.0,77.0,2.48,,,,,,,,,
,,2002 - 2003,34.0,61.0,1.79,,,,,,,,,
,,2003 - 2004,26.0,67.0,2.58,,,,,,,,,
,,2004 - 2005,14.0,30.0,2.14,,,,,,,,,
,,2005 - 2006,30.0,61.0,2.03,,,,,,,,,
,,2006 - 2007,13.0,28.0,2.15,,,,,,,,,
,,2007 - 2008,21.0,46.0,2.19,,,,,,,,,
,,2008 - 2009,17.0,46.0,2.71,,,,,,,,,
,,2009 - 2010,5.0,11.0,2.2,,,,,,,,,
,,2010 - 2011,5.0,13.0,2.6,,,,,,,,,
,,2011 - 2012,5.0,15.0,3.0,,,,,,,,,
,,2012 - 2013,5.0,14.0,2.8,,,,,,,,,
,,2013 - 2014,2.0,6.0,3.0,,,,,,,,,
,,2014 - 2015,398.0,683.0,1.72,,,,,,,,,
,,2015 - 2016,3.0,7.0,2.33,,,,,,,,,
,,2016 - 2017,4.0,10.0,2.5,,,,,,,,,
,,2017 - 2018,2.0,6.0,3.0,,,,,,,,,
,,2018 - 2019,5.0,15.0,3.0,,,,,,,,,
,,2020 - 2021,2.0,6.0,3.0,,,,,,,,,
,,2021 - 2022,2.0,6.0,3.0,,,,,,,,,
,,2022 - 2023,2.0,6.0,3.0,,,,,,,,,
,Pratapgarh,2000 - 2001,,,1.33,,,,,,,,,
,,2001 - 2002,,,1.63,,,,,,,,,
,,2002 - 2003,,,1.76,,,,,,,,,
,,2003 - 2004,,,1.71,,,,,,,,,
,,2004 - 2005,,,1.22,,,,,,,,,
,,2005 - 2006,,,1.12,,,,,,,,,
,,2006 - 2007,,,1.49,,,,,,,,,
,,2007 - 2008,827.0,809.0,0.98,,,,,,,,,
,,2008 - 2009,,995.0,0.83,,,,,,,,,
,,2009 - 2010,,,1.34,,,,,,,,,
,,2010 - 2011,549.0,,1.84,,,,,,,,,
,,2011 - 2012,,,1.92,,,,,,,,,
,,2012 - 2013,,,2.76,,,,,,,,,
,,2013 - 2014,895.0,,3.35,,,,,,,,,
,,2014 - 2015,777.0,,1.46,,,,,,,,,
,,2015 - 2016,720.0,,2.07,,,,,,,,,
,,2016 - 2017,983.0,,2.53,,,,,,,,,
,,2017 - 2018,980.0,,2.77,,,,,,,,,
,,2018 - 2019,948.0,,3.04,,,,,,,,,
,,2019 - 2020,957.0,,2.42,,,,,,,,,
,,2020 - 2021,,,3.04,,,,,,,,,
,,2021 - 2022,,,2.82,,,,,,,,,
,,2022 - 2023,,,2.06,,,,,,,,,
,Rae bareli,2000 - 2001,,,1.46,,,,,,,,,
,,2001 - 2002,,,1.5,,,,,,,,,
,,2002 - 2003,,,1.74,,,,,,,,,
,,2003 - 2004,,,1.86,,,,,,,,,
,,2004 - 2005,,,1.59,,,,,,,,,
,,2005 - 2006,,,1.57,,,,,,,,,
,,2006 - 2007,,,1.66,,,,,,,,,
,,2007 - 2008,,,1.87,,,,,,,,,
,,2008 - 2009,,,1.89,,,,,,,,,
,,2009 - 2010,,,1.39,,,,,,,,,
,,2010 - 2011,,,1.96,,,,,,,,,
,,2011 - 2012,,,2.31,,,,,,,,,
,,2012 - 2013,,,2.02,,,,,,,,,
,,2013 - 2014,,,2.51,,,,,,,,,
,,2014 - 2015,,,1.36,,,,,,,,,
,,2015 - 2016,,,0.88,,,,,,,,,
,,2016 - 2017,,,2.74,,,,,,,,,
,,2017 - 2018,,,2.28,,,,,,,,,
,,2018 - 2019,,,2.8,,,,,,,,,
,,2019 - 2020,,,2.67,,,,,,,,,
,,2020 - 2021,,,2.68,,,,,,,,,
,,2021 - 2022,,,2.72,,,,,,,,,
,,2022 - 2023,,,3.05,,,,,,,,,
,Rampur,2000 - 2001,53.0,121.0,2.28,,,,,,,,,
,,2001 - 2002,54.0,133.0,2.46,,,,,,,,,
,,2002 - 2003,24.0,59.0,2.46,,,,,,,,,
,,2003 - 2004,37.0,87.0,2.35,,,,,,,,,
,,2004 - 2005,28.0,59.0,2.11,,,,,,,,,
,,2005 - 2006,73.0,149.0,2.04,,,,,,,,,
,,2006 - 2007,41.0,88.0,2.15,,,,,,,,,
,,2007 - 2008,,,2.21,,,,,,,,,
,,2008 - 2009,7.0,16.0,2.29,,,,,,,,,
,,2009 - 2010,29.0,66.0,2.28,,,,,,,,,
,,2010 - 2011,1.0,3.0,3.0,,,,,,,,,
,,2011 - 2012,255.0,693.0,2.72,,,,,,,,,
,,2016 - 2017,1.0,3.0,3.0,,,,,,,,,
,,2017 - 2018,9.0,26.0,2.89,,,,,,,,,
,Saharanpur,2000 - 2001,127.0,289.0,2.28,,,,,,,,,
,,2001 - 2002,121.0,299.0,2.47,,,,,,,,,
,,2002 - 2003,88.0,216.0,2.45,,,,,,,,,
,,2003 - 2004,86.0,204.0,2.37,,,,,,,,,
,,2004 - 2005,82.0,173.0,2.11,,,,,,,,,
,,2005 - 2006,75.0,153.0,2.04,,,,,,,,,
,,2006 - 2007,44.0,95.0,2.16,,,,,,,,,
,,2007 - 2008,123.0,272.0,2.21,,,,,,,,,
,,2008 - 2009,267.0,621.0,2.33,,,,,,,,,
,,2009 - 2010,100.0,229.0,2.29,,,,,,,,,
,,2010 - 2011,45.0,118.0,2.62,,,,,,,,,
,,2011 - 2012,46.0,125.0,2.72,,,,,,,,,
,,2012 - 2013,29.0,77.0,2.66,,,,,,,,,
,,2013 - 2014,74.0,213.0,2.88,,,,,,,,,
,,2014 - 2015,14.0,24.0,1.71,,,,,,,,,
,,2015 - 2016,22.0,48.0,2.18,,,,,,,,,
,,2016 - 2017,84.0,235.0,2.8,,,,,,,,,
,,2017 - 2018,40.0,114.0,2.85,,,,,,,,,
,,2018 - 2019,48.0,147.0,3.06,,,,,,,,,
,,2019 - 2020,22.0,92.0,4.18,,,,,,,,,
,,2020 - 2021,63.0,198.0,3.14,,,,,,,,,
,,2021 - 2022,47.0,143.0,3.04,,,,,,,,,
,,2022 - 2023,47.0,144.0,3.06,,,,,,,,,
,Sambhal,2012 - 2013,738.0,,2.67,,,,,,,,,
,,2013 - 2014,747.0,,2.87,,,,,,,,,
,,2014 - 2015,650.0,,1.71,,,,,,,,,
,,2015 - 2016,669.0,,2.18,,,,,,,,,
,,2016 - 2017,821.0,,2.8,,,,,,,,,
,,2017 - 2018,482.0,,2.85,,,,,,,,,
,,2018 - 2019,455.0,,3.07,,,,,,,,,
,,2019 - 2020,631.0,,3.28,,,,,,,,,
,,2020 - 2021,726.0,,3.14,,,,,,,,,
,,2021 - 2022,757.0,,3.03,,,,,,,,,
,,2022 - 2023,757.0,,3.07,,,,,,,,,
,Sant kabeer nagar,2000 - 2001,523.0,,2.34,,,,,,,,,
,,2001 - 2002,493.0,,2.67,,,,,,,,,
,,2002 - 2003,554.0,,2.48,,,,,,,,,
,,2003 - 2004,563.0,,2.29,,,,,,,,,
,,2004 - 2005,565.0,,2.03,,,,,,,,,
,,2005 - 2006,451.0,900.0,2.0,,,,,,,,,
,,2006 - 2007,608.0,,2.12,,,,,,,,,
,,2007 - 2008,496.0,,2.2,,,,,,,,,
,,2008 - 2009,45.0,99.0,2.2,,,,,,,,,
,,2009 - 2010,470.0,,2.29,,,,,,,,,
,,2010 - 2011,535.0,,2.6,,,,,,,,,
,,2011 - 2012,536.0,,2.69,,,,,,,,,
,,2012 - 2013,48.0,128.0,2.67,,,,,,,,,
,,2013 - 2014,477.0,,2.88,,,,,,,,,
,,2014 - 2015,324.0,556.0,1.72,,,,,,,,,
,,2015 - 2016,380.0,832.0,2.19,,,,,,,,,
,,2016 - 2017,445.0,,2.8,,,,,,,,,
,,2017 - 2018,465.0,,2.85,,,,,,,,,
,,2018 - 2019,427.0,,3.07,,,,,,,,,
,,2019 - 2020,674.0,,3.25,,,,,,,,,
,,2020 - 2021,549.0,,3.14,,,,,,,,,
,,2021 - 2022,683.0,,3.03,,,,,,,,,
,,2022 - 2023,683.0,,3.07,,,,,,,,,
,Sant ravidas nagar,2000 - 2001,422.0,525.0,1.24,,,,,,,,,
,,2001 - 2002,530.0,715.0,1.35,,,,,,,,,
,,2002 - 2003,266.0,256.0,0.96,,,,,,,,,
,,2003 - 2004,260.0,292.0,1.12,,,,,,,,,
,,2004 - 2005,247.0,174.0,0.7,,,,,,,,,
,,2005 - 2006,393.0,269.0,0.68,,,,,,,,,
,,2006 - 2007,,,1.05,,,,,,,,,
,,2007 - 2008,222.0,157.0,0.71,,,,,,,,,
,,2008 - 2009,190.0,203.0,1.07,,,,,,,,,
,,2009 - 2010,206.0,174.0,0.84,,,,,,,,,
,,2010 - 2011,143.0,196.0,1.37,,,,,,,,,
,,2011 - 2012,205.0,426.0,2.08,,,,,,,,,
,,2012 - 2013,323.0,484.0,1.5,,,,,,,,,
,,2013 - 2014,361.0,767.0,2.12,,,,,,,,,
,,2014 - 2015,261.0,406.0,1.56,,,,,,,,,
,,2015 - 2016,257.0,243.0,0.95,,,,,,,,,
,,2016 - 2017,386.0,619.0,1.6,,,,,,,,,
,,2017 - 2018,265.0,307.0,1.16,,,,,,,,,
,,2018 - 2019,257.0,521.0,2.03,,,,,,,,,
,,2019 - 2020,394.0,,3.23,,,,,,,,,
,,2020 - 2021,344.0,,3.1,,,,,,,,,
,,2021 - 2022,309.0,759.0,2.46,,,,,,,,,
,,2022 - 2023,309.0,948.0,3.07,,,,,,,,,
,Shahjahanpur,2000 - 2001,628.0,,2.28,,,,,,,,,
,,2001 - 2002,552.0,,2.47,,,,,,,,,
,,2002 - 2003,517.0,933.0,1.8,,,,,,,,,
,,2003 - 2004,760.0,,2.59,,,,,,,,,
,,2004 - 2005,680.0,,2.11,,,,,,,,,
,,2005 - 2006,574.0,,2.04,,,,,,,,,
,,2006 - 2007,680.0,,2.16,,,,,,,,,
,,2007 - 2008,,,2.21,,,,,,,,,
,,2008 - 2009,,,2.73,,,,,,,,,
,,2009 - 2010,,,2.29,,,,,,,,,
,,2010 - 2011,,,2.62,,,,,,,,,
,,2011 - 2012,417.0,,2.9,,,,,,,,,
,,2012 - 2013,107.0,285.0,2.66,,,,,,,,,
,,2013 - 2014,63.0,174.0,2.76,,,,,,,,,
,,2014 - 2015,,,1.71,,,,,,,,,
,,2015 - 2016,226.0,557.0,2.46,,,,,,,,,
,,2016 - 2017,215.0,541.0,2.52,,,,,,,,,
,,2017 - 2018,258.0,734.0,2.84,,,,,,,,,
,,2018 - 2019,155.0,475.0,3.06,,,,,,,,,
,,2019 - 2020,255.0,836.0,3.28,,,,,,,,,
,,2020 - 2021,250.0,785.0,3.14,,,,,,,,,
,,2021 - 2022,235.0,713.0,3.03,,,,,,,,,
,,2022 - 2023,235.0,721.0,3.07,,,,,,,,,
,Shamli,2012 - 2013,161.0,429.0,2.66,,,,,,,,,
,,2013 - 2014,175.0,503.0,2.87,,,,,,,,,
,,2014 - 2015,103.0,177.0,1.72,,,,,,,,,
,,2015 - 2016,97.0,211.0,2.18,,,,,,,,,
,,2016 - 2017,105.0,293.0,2.79,,,,,,,,,
,,2017 - 2018,59.0,168.0,2.85,,,,,,,,,
,,2018 - 2019,86.0,264.0,3.07,,,,,,,,,
,,2019 - 2020,73.0,239.0,3.27,,,,,,,,,
,,2020 - 2021,83.0,260.0,3.13,,,,,,,,,
,,2021 - 2022,137.0,416.0,3.04,,,,,,,,,
,,2022 - 2023,137.0,420.0,3.07,,,,,,,,,
,Shravasti,2000 - 2001,337.0,721.0,2.14,,,,,,,,,
,,2001 - 2002,137.0,340.0,2.48,,,,,,,,,
,,2002 - 2003,84.0,207.0,2.46,,,,,,,,,
,,2003 - 2004,91.0,204.0,2.24,,,,,,,,,
,,2004 - 2005,61.0,123.0,2.02,,,,,,,,,
,,2005 - 2006,111.0,197.0,1.77,,,,,,,,,
,,2006 - 2007,50.0,100.0,2.0,,,,,,,,,
,,2007 - 2008,78.0,173.0,2.22,,,,,,,,,
,,2008 - 2009,198.0,458.0,2.31,,,,,,,,,
,,2009 - 2010,234.0,525.0,2.24,,,,,,,,,
,,2010 - 2011,42.0,107.0,2.55,,,,,,,,,
,,2011 - 2012,149.0,400.0,2.68,,,,,,,,,
,,2012 - 2013,159.0,423.0,2.66,,,,,,,,,
,,2013 - 2014,38.0,109.0,2.87,,,,,,,,,
,,2014 - 2015,163.0,280.0,1.72,,,,,,,,,
,,2015 - 2016,98.0,214.0,2.18,,,,,,,,,
,,2016 - 2017,62.0,173.0,2.79,,,,,,,,,
,,2017 - 2018,54.0,154.0,2.85,,,,,,,,,
,,2018 - 2019,151.0,462.0,3.06,,,,,,,,,
,,2019 - 2020,11.0,36.0,3.27,,,,,,,,,
,,2020 - 2021,51.0,160.0,3.14,,,,,,,,,
,,2021 - 2022,63.0,191.0,3.03,,,,,,,,,
,,2022 - 2023,63.0,193.0,3.06,,,,,,,,,
,Siddharth nagar,2000 - 2001,187.0,438.0,2.34,,,,,,,,,
,,2001 - 2002,517.0,,2.67,,,,,,,,,
,,2002 - 2003,122.0,303.0,2.48,,,,,,,,,
,,2003 - 2004,64.0,146.0,2.28,,,,,,,,,
,,2004 - 2005,77.0,156.0,2.03,,,,,,,,,
,,2005 - 2006,93.0,186.0,2.0,,,,,,,,,
,,2006 - 2007,3.0,7.0,2.33,,,,,,,,,
,,2007 - 2008,7.0,16.0,2.29,,,,,,,,,
,,2008 - 2009,7.0,15.0,2.14,,,,,,,,,
,,2009 - 2010,6.0,14.0,2.33,,,,,,,,,
,,2010 - 2011,6.0,15.0,2.5,,,,,,,,,
,,2011 - 2012,5.0,13.0,2.6,,,,,,,,,
,,2012 - 2013,5.0,13.0,2.6,,,,,,,,,
,,2013 - 2014,7.0,20.0,2.86,,,,,,,,,
,,2014 - 2015,6.0,10.0,1.67,,,,,,,,,
,,2015 - 2016,6.0,13.0,2.17,,,,,,,,,
,,2016 - 2017,5.0,14.0,2.8,,,,,,,,,
,,2017 - 2018,7.0,20.0,2.86,,,,,,,,,
,,2018 - 2019,7.0,21.0,3.0,,,,,,,,,
,,2019 - 2020,6.0,20.0,3.33,,,,,,,,,
,,2020 - 2021,6.0,19.0,3.17,,,,,,,,,
,,2021 - 2022,7.0,21.0,3.0,,,,,,,,,
,,2022 - 2023,7.0,21.0,3.0,,,,,,,,,
,Sitapur,2000 - 2001,,,1.7,,,,,,,,,
,,2001 - 2002,,,1.64,,,,,,,,,
,,2002 - 2003,,,1.74,,,,,,,,,
,,2003 - 2004,,,1.86,,,,,,,,,
,,2004 - 2005,,,1.59,,,,,,,,,
,,2005 - 2006,,,1.57,,,,,,,,,
,,2006 - 2007,,,1.66,,,,,,,,,
,,2007 - 2008,,,1.87,,,,,,,,,
,,2008 - 2009,,,1.89,,,,,,,,,
,,2009 - 2010,,,1.39,,,,,,,,,
,,2010 - 2011,,,1.96,,,,,,,,,
,,2011 - 2012,,,2.31,,,,,,,,,
,,2012 - 2013,709.0,,2.02,,,,,,,,,
,,2013 - 2014,565.0,,2.51,,,,,,,,,
,,2014 - 2015,568.0,771.0,1.36,,,,,,,,,
,,2015 - 2016,430.0,377.0,0.88,,,,,,,,,
,,2016 - 2017,608.0,,2.74,,,,,,,,,
,,2017 - 2018,638.0,,2.62,,,,,,,,,
,,2018 - 2019,651.0,,2.8,,,,,,,,,
,,2019 - 2020,631.0,,3.14,,,,,,,,,
,,2020 - 2021,648.0,,2.84,,,,,,,,,
,,2021 - 2022,750.0,,2.71,,,,,,,,,
,,2022 - 2023,750.0,,3.05,,,,,,,,,
,Sonbhadra,2000 - 2001,,,0.88,,,,,,,,,
,,2001 - 2002,,,1.04,,,,,,,,,
,,2002 - 2003,,,0.99,,,,,,,,,
,,2003 - 2004,,,1.05,,,,,,,,,
,,2004 - 2005,,,0.66,,,,,,,,,
,,2005 - 2006,,,0.42,,,,,,,,,
,,2006 - 2007,,,0.86,,,,,,,,,
,,2007 - 2008,,,0.71,,,,,,,,,
,,2008 - 2009,,,0.86,,,,,,,,,
,,2009 - 2010,,,0.85,,,,,,,,,
,,2010 - 2011,,,0.9,,,,,,,,,
,,2011 - 2012,,,1.09,,,,,,,,,
,,2012 - 2013,,,1.5,,,,,,,,,
,,2013 - 2014,,,2.12,,,,,,,,,
,,2014 - 2015,,,1.5,,,,,,,,,
,,2015 - 2016,,,0.95,,,,,,,,,
,,2016 - 2017,,,1.77,,,,,,,,,
,,2017 - 2018,,,1.17,,,,,,,,,
,,2018 - 2019,,,1.94,,,,,,,,,
,,2019 - 2020,,,2.86,,,,,,,,,
,,2020 - 2021,,,2.83,,,,,,,,,
,,2021 - 2022,,,2.38,,,,,,,,,
,,2022 - 2023,,,3.07,,,,,,,,,
,Sultanpur,2000 - 2001,,,2.14,,,,,,,,,
,,2001 - 2002,,,2.38,,,,,,,,,
,,2002 - 2003,,,2.45,,,,,,,,,
,,2003 - 2004,,,2.28,,,,,,,,,
,,2004 - 2005,,,2.04,,,,,,,,,
,,2005 - 2006,,,1.86,,,,,,,,,
,,2006 - 2007,,,2.09,,,,,,,,,
,,2007 - 2008,,,1.84,,,,,,,,,
,,2008 - 2009,,,2.25,,,,,,,,,
,,2009 - 2010,840.0,,2.15,,,,,,,,,
,,2010 - 2011,,,2.24,,,,,,,,,
,,2011 - 2012,,,2.62,,,,,,,,,
,,2012 - 2013,,,2.68,,,,,,,,,
,,2013 - 2014,,,2.9,,,,,,,,,
,,2014 - 2015,,,1.72,,,,,,,,,
,,2015 - 2016,909.0,,2.18,,,,,,,,,
,,2016 - 2017,897.0,,2.77,,,,,,,,,
,,2017 - 2018,766.0,,2.85,,,,,,,,,
,,2018 - 2019,,,3.06,,,,,,,,,
,,2019 - 2020,,,3.19,,,,,,,,,
,,2020 - 2021,,,3.14,,,,,,,,,
,,2021 - 2022,,,3.03,,,,,,,,,
,,2022 - 2023,,,3.07,,,,,,,,,
,Unnao,2000 - 2001,,,1.7,,,,,,,,,
,,2001 - 2002,,,1.64,,,,,,,,,
,,2002 - 2003,,,1.74,,,,,,,,,
,,2003 - 2004,,,1.86,,,,,,,,,
,,2004 - 2005,,,1.59,,,,,,,,,
,,2005 - 2006,,,1.57,,,,,,,,,
,,2006 - 2007,,,1.66,,,,,,,,,
,,2007 - 2008,,,1.87,,,,,,,,,
,,2008 - 2009,,,1.89,,,,,,,,,
,,2009 - 2010,,,1.39,,,,,,,,,
,,2010 - 2011,,,1.96,,,,,,,,,
,,2011 - 2012,,,2.31,,,,,,,,,
,,2012 - 2013,,,2.02,,,,,,,,,
,,2013 - 2014,,,2.51,,,,,,,,,
,,2014 - 2015,,,1.36,,,,,,,,,
,,2015 - 2016,,,0.88,,,,,,,,,
,,2016 - 2017,996.0,,2.74,,,,,,,,,
,,2017 - 2018,,,2.62,,,,,,,,,
,,2018 - 2019,,,2.8,,,,,,,,,
,,2019 - 2020,,,2.95,,,,,,,,,
,,2020 - 2021,,,2.7,,,,,,,,,
,,2021 - 2022,,,2.72,,,,,,,,,
,,2022 - 2023,,,3.05,,,,,,,,,
,Varanasi,2000 - 2001,298.0,380.0,1.28,,,,,,,,,
,,2001 - 2002,300.0,503.0,1.68,,,,,,,,,
,,2002 - 2003,421.0,682.0,1.62,,,,,,,,,
,,2003 - 2004,590.0,808.0,1.37,,,,,,,,,
,,2004 - 2005,615.0,817.0,1.33,,,,,,,,,
,,2005 - 2006,581.0,984.0,1.69,,,,,,,,,
,,2006 - 2007,267.0,425.0,1.59,,,,,,,,,
,,2007 - 2008,219.0,412.0,1.88,,,,,,,,,
,,2008 - 2009,212.0,384.0,1.81,,,,,,,,,
,,2009 - 2010,568.0,978.0,1.72,,,,,,,,,
,,2010 - 2011,245.0,453.0,1.85,,,,,,,,,
,,2011 - 2012,362.0,694.0,1.92,,,,,,,,,
,,2012 - 2013,826.0,,1.75,,,,,,,,,
,,2013 - 2014,149.0,275.0,1.85,,,,,,,,,
,,2014 - 2015,162.0,283.0,1.75,,,,,,,,,
,,2015 - 2016,374.0,640.0,1.71,,,,,,,,,
,,2016 - 2017,334.0,766.0,2.29,,,,,,,,,
,,2017 - 2018,331.0,735.0,2.22,,,,,,,,,
,,2018 - 2019,131.0,323.0,2.47,,,,,,,,,
,,2019 - 2020,407.0,,2.47,,,,,,,,,
,,2020 - 2021,268.0,596.0,2.22,,,,,,,,,
,,2021 - 2022,468.0,,2.94,,,,,,,,,
,,2022 - 2023,468.0,,3.07,,,,,,,,,
Uttarakhand,Almora,2000 - 2001,,,0.85,,,,,,,,,
,,2001 - 2002,,,0.87,,,,,,,,,
,,2002 - 2003,,,0.82,,,,,,,,,
,,2003 - 2004,,,0.7,,,,,,,,,
,,2004 - 2005,,,1.26,,,,,,,,,
,,2005 - 2006,,,0.41,,,,,,,,,
,,2006 - 2007,,,0.99,,,,,,,,,
,,2007 - 2008,,,0.67,,,,,,,,,
,,2008 - 2009,,,0.71,,,,,,,,,
,,2009 - 2010,,,0.81,,,,,,,,,
,,2010 - 2011,,,1.04,,,,,,,,,
,,2011 - 2012,,,1.06,,,,,,,,,
,,2012 - 2013,,,1.2,,,,,,,,,
,,2013 - 2014,,,1.36,,,,,,,,,
,,2014 - 2015,,,1.03,,,,,,,,,
,,2015 - 2016,,,0.53,,,,,,,,,
,,2016 - 2017,,,0.92,,,,,,,,,
,,2017 - 2018,,,0.99,,,,,,,,,
,,2018 - 2019,,,1.09,,,,,,,,,
,,2019 - 2020,,,1.25,,,,,,,,,
,,2020 - 2021,,,0.75,,,,,,,,,
,,2021 - 2022,,,1.06,,,,,,,,,
,,2022 - 2023,,,1.02,,,,,,,,,
,Bageshwar,2000 - 2001,,,1.51,,,,,,,,,
,,2001 - 2002,,,1.26,,,,,,,,,
,,2002 - 2003,,,1.45,,,,,,,,,
,,2003 - 2004,,,1.11,,,,,,,,,
,,2004 - 2005,,,1.37,,,,,,,,,
,,2005 - 2006,,,0.59,,,,,,,,,
,,2006 - 2007,,,1.17,,,,,,,,,
,,2007 - 2008,,,1.17,,,,,,,,,
,,2008 - 2009,,,1.04,,,,,,,,,
,,2009 - 2010,,,1.21,,,,,,,,,
,,2010 - 2011,,,1.29,,,,,,,,,
,,2011 - 2012,983.0,,1.66,,,,,,,,,
,,2012 - 2013,,,1.26,,,,,,,,,
,,2013 - 2014,,,1.29,,,,,,,,,
,,2014 - 2015,922.0,903.0,0.98,,,,,,,,,
,,2015 - 2016,,,1.59,,,,,,,,,
,,2016 - 2017,927.0,,1.46,,,,,,,,,
,,2017 - 2018,767.0,924.0,1.2,,,,,,,,,
,,2018 - 2019,,,1.35,,,,,,,,,
,,2019 - 2020,,,1.49,,,,,,,,,
,,2020 - 2021,851.0,,1.21,,,,,,,,,
,,2021 - 2022,,,1.57,,,,,,,,,
,,2022 - 2023,,,1.34,,,,,,,,,
,Chamoli,2000 - 2001,,,1.04,,,,,,,,,
,,2001 - 2002,,,1.47,,,,,,,,,
,,2002 - 2003,,,1.4,,,,,,,,,
,,2003 - 2004,,,1.24,,,,,,,,,
,,2004 - 2005,,,1.41,,,,,,,,,
,,2005 - 2006,,,1.7,,,,,,,,,
,,2006 - 2007,,,1.5,,,,,,,,,
,,2007 - 2008,,,1.39,,,,,,,,,
,,2008 - 2009,,,0.96,,,,,,,,,
,,2009 - 2010,,,1.32,,,,,,,,,
,,2010 - 2011,,,1.5,,,,,,,,,
,,2011 - 2012,,,1.4,,,,,,,,,
,,2012 - 2013,,,1.39,,,,,,,,,
,,2013 - 2014,,,1.39,,,,,,,,,
,,2014 - 2015,,,1.31,,,,,,,,,
,,2015 - 2016,,,1.16,,,,,,,,,
,,2016 - 2017,,,1.28,,,,,,,,,
,,2017 - 2018,,,1.3,,,,,,,,,
,,2018 - 2019,,,1.44,,,,,,,,,
,,2019 - 2020,,,1.45,,,,,,,,,
,,2020 - 2021,,,1.49,,,,,,,,,
,,2021 - 2022,,,1.47,,,,,,,,,
,,2022 - 2023,,,1.6,,,,,,,,,
,Champawat,2000 - 2001,,,1.47,,,,,,,,,
,,2001 - 2002,,,1.29,,,,,,,,,
,,2002 - 2003,,,1.44,,,,,,,,,
,,2003 - 2004,,,1.44,,,,,,,,,
,,2004 - 2005,,,1.86,,,,,,,,,
,,2005 - 2006,,,1.02,,,,,,,,,
,,2006 - 2007,,,1.02,,,,,,,,,
,,2007 - 2008,956.0,955.0,1.0,,,,,,,,,
,,2008 - 2009,,,0.93,,,,,,,,,
,,2009 - 2010,750.0,920.0,1.23,,,,,,,,,
,,2010 - 2011,929.0,,1.19,,,,,,,,,
,,2011 - 2012,,,1.27,,,,,,,,,
,,2012 - 2013,,,1.37,,,,,,,,,
,,2013 - 2014,,,1.31,,,,,,,,,
,,2014 - 2015,900.0,,1.32,,,,,,,,,
,,2015 - 2016,697.0,462.0,0.66,,,,,,,,,
,,2016 - 2017,798.0,,1.36,,,,,,,,,
,,2017 - 2018,788.0,,1.73,,,,,,,,,
,,2018 - 2019,720.0,,1.7,,,,,,,,,
,,2019 - 2020,857.0,,1.88,,,,,,,,,
,,2020 - 2021,699.0,845.0,1.21,,,,,,,,,
,,2021 - 2022,715.0,,1.57,,,,,,,,,
,,2022 - 2023,771.0,,1.64,,,,,,,,,
,Dehradun,2000 - 2001,,227.0,0.22,,,,,,,,,
,,2001 - 2002,999.0,,1.53,,,,,,,,,
,,2002 - 2003,,,1.58,,,,,,,,,
,,2003 - 2004,,,0.96,,,,,,,,,
,,2004 - 2005,846.0,,1.72,,,,,,,,,
,,2005 - 2006,,734.0,0.7,,,,,,,,,
,,2006 - 2007,867.0,,1.56,,,,,,,,,
,,2007 - 2008,842.0,,1.63,,,,,,,,,
,,2008 - 2009,695.0,301.0,0.43,,,,,,,,,
,,2009 - 2010,823.0,,1.7,,,,,,,,,
,,2010 - 2011,746.0,,2.0,,,,,,,,,
,,2011 - 2012,742.0,,1.91,,,,,,,,,
,,2012 - 2013,688.0,,2.04,,,,,,,,,
,,2013 - 2014,763.0,,2.27,,,,,,,,,
,,2014 - 2015,623.0,706.0,1.13,,,,,,,,,
